,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 פרק  ,סעיף,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
24500,810,  24500/810/4,היטל תיעול                      ,"  800,000 ","  850,000 ","  800,000 ",2,תקבולים משרותים מקומיים           ,24,בינוי ותשתית                      ,245,תעול וניקוז                       ,2450,תעול וניקוז                       ,24500,תעול וניקוז                       
24600,422,  24600/422/3,הכנסות מהחזר הוצ' שמירה-נחלת בני,"  350,000 ","  350,000 ","  406,866 ",2,תקבולים משרותים מקומיים           ,24,בינוי ותשתית                      ,246,שיפור פני העיר                    ,2460,שיפור פני העיר                    ,24600,שיפור פני העיר                    
24600,423,  24600/423/4,הכנסות מביצוע עבודות שונות      ,"  70,000 ","  70,000 ","  98,588 ",2,תקבולים משרותים מקומיים           ,24,בינוי ותשתית                      ,246,שיפור פני העיר                    ,2460,שיפור פני העיר                    ,24600,שיפור פני העיר                    
,,,,"  26,680,000 ","  21,630,000 ","  24,519,297 ",,,"24 סה""כ",,,,,,,
26710,521,  26710/521/7,הכנסות מעמלת גביה-אגרות מים וביו,"  16,000,000 ","  15,500,000 ","  14,452,075 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,267,החזרים מתאגיד המים                ,2671,החזר  כללי בגין גבייה             ,26710,החזר  כללי בגין גבייה             
26710,522,  26710/522/8,הכנסות מעמלת גביה-היטלי פיתוח   ,"  4,500,000 ","  3,000,000 ","  3,861,487 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,267,החזרים מתאגיד המים                ,2671,החזר  כללי בגין גבייה             ,26710,החזר  כללי בגין גבייה             
26710,523,  26710/523/9,החזר הוצאות מתאגיד המים         ,"  2,350,000 ","  4,000,000 ","  4,309,010 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,267,החזרים מתאגיד המים                ,2671,החזר  כללי בגין גבייה             ,26710,החזר  כללי בגין גבייה             
26810,531,  26810/531/7,החזר הוצ' משפטיות-שירות משפטי   ,"  600,000 ","  600,000 ","  2,608,621 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2681,החזר הוצ' משפטיות-שירות משפטי     ,26810,החזר הוצ' משפטיות-שירות משפטי     
26820,531,  26820/531/4,החזר הוצ' משפטיות-עו ד          ,"  300,000 ","  300,000 ","  400,201 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2682,החזר הוצ' משפטיות-ארנונה ומים     ,26820,החזר הוצ' משפטיות-ארנונה ומים     
26820,532,  26820/532/5,החזר הוצ' משפטיות-אגרות         ,"  900,000 ","  900,000 ","  255,530 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2682,החזר הוצ' משפטיות-ארנונה ומים     ,26820,החזר הוצ' משפטיות-ארנונה ומים     
26820,533,  26820/533/6,החזר הוצ' אכיפה מנהלית          ,"  4,600,000 ","  4,000,000 ","  3,233,498 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2682,החזר הוצ' משפטיות-ארנונה ומים     ,26820,החזר הוצ' משפטיות-ארנונה ומים     
26820,535,  26820/535/8,הכנסות מהחזר גבית עמלות בנקים   ,"  70,000 ","  70,000 ","  71,365 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2682,החזר הוצ' משפטיות-ארנונה ומים     ,26820,החזר הוצ' משפטיות-ארנונה ומים     
26830,531,  26830/531/1,החזר הוצ' משפטיות-אגרות-אגף אגד ,"  900,000 ","  900,000 ","  962,146 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2683,החזר הוצ' משפטיות-כללי            ,26830,החזר הוצ' משפטיות-כללי            
26830,532,  26830/532/2,החזר הוצ' משפטיות-עו ד-אגף אגד ש,"  1,450,000 ","  1,450,000 ","  1,681,095 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2683,החזר הוצ' משפטיות-כללי            ,26830,החזר הוצ' משפטיות-כללי            
26830,533,  26830/533/3,החזר הוצ' אכיפה מנהלית-חניה     ,"  11,000,000 ","  11,000,000 ","  11,386,395 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,268,החזר הוצ' משפט' אגרות ואכיפה      ,2683,החזר הוצ' משפטיות-כללי            ,26830,החזר הוצ' משפטיות-כללי            
26900,410,  26900/410/9,הכנסות שונות                    ,"  1,000,000 ","  1,000,000 ","  1,145,634 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,421,  26900/421/3,הכנסות מפעילות הארכיון העירוני  ,"  10,000 ","  10,000 ","  4,899 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,422,  26900/422/4,הכנסות בגין גניזה               ,"  10,000 ","  10,000 ",  -   ,2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,423,  26900/423/5,הכנסות לאחזקת כיכר רבין         ,"  20,000 ","  20,000 ","  32,700 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,424,  26900/424/6,הכנסות ממכירת תוכנות ושירותים   ,"  10,000 ","  10,000 ",  -   ,2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,425,  26900/425/7,הכנסות מפעילות המשלמה ביפו      ,"  25,000 ","  40,000 ","  1,500 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,426,  26900/426/8,הכנסות מפרויקט כ.אשראי-תושב     ,"  300,000 ","  350,000 ","  571,518 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,427,  26900/427/9,הכנסות בגין פיקוח על צילומי חוץ ,"  85,000 ","  50,000 ","  67,708 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,510,  26900/510/3,הכנסות מדמי טיפול בגבית דמי חבר ,"  250,000 ","  200,000 ","  57,864 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,521,  26900/521/6,החזר ביטוח לאומי- תאונות עבודה  ,"  3,500,000 ","  3,000,000 ","  2,686,242 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,524,  26900/524/9,השתתפות איכילוב במודעות דרושים  ,"  100,000 ","  100,000 ","  61,908 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,525,  26900/525/1,הכנסות מחב'  נס -ס' שאינו חוזר  ,  -   ,"  1,300,000 ","  1,320,573 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,527,  26900/527/3,החזר הוצ' חשמל מחברות פרסום     ,"  500,000 ","  500,000 ","  443,388 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
26900,610,  26900/610/6,החזר שיקים-כללי                 ,  -   ,  -   ,"  328,426 ",2,תקבולים משרותים מקומיים           ,26,שרותים שונים והשתתפויות           ,269,הכנסות שונות                      ,2690,הכנסות שונות                      ,26900,הכנסות שונות                      
,,,,"  48,480,000 ","  48,310,000 ","  49,943,783 ",,,"26 סה""כ",,,,,,,
28100,411,  28100/411/6,קנסות בית משפט-תכנון ובניה      ,"  4,000,000 ","  3,200,000 ","  4,748,745 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,281,פקוח על חוקי עזר                  ,2810,פקוח על חוקי עזר                  ,28100,פקוח על חוקי עזר                  
28100,412,  28100/412/7,קנסות בית משפט- רישוי עסקים     ,"  3,000,000 ","  2,500,000 ","  2,936,793 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,281,פקוח על חוקי עזר                  ,2810,פקוח על חוקי עזר                  ,28100,פקוח על חוקי עזר                  
28100,413,  28100/413/8,קנסות בית משפט-חוקי עזר         ,"  500,000 ","  500,000 ","  614,888 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,281,פקוח על חוקי עזר                  ,2810,פקוח על חוקי עזר                  ,28100,פקוח על חוקי עזר                  
28100,415,  28100/415/1,קנסות ברירת קנס-לאחר משפט       ,"  500,000 ","  1,000,000 ","  1,207,297 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,281,פקוח על חוקי עזר                  ,2810,פקוח על חוקי עזר                  ,28100,פקוח על חוקי עזר                  
28100,416,  28100/416/2,קנסות בגין חוקי עזר-ברירת משפט  ,"  6,000,000 ","  6,000,000 ","  6,268,327 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,281,פקוח על חוקי עזר                  ,2810,פקוח על חוקי עזר                  ,28100,פקוח על חוקי עזר                  
28100,417,  28100/417/3,קנסות בגין ח.עזר-ב.משפט-לאחר אכי,"  7,000,000 ","  7,000,000 ","  6,249,773 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,281,פקוח על חוקי עזר                  ,2810,פקוח על חוקי עזר                  ,28100,פקוח על חוקי עזר                  
28100,421,  28100/421/8,קנסות בית משפט כללי-אכיפה מינהלי,"  400,000 ","  1,000,000 ","  533,432 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,281,פקוח על חוקי עזר                  ,2810,פקוח על חוקי עזר                  ,28100,פקוח על חוקי עזר                  
28200,560,  28200/560/7,החזרת הוצאות משפט ודמי עקול     ,"  25,000 ","  10,000 ","  2,501 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,282,בית משפט העירוני                  ,2820,בית משפט העירוני                  ,28200,בית משפט העירוני                  
28300,210,  28300/210/4,אגרת רשיונות ודמי חסון לכלבים   ,"  1,500,000 ","  1,500,000 ","  1,438,928 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,220,  28300/220/6,מלחמה בכלבת הסגר כלבים          ,"  50,000 ","  50,000 ","  57,238 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,411,  28300/411/2,בשר קפוא                        ,"  1,100,000 ","  1,500,000 ","  1,364,663 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,412,  28300/412/3,בשר טרי                         ,"  150,000 ","  150,000 ","  135,659 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,420,  28300/420/3,דמי בדיקת דגים                  ,"  1,300,000 ","  1,500,000 ","  1,509,101 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
28300,620,  28300/620/9,אגרת בדיקת עופות                ,"  4,000,000 ","  3,000,000 ","  4,663,345 ",2,תקבולים משרותים מקומיים           ,28,פקוח עירוני                       ,283,הכנסות משרותים וטרינריים          ,2830,הכנסות משרותים וטרינריים          ,28300,הכנסות משרותים וטרינריים          
,,,,"  29,525,000 ","  28,910,000 ","  31,730,690 ",,,"28 סה""כ",,,,,,,
29000,411,  29000/411/7,דמי היתר- כסאות מרגוע בחופי-ים  ,"  260,000 ","  300,000 ","  224,138 ",2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
29000,416,  29000/416/3,דמי כניסה-חוף הצוק              ,"  810,000 ","  805,000 ","  811,800 ",2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
29000,417,  29000/417/4,הכנסות מקנסות על נהיגה בחופי ים ,  -   ,"  5,000 ",  -   ,2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
29000,961,  29000/961/5,השתת התמ ת-הדרכת מצילים-סעיף שאי,  -   ,  -   ,"  20,000 ",2,תקבולים משרותים מקומיים           ,29,חופי-ים ובריכות שחיה              ,290,חופי-ים ובריכות שחיה              ,2900,חופי-ים ובריכות שחיה              ,29000,חופי-ים ובריכות שחיה              
,,,,"  1,070,000 ","  1,110,000 ","  1,055,938 ",,,"29 סה""כ",,,,,,,
,,,,"  182,735,000 ","  195,190,000 ","  212,028,710 ","2 סה""כ",,,,,,,,,
