100210,616,1,שעות נוספות ,"6,700",700,900
100450,616,1,אחזקת ציוד ,"10,900",0,"10,000"
100536,616,1,רכב מפעם ,"59,100","67,100","60,000"
100540,616,1,מרכז הדרכה ,"1,500",100,200
100541,616,1,מרכז הדרכה פלאפון ,"8,200","6,300","7,300"
100542,616,1,מפעמ-דאר ,0,0,0
100780,616,1,מרכז הדרכה ,"1,500,000","1,094,700","1,500,000"
100781,616,1,מעבר מפעם ,0,"1,957,700",0
,"616 סה""כ",,,"2,611,100","4,051,900","2,604,800"
110,617,1,משכורות כוללות ,"980,000","866,800","980,000"
130,617,1,שעות נוספות רשומות ,"20,800","83,900","17,000"
210,617,1,משכורות משפטית ,"755,700","632,500","753,200"
230,617,1,משכורות ,"2,200","19,900","20,000"
450,617,1,אחזקת ציוד ,"7,100",0,0
520,617,1,ספרים ועיתונים ,"13,500","10,300","13,700"
536,617,1,רכב ליסינג ,"61,800","56,700","54,200"
540,617,1,משפטית-דאר טלפון ,"3,600","3,300","3,900"
541,617,1,מכשרי קשר ,"5,700",0,0
570,617,1,מיחשוב ,"6,200","1,900","2,500"
580,617,1,הוצאות אחרות ,"47,800","30,100","47,000"
750,617,1,פסד-הסכמי פשרה ,"63,200","64,300","65,000"
751,617,1,יעוץ משפטי ,"800,000","801,400","800,000"
100751,617,1,יועץ חיצוני ,0,0,0
,"617 סה""כ",,,"2,767,600","2,571,100","2,756,500"
210,619,1,בחירות ,0,200,0
780,619,1,בחירות לרשויות המקומיות ,"200,000","2,700",0
,"619 סה""כ",,,"200,000","2,900",0
100110,621,1, .,"2,200,000","1,792,600","2,300,000"
100130,621,1,שעות נוספות רשומות ,"170,000","123,700","170,000"
100450,621,1,אחזקת ציוד ,"7,400","3,700","3,400"
100531,621,1, דלק ,0,0,0
100536,621,1,השכרת רכב ,"194,900","158,300","142,100"
100540,621,1,גזברות טלפון ומברקים ,100,0,0
100541,621,1,מכשירי קשר ,"30,600","20,700","13,500"
100570,621,1,מחשוב הגזברות ,"30,000","13,200","17,500"
100580,621,1,הוצאות אחרות ,"100,000","134,200","159,400"
100750,621,1,עבודה קבלניות ,"160,000","127,200","84,100"
100751,621,1,גזברות יועצים ,"1,219,000","2,294,000","1,220,000"
100781,621,1,רזרבה ,"1,179,000","890,000","1,179,000"
100782,621,1,אוכלוסיות מיוחדות ,"125,000","125,000","155,000"
100783,621,1,גיוס משאבים ,0,0,"150,000"
300110,621,1,משכורות כוללות ,"583,100","527,900","584,400"
300130,621,1,שעות נוספות רשומות ,"82,200","76,200","83,000"
300570,621,1,"הנח""ש ","31,100","37,200","13,000"
,"621 סה""כ",,,"6,112,400","6,323,900","6,274,400"
100110,623,1,משכורות כוללות ,"3,330,000","3,413,600","3,900,000"
100130,623,1,שעות נוספות רשומות ,"405,000","363,900","396,900"
100210,623,1,מש ,"669,600","143,800","191,300"
100230,623,1,שעות נוספות זמניים ,"1,700",400,600
100320,623,1,פיצויים ,0,"19,600","26,100"
100450,623,1,אחזקת ציוד ,"34,200","33,500","35,200"
100451,623,1,מיחשוב ,"29,000","9,200","11,400"
100536,623,1,ליסינג ,"5,600","14,200","21,100"
100540,623,1,מיסים טלפון ,"2,800",0,0
100541,623,1,מכשירי קשר+פלאפון ,"12,800","7,000","1,900"
100542,623,1,מיסים דואר ,0,0,0
100560,623,1,הדפסות ,"81,400","77,700","95,300"
100570,623,1, מיחשוב ,"1,500,000","1,428,300","1,400,000"
100580,623,1,הוצאות אחרות ,"279,600","491,600","517,800"
100750,623,1,עבודות קבלניות ,"292,700","432,000","322,600"
100751,623,1, הוצ שונות ,"58,700","210,600","60,000"
100752,623,1,מח אכיפה ,"2,800,000","2,447,900","2,700,000"
,"623 סה""כ",,,"9,503,100","9,093,300","9,680,200"
610,631,1,עמלות בבנקים ,"3,800,000","4,143,100","4,250,000"
611,631,1,עמלות שיווק_ טלפוני ,"133,800","165,500","146,200"
,"631 סה""כ",,,"3,933,800","4,308,600","4,396,200"
620,632,1,ריבית על משיכות יתר ,"15,000","9,200","12,100"
650,632,1,רבית פיגורים לספקים ,"282,000","88,200","117,400"
,"632 סה""כ",,,"297,000","97,400","129,500"
691,649,1,מלוות קרן ,"15,868,000","16,188,000","17,100,000"
692,649,1,מלוות ריבית ,"4,755,000","5,239,600","4,499,000"
693,649,1,מלוות הצמדה ,"5,383,000","5,528,800","4,661,000"
1691,649,1,פרעון מלוות תברים-קרן ,"5,692,000","6,693,800","5,886,000"
1692,649,1,פרעון מלוות תברים-ריבית ,"2,022,000","1,994,100","1,876,000"
1693,649,1,פרעון מלוות תברים-הצמדה ,"1,588,000","1,384,600","1,188,000"
,"649 סה""כ",,,"35,308,000","37,028,900","35,210,000"
110,711,1,משכורות כוללות ,"2,349,900","2,108,400","2,400,000"
130,711,1,שעות נוספות רשומות ,"463,900","399,400","500,000"
320,711,1,פיצויים ,"28,700",0,0
450,711,1,אחזקת ציוד ,"3,700","1,400","1,200"
541,711,1,תברואה מכשירי קשר ,"36,000",0,0
580,711,1,הוצאות אחרות ,"22,500","29,100","22,500"
751,711,1,פיתוח בר קיימא ,"120,000",0,"120,000"
,"711 סה""כ",,,"3,024,700","2,538,300","3,043,700"
100110,712,1,תחנת מעבר ,"1,200,000","1,014,500","1,200,000"
100130,712,1,תחנת מעבר ,"193,400","161,700","193,000"
100210,712,1,זמניים ,0,"27,200","50,000"
100320,712,1,פיצויים ,600,0,0
100530,712,1,תחנת מעבר ,"173,600","16,800","7,500"
100531,712,1,תחנת מעבר דלק ,0,"3,500","4,700"
100750,712,1,תחנת מעבר ,"339,900","340,700","382,100"
200110,712,1,משכורות כוללות ,"740,500","612,700","740,000"
200130,712,1,שעות נוספות רשומות ,"39,600","30,400","33,100"
200780,712,1,הוצ' ניקוי רחובות ,"10,400,000","10,125,400","12,021,435"
300110,712,1,משכורות כוללות ,"6,405,000","5,135,500","6,400,000"
300120,712,1,הוצ נילוות ,0,"34,400","35,000"
300130,712,1,שעות נוספות רשומות ,"1,453,000","1,030,800","1,450,000"
300210,712,1,זמניים ,"1,048,400","992,200","1,300,000"
300230,712,1,משכורת ,"14,600","13,100","8,600"
300320,712,1,פיצויים ,0,0,0
300430,712,1,תחנת שיענוע ,"164,800","179,700","180,000"
300530,712,1,החזקת מכוניות ,"977,000","924,600","900,000"
300531,712,1,דלק ,"1,516,700","1,529,800","1,000,000"
300533,712,1,ביטוח ורישוי רכב ,"431,600","421,300","400,000"
300536,712,1,השכרת רכב ,"747,300","962,400","750,000"
300540,712,1,טלפון רובעים ,0,0,0
300541,712,1,פלאפון ,"6,100","4,400","3,000"
300580,712,1,הוצאות שונות ,"7,400","7,000","7,000"
300750,712,1,עבודה קבלנית ,"250,800","252,500","50,000"
300751,712,1,פינוי אשפה ,"30,000,000","30,344,300","32,000,000"
310110,712,1,שכ מפעלי ציוד ,"268,300","199,100","229,700"
310130,712,1,מפעלי ציוד ,0,0,0
321110,712,1,אסוף אשפה ,0,"-16,700",0
,"712 סה""כ",,,"56,378,600","54,347,300","59,345,135"
200110,713,1,מש' פקחים ,"1,506,600","1,715,900","2,200,000"
200130,713,1,מש' פקחים-שעות נוספות ,"243,300","276,100","312,600"
200210,713,1,מש' פקחים-זמ' ,0,"1,900","2,500"
221210,713,1,משכורת זמנית ,"174,100","110,500","92,300"
221230,713,1,שעות נוספות זמניים ,"33,300","20,300","40,000"
300110,713,1,פיקוח על עסקים ומוסדות ,"783,400","776,800","852,500"
300130,713,1,פיקוח על עסקים ומוסדות ,"59,200","55,800","61,400"
300570,713,1,רשוי עסקים אוטומציה ,"13,000","4,400","5,800"
,"713 סה""כ",,,"2,812,900","2,961,700","3,567,100"
200110,714,1,משכורות כוללות ,"1,076,100","1,034,200","1,200,000"
200120,714,1,הוצ נלוות ,"1,300","1,400","1,900"
200130,714,1,שעות נוספות רשומות ,"28,000","26,700","28,900"
200210,714,1,שכר רופאים ויטרנרים ,"149,200","141,300","149,300"
200230,714,1,שעות נוספות ,"8,800","9,300","10,100"
200410,714,1,שכד-מחלקה ויטרנרית ,0,0,0
200450,714,1,אחזקת ציוד ,"2,000",400,500
200530,714,1,רכב ויטרנרית ,"8,000","7,900","8,000"
200531,714,1,דלק ויטרנרית ,"27,000","22,600","22,000"
200533,714,1,רכב ויטרנרית ,"9,000","8,700","11,600"
200536,714,1,ליסינג ,"60,000","71,200","53,000"
200540,714,1,ויטרנרי -טלפון ,"27,000",300,"10,000"
200541,714,1,ויטרנרית מכשיר קשר ,"8,000","1,800","4,000"
200570,714,1,אוטומציה - תקשורת ,"16,500","10,300","16,500"
200580,714,1,הוצאות אחרות ,"16,000","12,500","18,000"
300434,714,1,נקיון כלביה ,"5,000","3,500","4,700"
300540,714,1,כלביה הסגר ,"2,000","1,100",800
300570,714,1,ויטרנרי מחשוב ,"10,000","5,100","20,000"
300720,714,1,מלחמה בכלבת -חומרים ,"170,000","201,800","170,000"
300750,714,1,מלחמה בכלבת ,"130,000","107,700","200,000"
300751,714,1,מלחמה בכלבת הסגרה ,0,800,"1,000"
300780,714,1,כלביה ,"186,000","198,200","200,000"
,"714 סה""כ",,,"1,939,900","1,866,800","2,130,300"
300110,715,1,משכורות הדברה ,"900,000","794,900","890,000"
300130,715,1,משכורות הדברה ,"123,600","116,500","127,100"
300720,715,1,חומרים להדברת מזיקים ,800,0,0
,"715 סה""כ",,,"1,024,400","911,400","1,017,100"
110,721,1,חרום-שכר כולל ,"2,374,400","2,305,100","2,700,000"
111,721,1,שכר ,0,0,0
120,721,1,הוצ נילוות חרום ,"4,300","8,200","10,400"
130,721,1,חרום-שעות נוספות ר ,"173,000","169,000","182,700"
210,721,1,חרום-עובדים זמניים ,"253,100","250,600","250,000"
230,721,1,"חרום-ש""נ לעובדים זמניים ","37,800","31,500","33,600"
450,721,1,אחזקת ציוד ,"7,600","1,100",0
451,721,1,מיחשוב ,"18,300","-10,100",0
533,721,1,רשיונות וביטוחים לנגררים ,0,"28,300","4,400"
536,721,1,חרום - דלק (מוסקונה( ,"82,500","42,800","37,600"
540,721,1,מח חרום טלפון ,0,0,0
541,721,1,חרום מכשירי קשר ,"28,600","14,400","9,300"
570,721,1,מחשוב בטחון ,"27,100","27,000","18,000"
580,721,1,הוצאות אחרות ,"169,100","169,100","185,000"
750,721,1,עבודות קבלניות ,"13,500","12,100","12,600"
780,721,1,הוצאות מטווח ,"36,300","36,200","35,000"
,"721 סה""כ",,,"3,225,600","3,085,300","3,478,600"
100110,722,1,משכורות כוללות ,"15,300","17,100","19,700"
100210,722,1,מש ,0,"3,700","2,400"
100540,722,1,בזק ,0,0,0
100541,722,1,פלאפון ,"9,000","3,200","2,800"
100750,722,1,עבודה קבלנית ,"4,400","3,000","3,000"
100780,722,1,משאז הוצאות אחרות ,"23,000","22,900","27,000"
,"722 סה""כ",,,"51,700","49,900","54,900"
110,723,1,הגא-שכר עובדים קבוע ,"627,200","530,800","620,000"
130,723,1,"הגא-ש""נ ","51,900","44,800","50,900"
210,723,1,מש ,0,"18,200","6,400"
430,723,1,חשמל לפעולות מקלט ,"180,000","176,100","174,200"
750,723,1,עבודות קבלניות ,"30,000","29,000","30,000"
780,723,1,הוצאות אחרות ,"63,500","3,900","63,500"
810,723,1,השתתפויות הגא ארצי ,"735,000","787,300","788,000"
,"723 סה""כ",,,"1,687,600","1,590,100","1,733,000"
830,724,1,השתת' באגוד ערים כב ,"1,200,000","1,319,300","1,350,000"
,"724 סה""כ",,,"1,200,000","1,319,300","1,350,000"
780,725,1,בטיחות וגיהות ,"35,000","28,000","35,000"
,"725 סה""כ",,,"35,000","28,000","35,000"
110,731,1,משכורות כוללות ,"1,513,400","1,733,500","1,886,100"
120,731,1,הוצ' נילוות ,"7,800","15,700","20,000"
130,731,1,שעות נוספות רשומות ,"113,500","330,600","399,200"
210,731,1,משכורות ,"1,931,700","1,677,200","2,000,000"
230,731,1,שעות נוספות זמניים ,"15,900","10,400","11,100"
320,731,1,פיצוים ,0,"16,600","22,100"
450,731,1,אחזקת ציוד ,"35,000",0,0
451,731,1,מיחשוב ,"1,900","1,200","1,600"
520,731,1,ספרות מקצועית ,300,300,0
531,731,1,דלק ,"14,100","11,900","10,900"
533,731,1,רשיונות וביטוחים ,"17,700","17,200","11,800"
536,731,1,דלק ליסינג ,"206,800","183,400","184,400"
540,731,1,בולים טלפון ומברקים ,0,0,0
541,731,1,מנהל הנדסה פלאפון ,"41,000","4,000",0
542,731,1,מנהל הנדסה דאר ,"20,000","5,900","7,400"
550,731,1,פרסומים ,"70,500","53,200","69,100"
560,731,1,העתקות אור ,"62,900","60,800","79,100"
570,731,1,מיחשוב ,"400,000","165,100","400,000"
580,731,1,הוצאות אחרות ,"225,000","143,900","225,000"
750,731,1,עב' קבלניות ,"1,000,000","1,214,100","1,000,000"
751,731,1,הוצאות משפטיות והנדסה ,"2,750,000","3,394,200","2,150,000"
752,731,1,הוצ הנדסה ופסד ,"821,000","996,700","1,320,300"
,"731 סה""כ",,,"9,248,500","10,035,900","9,798,100"
780,732,1,הוצאות תכנון ,"481,000","498,600","51,400"
,"732 סה""כ",,,"481,000","498,600","51,400"
110,733,1,רישוי ופיקוח על בני ,"1,900,000","1,416,200","1,600,000"
130,733,1,רישוי ופיקוח על בני ,"108,500","100,000","107,100"
210,733,1,רישוי ופיקוח על בנ ,"2,961,700","2,740,100","3,900,000"
320,733,1,פיצויים ,"1,800","287,600","382,500"
,"733 סה""כ",,,"4,972,000","4,543,900","5,989,600"
110,741,1,משכורות כוללות ,"163,800",0,0
130,741,1,שעות נוספות רשומות ,"21,800",0,0
210,741,1,משכ ,"208,500",0,0
230,741,1,"ש""נ לעובדים זמניים ",0,0,0
536,741,1,השכרת רכב ,"37,300","38,500","47,300"
,"741 סה""כ",,,"431,400","38,500","47,300"
530,742,1,אחזקת כלי רכב ,"62,800","62,400","70,500"
531,742,1,דלק ,"209,400","170,500","151,300"
533,742,1,ביטוח ורישוי רכב ,"143,300","116,600","150,800"
536,742,1,ליסינג ,200,"14,200","18,900"
,"742 סה""כ",,,"415,700","363,700","391,500"
110,743,1,משכורות כוללות ,"1,085,000","1,065,900","1,144,200"
130,743,1,שעות נוספות רשומות ,"120,900","97,800","103,200"
210,743,1,שכר זמניים ,"295,300","219,600","248,600"
230,743,1,ש.נ. לעובדים זמניים ,"3,900","5,000","4,700"
530,743,1,מנוף חשמלי ,"26,400","26,300","35,000"
531,743,1,דלק ,"47,200","56,400","58,500"
533,743,1,ביטוח ורישוי רכב ,"19,600","10,300","13,600"
730,743,1,דלק וחשמל לפעולות ,"4,000,000","4,406,100","4,178,900"
750,743,1,הוצאות מכירת חשמל ,"1,500,000","1,530,000","1,670,000"
21110,743,1,תאורת רחובות ,0,0,0
,"743 סה""כ",,,"7,098,300","7,417,400","7,456,700"
100730,744,1,דלק וחשמל לפעולות ,"300,000","277,000","277,900"
100750,744,1,אחזקת רמזורים ,"150,000","130,500","120,000"
400570,744,1,שלטים אוטומציה ,"1,100","2,100","2,800"
400750,744,1,שלטים תמרורים ,"10,200","1,700","10,000"
400752,744,1,שילוט-עמלות ,"299,300","461,300","554,400"
400780,744,1,שלטים תמרורים ,"100,000","82,900","90,000"
500110,744,1,בטיחות בדרכים ,"213,400","191,600","209,800"
500130,744,1,שעות נוספות ,"32,400","29,900","32,600"
500780,744,1,מטה בטיחות בדרכים ,"280,000","277,900","350,000"
,"744 סה""כ",,,"1,386,400","1,454,900","1,647,500"
830,745,1,השתת' ניקוז אילון ש ,"327,000","328,100","436,400"
200110,745,1,משכורות כוללות ,"193,800","31,200","41,500"
200130,745,1,שעות נוספות רשומות ,"42,400","4,800","6,400"
200531,745,1,ביובית ,"100,000","90,700","68,400"
200730,745,1,דלק וחשמל לפעולות ,"147,400","91,200","103,400"
200750,745,1,פארק תמר ,"1,493,000","1,132,200","1,336,000"
200751,745,1, עבודות קבלניות ,"355,400","314,400","350,000"
200755,745,1,ביוב חברות כח אדם ,0,0,0
400110,745,1,פיקוח פארק תמר ,"147,300","140,600","157,100"
400230,745,1,שכר זמניים ,"15,700","14,500","15,800"
400780,745,1,"שפד""ן-תפעול ","720,000","1,329,700","1,320,000"
,"745 סה""כ",,,"3,542,000","3,477,400","3,835,000"
110,746,1,ץכורות כוללות ,"4,212,300","3,737,200","4,200,000"
120,746,1,גנים הוצאות נילוות ,"9,800","11,400","15,200"
130,746,1,שעות נוספות רשומות ,"332,800","295,400","321,400"
210,746,1,מש ,"642,900","610,900","700,000"
230,746,1,מש זמ ,"32,900","38,500","38,100"
320,746,1,פיצויים ,0,0,0
430,746,1,גנים -חשמל לפעולות ,"80,000","112,000","124,700"
450,746,1,אחזקת ציוד ,"5,000",700,"1,000"
530,746,1,תיקוני רכב ,"51,000","51,000","61,300"
531,746,1,דלק ,"160,000","133,300","109,900"
533,746,1,ביטוח ורישוי רכב ,"81,400","71,500","81,800"
536,746,1,רכב שכור ,"133,200","102,500","103,300"
540,746,1,טלפון גנים ,"6,900",0,0
541,746,1,גנים מכשירי קשר ,"420,000","404,400","515,300"
570,746,1,אוטומציה ,"11,900","6,100","8,100"
580,746,1,הוצ שונות ,"27,000","23,900","18,100"
720,746,1,חומרים ,"100,000","65,300","33,200"
742,746,1,תיקון כלים מכשירים ,"15,000","14,600","18,800"
750,746,1,עבודות קבלניות ,"5,200,000","4,881,000","5,200,000"
755,746,1,פקיד היערות ,"400,000","684,200","400,000"
780,746,1,הוצאות אחרות ,"45,000","37,800","40,000"
,"746 סה""כ",,,"11,967,100","11,281,700","11,990,200"
110,749,1,משכורות כוללות ,"3,582,900","3,805,300","4,180,800"
120,749,1,הוצ נלוות ,"10,300","19,400","25,800"
130,749,1,משכורות כוללות ,"393,800","403,000","441,800"
210,749,1,זמניים ,"533,600","270,000","340,000"
230,749,1,"ש""נ ","28,700","10,400","10,900"
320,749,1,פיצויים ,"21,800",0,0
450,749,1,אחזקת ציוד ,"3,000",0,0
536,749,1,ליסינג ,"30,000",0,0
540,749,1,תחזוקה טלפון ,"3,400","2,500",900
541,749,1,תחזוקה מכשירי קשר ,"22,000","1,300","1,200"
570,749,1,אוטומציה ,"9,000","6,900","9,100"
580,749,1,תחזוקה ,"90,000","76,100","79,900"
750,749,1,תחזוקה עב קבלנית ,"62,000","97,900","116,300"
755,749,1,תחזוקה כח אדם ,"400,000","367,900","281,300"
21110,749,1,החזקה נכסים ,0,0,0
,"749 סה""כ",,,"5,190,500","5,060,700","5,488,000"
780,754,1,הוצאות ערים תאומות ,"100,000","70,600","93,100"
,"754 סה""כ",,,"100,000","70,600","93,100"
110,761,1,מוקד עירוני ,"1,685,700","393,600","432,300"
210,761,1,זמניים ,0,"619,200","710,000"
230,761,1,שעות נוספות זמניים ,"39,600","82,700","84,200"
531,761,1,מוקד עירוני דלק ,"6,900","71,700","43,600"
536,761,1,מוקד ליסינג ,"87,600","83,000","85,800"
540,761,1,מוקד עירוני טלפון ,0,300,0
541,761,1,מוקד עירוני מכשירי קשר ,"20,500","15,800","9,600"
570,761,1,מוקד עירוני מיחשוב ,"115,600","103,300","150,000"
755,761,1,מוקד ,"130,100","447,800","440,000"
780,761,1,מוקד עירוני ,"3,300","5,000","6,700"
,"761 סה""כ",,,"2,089,300","1,822,400","1,962,200"
210,762,1,שיטור עירוני ,"7,800","3,900","5,200"
536,762,1,הוצ רכב שיטור עירוני ,"596,600","541,900","596,000"
750,762,1,שיטור עירוני ,"4,600,000","4,540,600","4,600,000"
,"762 סה""כ",,,"5,204,400","5,086,400","5,201,200"
110,764,1,תרבות הדיור משכורות ,"388,600","337,100","371,300"
130,764,1,משכורות כוללות ,"52,800","45,500","48,900"
540,764,1,האגודה לתרבות הדיור ,"3,900","2,600","2,700"
930,764,1,רכישות ,"7,000","7,800","11,000"
,"764 סה""כ",,,"452,300","393,000","433,900"
810,765,1,מרכז יד לבנים ,"51,200","49,000","65,100"
811,765,1,מרכז השלטון המקומי ,"310,000","322,700","330,000"
,"765 סה""כ",,,"361,200","371,700","395,100"
110,766,1, .,"161,200","273,900","350,000"
130,766,1, .,"9,600","14,600","12,800"
542,766,1,דאר ,"3,700",0,0
812,766,1,ועד עובדי עיריה ,"1,550,000","1,571,000","1,600,000"
,"766 סה""כ",,,"1,724,500","1,859,500","1,962,800"
440,767,1,בטוח אזרחים_נזקי גוף ,"420,000","522,500","500,000"
441,767,1,פרמיות ביטוח ,"2,500,000","3,600,000","2,500,000"
442,767,1,השת עצמית ,"1,250,000","1,015,300","1,325,000"
443,767,1,ביטוח אזרחים ניזקי רכוש ,"446,000","310,700","364,000"
444,767,1,"עו""ד ","170,000","216,100","251,700"
445,767,1,חוקר ,"59,100","48,500","39,700"
446,767,1,יועץ ביטוח ,"29,600","23,500","31,300"
447,767,1,"פרמיות משכ""ל /נושאי משרה ",0,0,0
448,767,1,"פרמיות משכ""ל /צד ג רובד 2",0,0,0
449,767,1,"פרמיות משכ""ל/ מהנדס העיר ",0,0,0
,"767 סה""כ",,,"4,874,700","5,736,600","5,011,700"
570,781,1,אוטומציה ,"42,000","15,400","20,500"
,"781 סה""כ",,,"42,000","15,400","20,500"
110,782,1,בית משפט-משכורות ,"93,700","91,100","100,400"
780,782,1,הוצאות שונות ,"120,000","94,300","88,800"
,"782 סה""כ",,,"213,700","185,400","189,200"
780,797,1,ועדה חקלאית הוצ ,"60,000","33,600","40,800"
,"797 סה""כ",,,"60,000","33,600","40,800"
110,811,1,אגף החינוך -שכר ,"4,551,700","4,685,800","5,200,000"
130,811,1,שעות נוספות רשומות ,"252,900","229,100","241,800"
210,811,1,מש ,"1,229,400","961,300","1,192,500"
230,811,1,שנ מש זמניים ,"2,200","5,000","6,700"
320,811,1,פיצויים ,"20,000","41,300","54,900"
450,811,1,אחזקת ציוד ,"11,600","11,200","11,600"
451,811,1,תוכנות מחשוב בתי ספר ,"300,000","290,200","250,000"
531,811,1,דלק -חינוך ,0,0,0
536,811,1,השכרת רכב ,"170,100","150,800","170,000"
540,811,1,חינוך-טלפון ומברקים ,"7,000",0,0
541,811,1,חינוך מכשירי קשר פלאפון ,"70,000","38,000","70,000"
542,811,1,חינוך-דאר ,"26,000",900,"1,200"
550,811,1,פרסומי אגף החינוך ,"6,500","6,300","7,000"
560,811,1,מכשירי כתיבה והדפסות ,"10,000","8,700","10,000"
