רשת המתנסים,824,"5,406,700","5,310,600","5,417,300",,
תרבות,825,"740,400","761,500","822,200",,
ארועים,826,"5,693,800","5,623,800","7,517,800",,
תרבות תורנית,827,"1,551,500","1,564,600","1,980,000",,
תנועות נוער,828,"2,353,800","2,250,000","2,573,000",,
ספורט א.מגרש,829,"2,239,300","2,424,200","2,271,800",,
טפות חלב,832,"101,800","115,700","107,800",,
נטן,836,"352,000","270,000","272,200",,
רשות הסמים,837,"460,700","340,000","340,000",,
רווחה,841,"2,353,100","2,831,400","1,899,500",,
רווחה,842,"1,254,800","1,427,300","1,323,500",,
רווחה,843,"11,543,800","14,154,900","12,810,300",,
רווחה,844,"5,074,900","5,360,600","5,585,200",,
רווחה,845,"20,159,300","21,231,700","22,281,600",,
רווחה,846,"7,591,300","7,241,100","8,269,000",,
רווחה,847,"2,321,200","2,453,200","2,583,000",,
רווחה,848,"590,700","560,300","515,000",,
רווחה,849,"4,053,600","3,395,700","4,865,700",,
מ.דתית,851,"5,744,400","4,271,300","6,370,612",,
קליטה,860,"1,180,500","1,071,900","1,115,900",,
מוקד קליטה,861,"660,000","859,800","708,400",,
פרויקטים בקליטה,862,"1,356,200","1,021,300","1,060,300",,
מים,911,"142,000","203,200","168,000",,
מים,913,"34,620,900","29,985,200","44,600,000",,
ביטוחים ונכסים,931,"288,400","351,000","361,600",,
נכסים,932,600,"1,400",800,,
נכסים,933,"337,300","170,600","135,000",,
קרקעות,935,"171,800","140,000","40,000",,
שוק,937,"299,400","355,700","315,300",,
בית העיריה,938,"3,632,800","4,393,300","4,294,200",,
תחבורה,940,"622,300","634,300","663,000",,
תנועה,943,"4,541,900","3,966,100","3,166,600",,
שפדן,973,"9,296,100","12,720,300","9,600,000",,
רכש,980,"53,600","53,800","59,100",,
שונות,990,"82,700",0,"1,600,000",,
מענקים,994,"1,970,200","1,950,000","3,500,000",,
הנחות פנסיונרים,995,"51,000,000","51,000,000","51,000,000",,
"סה""כ",סכום כולל,"370,886,200","382,895,400","410,266,320",,
,,,,,,
,,,,,הכנסות,
,סעיף,,שם חשבון,ביצוע 2010,תקציב 2010,תקציב  2011
100,111,1,ארנונה כללית למגורים,"-303,290,000","-295,234,100","-321,200,000"
490,111,1,החזר אגרות,"-52,100","-60,000","-60,000"
,"111 סה""כ",,,"-303,342,100","-295,294,100","-321,260,000"
100,112,1,אגרת שיטור,"-2,444,000","-4,400,000","-4,400,000"
,"112 סה""כ",,,"-2,444,000","-4,400,000","-4,400,000"
1110,115,1,הנחות לזכאים,"-51,000,000","-51,000,000","-51,000,000"
,"115 סה""כ",,,"-51,000,000","-51,000,000","-51,000,000"
220,121,1,תעודות ואישורים,"-114,000","-130,000","-130,000"
,"121 סה""כ",,,"-114,000","-130,000","-130,000"
220,122,1,אגרת רשיונות לשלטים,"-3,984,600","-4,486,200","-4,500,000"
,"122 סה""כ",,,"-3,984,600","-4,486,200","-4,500,000"
100220,124,1,מודעות על לוחות,,,
,"124 סה""כ",,,0,0,0
290,129,1,מידע,"-2,000","-5,700","-2,100"
,"129 סה""כ",,,"-2,000","-5,700","-2,100"
910,190,1,משרד הפנים,,,"-500,000"
911,190,1,מענקים מיוחדים,,"-750,000","-750,000"
,"190 סה""כ",,,0,"-750,000","-1,250,000"
100690,212,1,הכנסות תחנת מעבר,,"-6,900",
300220,212,1,אסוף בעבור אשפה,"-55,000","-340,000","-73,000"
300490,212,1,הכנסות דרום יהודה,,,
300690,212,1,הכנסות תחנת מעבר,,,
,"212 סה""כ",,,"-55,000","-346,900","-73,000"
200200,213,1,אגרת רשיונות לעסקים,"-96,500","-93,400","-95,500"
,"213 סה""כ",,,"-96,500","-93,400","-95,500"
200220,214,1,דמי בדיקה דגים,"-142,600",,"-150,000"
200490,214,1,דמי בדיקה ממפעלי בש,"-175,500","-90,000","-170,000"
300210,214,1,אגרת רשיונות לכלבים,"-271,600","-276,000","-270,020"
300410,214,1,דמי חיסון והסגר כלב,"-187,800","-197,000","-197,300"
,"214 סה""כ",,,"-777,500","-563,000","-787,320"
200290,215,1,פינוי פגרים,-600,,
,"215 סה""כ",,,-600,0,0
490,221,1,הכנסות ממטוח,"-107,000","-5,500",
,"221 סה""כ",,,"-107,000","-5,500",0
100910,222,1,השת' מ.הפנים במשמר,,"-12,900","-11,000"
,"222 סה""כ",,,0,"-12,900","-11,000"
440,223,1,השתת'רשויות בהגא,,,
640,223,1,שכד' ממקלטים,"-111,400","-68,700","-110,000"
,"223 סה""כ",,,"-111,400","-68,700","-110,000"
220,231,1,הכנסות בעד שרותים ה,"-107,500","-94,300","-110,000"
,"231 סה""כ",,,"-107,500","-94,300","-110,000"
100220,233,1,אגרת רשיונות בניה,"-5,345,700","-6,000,000","-6,000,000"
,"233 סה""כ",,,"-5,345,700","-6,000,000","-6,000,000"
810,242,1,השתת'בעלים בסלילת,,,
,"242 סה""כ",,,0,0,0
540,243,1,ביטוח,,,
,"243 סה""כ",,,0,0,0
500990,244,1,מטה בטיחות בדרכים,"-168,300","-229,800","-125,400"
,"244 סה""כ",,,"-168,300","-229,800","-125,400"
200210,245,1,אגרת ביוב,"-1,752,400",,
200410,245,1,הכנ ביוב,,,
,"245 סה""כ",,,"-1,752,400",0,0
490,246,1,גנים ועיצוב הסביבה,"-4,000","-20,700","-5,000"
,"246 סה""כ",,,"-4,000","-20,700","-5,000"
540,249,1,החזר מחברת ביטוח,"-131,900","-91,900","-137,600"
,"249 סה""כ",,,"-131,900","-91,900","-137,600"
410,251,1,הכנסות יום העצמאות,,,
,"251 סה""כ",,,0,0,0
710,264,1,תרבות דיור,,,
,"264 סה""כ",,,0,0,0
420,269,1,הכנסות מרכז הדרכה,"-1,031,500","-1,100,000","-1,100,000"
490,269,1,הכנסות שונות,"-519,800","-687,300","-623,300"
491,269,1,הכנסות ממכירת רכב,"-8,000","-22,700","-8,000"
560,269,1,החזרי ביטוח כללי,,"-13,300",
594,269,1,הכנסות מיוחדות-חילוט,,,
620,269,1,מכירת ציוד,"-27,000",,"-27,000"
660,269,1,מחזור הלוואות,,,
690,269,1,ריבית ודיבידנדות,,,
691,269,1,הכנסות ריבית והצמדה-אור,-400,,
692,269,1,הצמדה השבחה אורנה,,,
781,269,1,מכירת ספרים,,,
790,269,1,מבטחים-החזר זכויות,,,
910,269,1,מענק-מ.הפנים -למרכז,"-1,266,300","-1,500,000","-1,500,000"
915,269,1,בחירות 2006,,,
,"269 סה""כ",,,"-2,853,000","-3,323,300","-3,258,300"
410,281,1,פיקוח,"-95,300","-65,600","-99,800"
490,281,1,קנסות בתי משפט,"-306,500","-363,200","-306,300"
,"281 סה""כ",,,"-401,800","-428,800","-406,100"
490,311,1,הכנסות מפעולות,"-27,200",,"-28,600"
920,311,1,השתת' הממשלה במינהל,,,
922,311,1,מ.החינוך-כללי,,,
923,311,1,מ.החינוך-החזר שכד,,,
925,311,1,מ.החינוך-טל לתלמיד,,,
100920,311,1,מרכז מחשבים,"-9,500",,
100923,311,1,מ.מחשבים-הרשאות,,,
,"311 סה""כ",,,"-36,700",0,"-28,600"
220,312,1,תלמידי חוץ,"-7,500","-13,400","-16,200"
421,312,1,קרן קרב גני,"-1,642,900",,
721,312,1,קיטנות,,,
722,312,1,הורים מילת,"-251,700","-200,000","-144,400"
920,312,1,"מ.החינוך-גנ""י","-9,401,800","-8,628,200","-9,064,000"
921,312,1,"גנ""י -יוח""א","-136,100","-128,200","-121,800"
922,312,1,גנים יוחא,,,
923,312,1,"גנ""י-הרשאות משה""ח",,,
927,312,1,תשלום הורים חומרים,"-67,400","-72,100","-83,900"
929,312,1,הכנסות משרד החינוך,"-3,613,000","-6,719,000","-7,000,000"
940,312,1,גני ילדים,,,
970,312,1,מ.הבטחון,,,
990,312,1,מ.הבטחון,,,
1490,312,1,פנימיות,,,
200920,312,1,השתתפות הממשלה לגני,,,
300410,312,1,שכל'גני ילדים טרום,"-12,068,300","-12,807,100","-12,800,000"
300490,312,1,הכנסות תלן,,,
300920,312,1,השתתפות הממשלה לגני,,,
310940,312,1,בכור לוי,,,
600220,312,1,תלמדי חוץ,,,
600920,312,1,גני ילדים חינוך מיוחד,,,
600921,312,1,"הזנה-יוח""א",,,
600923,312,1,משרד החינוך מרכז,,,
610220,312,1,רננים גן,,,
610920,312,1,רננים,"-149,900","-153,900","-150,800"
610921,312,1,רננים,,,
620220,312,1,לימן,"-68,900","-10,700","-65,500"
620920,312,1,לימן,"-5,900","-8,500","-19,900"
620921,312,1,גן לימן-65,"-35,800","-48,600","-30,400"
630220,312,1,גן דפנה-חוץ,,,
630920,312,1,הוצ נלוות חינוך מיוחד,,"-3,200","-3,800"
640220,312,1,גן רעות,,,
640920,312,1,גן רעות - 48,"-29,500","-26,000","-34,900"
640921,312,1,גן 48 רעות,"-14,900","-28,100","-11,700"
650220,312,1,אג תלמיד חוץ,,"-4,900",
650920,312,1,הוצ נלוות חינוך מיוחד,"-4,800","-3,200","-3,800"
660220,312,1,גן טורמוס,,"-6,000",
660920,312,1,גן 20 טורמוס,,"-3,200","-3,800"
670220,312,1,גו עמית- חוץ,,,
670920,312,1,גן79,"-18,900","-21,300","-20,800"
670921,312,1,גן 79,"-12,800","-32,700","-12,000"
680920,312,1,גן נועם,"-18,900","-26,100","-20,800"
680921,312,1,גן נועם הזנה,"-14,700","-31,500","-10,500"
681920,312,1,גן שלו,"-18,900",,"-20,800"
681921,312,1,הזנת יוחא  שלו ידיד,"-13,200",,"-10,500"
682220,312,1,גן ידידות הילל,"-8,400",,"-11,100"
682920,312,1,גן הילל,"-18,900",,"-20,800"
682921,312,1,הזנת יוחא הלל ידידות,"-14,100",,"-11,700"
683920,312,1,גן מרוה,,,"-3,800"
,"312 סה""כ",,,"-27,637,200","-28,975,900","-29,697,700"
200220,313,1,"שכ""ל תלמידי חוץ","-167,200","-664,200","-202,200"
200410,313,1,"שכ""ל תלמידי חוץ","-278,000",,"-151,500"
200422,313,1,תוכנית חומש לבתי ספר,,,
200440,313,1,"אגרת חנוך ביה""ס","-383,800","-444,700","-276,000"
200490,313,1,הכנסות ממכרז,,,
200640,313,1,שכד+חשמל,"-14,300","-112,400","-19,000"
200710,313,1,השתתפות מוסדות_עבור צהר,,,
200920,313,1,מ.חינוך לבתי ספר,,"-200,000",
200922,313,1,מ.חינוך סייעות צמודות,,,
200923,313,1,מ.חינוך הרשאות,,,
200924,313,1,אגרת שיכפול יסודי,,,
200926,313,1,סל תלמיד אתיופי,,,
200927,313,1,מ.חינוך-חומרים,,,
200940,313,1,מ.הבריאות -מרפא בעיסוק,"-146,300",,"-194,600"
200970,313,1,מ ביטחון,,,
210220,313,1,בכור לוי,,"-5,700",
210421,313,1,בכור לוי קרב,,"-160,000","-200,000"
210920,313,1,בכור לוי,"-414,500","-407,400","-403,200"
210922,313,1,בכור לוי,"-107,500","-128,100","-98,500"
210923,313,1,הכנסות משרד חינוך,-400,,
210924,313,1,בכור-שכפול,"-8,400","-9,000","-10,600"
210926,313,1,בכור לוי,"-1,800",-700,"-1,200"
210927,313,1,בכור חומרים,"-19,500","-19,400","-24,700"
210940,313,1,בכור לוי,,,
211421,313,1,גוריון קרב,,"-180,000","-220,000"
211920,313,1,בן גוריון,"-430,700","-413,200","-427,100"
211924,313,1,בן גוריון שכפול,"-8,700","-9,200","-11,200"
211926,313,1,בן גוריון,-500,,
211927,313,1,בן גוריון,"-20,400","-21,900","-26,600"
212220,313,1,בן צבי חוץ,"-10,100","-10,100","-13,500"
212421,313,1,בן צבי קרב,,"-140,000","-140,000"
212920,313,1,בן צבי,"-422,800","-438,800","-427,100"
212922,313,1,בן צבי,"-104,100","-100,400","-105,600"
212923,313,1,בן צבי הרשאות,-400,,
212924,313,1,בןצבי-שכפול,"-8,500","-9,500","-11,200"
212926,313,1,בן צבי,"-1,100","-1,400",-700
212927,313,1,בן צבי,"-15,600","-18,400","-20,600"
213421,313,1,הדרים קרב,"-2,600","-20,000","-50,000"
213492,313,1,הדרים מילת,"-10,500","-12,600","-14,000"
213920,313,1,הדרים,"-148,100","-101,400","-148,400"
213923,313,1,הרשאות,-400,,
213924,313,1,הדרים-שכפול,"-2,900","-2,400","-3,700"
213926,313,1,עולים,"-2,600",,"-1,400"
213927,313,1,הדרים-חומרים,"-4,600","-4,300","-5,700"
214220,313,1,השיטה -תל חוץ,"-37,900","-7,600","-48,100"
214640,313,1,בית כנסת הספרדי שכ' חבצ,"-2,400",,
214920,313,1,השיטה,"-205,700","-196,200","-206,300"
214924,313,1,השיטה,"-4,300","-4,600","-5,600"
214927,313,1,השיטה,"-10,800","-12,000","-14,300"
215220,313,1,ויצמן תל חוץ,"-4,500","-5,000",
215421,313,1,ויצמן קרב,"-18,100","-120,000","-180,000"
215640,313,1,שכר דירה,"-4,500",,
215920,313,1,ויצמן,"-430,700","-379,000","-427,100"
215922,313,1,ויצמן,"-82,400","-100,400","-98,600"
215923,313,1,ויצמן הרשאות,-400,,
215924,313,1,ויצמן שכפול,"-8,700","-8,300","-11,200"
215926,313,1,ויצמן עולים,"1,300","-4,100","1,800"
215927,313,1,ויצמן חומרים,"-17,700","-18,300","-23,000"
216421,313,1,יבנאלי קרב,,"-100,000","-130,000"
216492,313,1,יבנאלי מילת,"-22,900","-50,200",
216920,313,1,יבנאלי,"-287,800","-278,700","-285,600"
216923,313,1,יבניאלי הרשאות,-400,,
216924,313,1,יבנאלי שכפול,"-5,800","-6,100","-7,500"
216926,313,1,יבנאלי,"-1,100",-800,-400
216927,313,1,יבנאלי,"-11,300","-12,000","-14,800"
216940,313,1,יבנאלי-מרפא בעיסוק,,,
217220,313,1,"בה""ס סמילנסקי","-11,600",,"-15,500"
217421,313,1,סמילנסקי קרב,,"-150,000","-100,000"
217920,313,1,סמילנסקי,"-375,000","-317,900","-379,600"
217922,313,1,סמילנסקי סייעות,"-159,100","-70,700","-155,400"
217923,313,1,סמילנסקי,-400,,
217924,313,1,סמילנסקי שכפול,"-7,500","-7,100","-9,900"
217926,313,1,סמלנסקי עולים,"-1,300","-1,000",
217927,313,1,סמלנסקי חומרים,"-12,400","-14,400","-16,200"
217940,313,1,סמלינסקי,,,
218220,313,1,שזר תלמידי חוץ,,,
218421,313,1,קרב שזר,,"-100,000","-200,000"
218920,313,1,שזר,"-430,700","-412,900","-427,100"
218924,313,1,שזר,"-8,700","-9,200","-11,200"
218926,313,1,שזר עולים,,"-1,400",-700
218927,313,1,שזר חומרים,"-19,500","-20,600","-25,300"
219220,313,1,אג תלמיד,"-9,200","-5,000","-12,300"
219421,313,1,קרב שפרינצק,,"-130,000","-170,000"
219920,313,1,שפרינצק,"-438,500","-413,300","-427,100"
219922,313,1,שפרינצק,"-80,200","-66,900","-73,900"
219924,313,1,שפינצק שכפול,"-8,800","-9,200","-11,200"
219926,313,1,שפרינצק עולים,"-1,600",,
219927,313,1,שפרינצק חומרים,"-17,200","-18,200","-21,600"
219940,313,1,שפרינצק מרפא,,,
220220,313,1,שריד ת חוץ,"-2,000","-10,000",
220421,313,1,שריד קרב,,"-120,000","-140,000"
220640,313,1,שכר דירה,"-21,600",,
220762,313,1,שריד קרב,,,
220920,313,1,שריד,"-358,900","-350,600","-355,900"
220922,313,1,שריד,"-111,900","-100,400","-105,600"
220923,313,1,שריד הרשאות,-400,,
220924,313,1,שריד,"-7,200","-7,600","-9,300"
220926,313,1,שריד,-500,-500,-400
220927,313,1,שריד חומרים,"-12,900","-13,800","-16,300"
222220,313,1,"ביה""ס בגין","-18,000",,"-12,000"
222421,313,1,קרב בגין,,"-100,000","-100,000"
222920,313,1,בגין,"-342,700","-323,500","-338,100"
222922,313,1,בגין סייעות כיתה,"-277,900","-140,200","-246,400"
222923,313,1,בגין,-400,,
222924,313,1,בגין שכפול,"-6,700","-7,100","-8,700"
222925,313,1,"ח""מ בגין","-55,200","-60,000","-46,200"
222926,313,1,בגין,,100,
222927,313,1,בגין חומרים,"-11,600","-13,400","-15,500"
225421,313,1,קרב אלון,,"-110,000","-100,000"
225920,313,1,רמת אלון,"-287,800","-278,700","-285,600"
225923,313,1,רמת אלון,-400,,
225924,313,1,רמת אלון שכפול,"-5,800","-6,100","-7,500"
225926,313,1,רמת אלון עולים,"-2,700","-2,000","-1,200"
225927,313,1,רמת אלון,"-11,200","-11,900","-14,600"
250220,313,1,מ משולם,"-5,200","-5,000","-6,900"
250421,313,1,מ משולם קרב,,"-100,000","-150,000"
250710,313,1,מעלות משולם,,,
250920,313,1,מעלות משולם,"-375,000","-376,000","-379,600"
250922,313,1,מ. החינוך סיעות,"-114,600","-100,400","-105,600"
250923,313,1,מ. משולם הרשאות,,,
250924,313,1,מעלות משולם שכפול,"-7,500","-8,500","-9,900"
250926,313,1,מעלות משולם,-700,"-1,100",-900
250927,313,1,מעלות משולם-חומרים,"-14,700","-16,600","-19,000"
251220,313,1,תחכמוני חוץ,"-16,600","-26,900","-22,000"
251421,313,1,תחכמוני קרב,,"-100,000","-150,000"
251640,313,1,תחכמוני,,,
251920,313,1,תחכמוני,"-414,600","-362,100","-403,400"
251922,313,1,תחכמוני,"-167,700","-112,400","-159,700"
251923,313,1,תחכמוני,-400,,
251924,313,1,תחכמוני,"-8,400","-8,000","-10,600"
251926,313,1,תחכמוני,"-4,500",,-900
251927,313,1,תחכמוני-חומרים,"-14,100","-14,100","-17,400"
251940,313,1,הכנסות משרד הבריאות,,,
251970,313,1,מ ביטחון תחכמוני,,,
252490,313,1,סיני-שונים,,,
252492,313,1,סיני מילת,,,
252920,313,1,סיני,"-251,000","-265,700","-255,300"
252923,313,1,הרשאות,,,
252924,313,1,סיני שכפול,"-5,100","-5,600","-6,600"
252926,313,1,סיני,"-1,800",,-900
252927,313,1,סיני חומרים,"-10,500","-10,300","-13,800"
253220,313,1,בית יעקב-חוץ,"-20,000","-25,000","-26,600"
253920,313,1,בית יעקב,"-410,700","-267,200","-369,400"
256220,313,1,תל חוץ נועם בנים,,"-4,700",
256920,313,1,נועם בנים,"-287,800","-276,000","-285,600"
256922,313,1,נועם בנים__סיעות,"-7,900",,
256923,313,1,הכנסות משרד החינוך,,,
256924,313,1,נועם בנים שכפול,"-5,800","-6,100","-7,500"
256926,313,1,נועם בנים,,"-1,800","-1,000"
256927,313,1,נועם בנים-חומר,"-11,900","-12,200","-15,300"
256940,313,1,נועם בנים מרפא,,,
258220,313,1,תלמוד תורה-חוץ,"-1,300","-16,300",-900
258920,313,1,תלמוד תורה,"-206,800","-186,700","-185,500"
258970,313,1,מ בטיחון הראם,,,
259220,313,1,תלמדי חוץ אור לציון,"-11,000","-41,500","-14,600"
259421,313,1,קרב אור לציון,,"-30,000","-50,000"
259920,313,1,אור לציון,"-151,900","-167,300","-202,000"
259922,313,1,אור לציון-סיעות,"-23,800",,"-31,700"
259926,313,1,אור לציון,,,
260220,313,1,נועם בנות,"-1,900","-2,000","-1,700"
260920,313,1,נועם בנות,"-287,800","-267,900","-285,600"
260923,313,1,נועם בנות,,,
260924,313,1,נועם בנות שכפול,"-5,800","-5,600","-7,500"
260926,313,1,נועם בנות,,"-1,400",-700
260927,313,1,נועם בנות חומרים,"-11,600","-11,900","-15,200"
261220,313,1,בנות אסתר-חוץ,,,
261920,313,1,בנות אסתר,"-181,300","-164,500","-162,000"
261928,313,1,יהדות-אסתר,,,
261940,313,1,בגין מרפא בעיסוק,,,
263220,313,1,חבד-א חוץ,"-10,200","-11,000","-9,300"
263920,313,1,חבד,"-206,800","-186,200","-205,700"
263922,313,1,חבד,"-34,700","-33,500","-35,200"
263923,313,1,חבד,-400,,
263924,313,1,חבד,"-4,300","-4,600","-5,600"
263926,313,1,חבד עולים,"-1,000","-2,900","-1,500"
263927,313,1,חבד-חומרים,"-7,900","-8,200","-10,100"
263928,313,1,יהדות-חבד,"-60,000","-33,100","-56,900"
264220,313,1,נתיבות משה,"-15,500","-26,100","-20,700"
264421,313,1,נתיבות קרב,,,
264920,313,1,נתיבות משה,"-306,300","-206,200","-273,900"
265220,313,1,שובו אגרה,"-16,400","-24,300","-21,900"
265421,313,1,שובו קרב,,,"-200,000"
265922,313,1,שובו סיעות רפואיות,"-13,100",,
266220,313,1,בן איש חיל,"-1,200","-4,000","-1,700"
267920,313,1,ביח קפלן,"-96,800","-65,300","-108,400"
267924,313,1,קפלן שכפול,"-1,400","-1,500","-2,500"
267927,313,1,ביח קפלן,,"-1,700",
268920,313,1,הרצוג ביס,"-147,300","-80,000","-124,100"
268923,313,1,הרשאות,-800,,
268924,313,1,הרצוג שכפול,"-2,600",-700,"-2,700"
268927,313,1,הרצוג חומרים,"-5,900","-1,500","-5,700"
270920,313,1,מחוננים,"-58,300",,"-38,000"
271920,313,1,"בה""ס רמון","-24,300",,
271923,313,1,רמון,-400,,
271924,313,1,"בה""ס רמון","-1,000",,
271927,313,1,"בה""ס רמון",-900,,
300220,313,1,תלמדי חוץ,"-8,900",,"-11,900"
300920,313,1,מ.חינוך-ביס-חינוך מ,"-283,900","-259,800","-218,800"
300921,313,1,מ.חינוך-חינוך מיוחד,,"-108,200",
300922,313,1,סיעות כתתיות,,,
300923,313,1,מתיא הרשאות,,,
300924,313,1,אג' שכפול,"-61,300","-66,800",
300926,313,1,סל תלמיד עולה אתיופיה,,,
300927,313,1,תשלום הורים חומרים,,,
310220,313,1,רננים-שכל חוץ,-600,"-7,600",-800
310920,313,1,רננים,"-114,100","-110,300","-119,400"
310922,313,1,רננים-סייעות,"-193,700","-186,800","-196,600"
310924,313,1,רננים,"-1,900","-2,000","-2,500"
310927,313,1,רננים חומרים,"-1,500","-1,500","-2,100"
320220,313,1,עידוד-שכל חוץ,"-189,300","-150,000","-155,500"
320421,313,1,עידוד קרב,,"-15,000","-15,000"
320920,313,1,עידוד,"-162,000","-205,600","-185,800"
320921,313,1,עידוד הזנה,"-89,900","-91,700","-70,200"
320922,313,1,עידוד-סייעות,"-641,800","-655,300","-632,500"
320923,313,1,הכנס מ. החינוך עידוד,,,
320924,313,1,עידוד,"-3,500","-3,900","-4,400"
320926,313,1,עידוד,"-1,100",-100,-700
320927,313,1,עידוד חומרים,"-2,000","-2,100","-2,600"
330920,313,1,"משכ""ל",,,
340220,313,1,לוטם-שכל חוץ,"-239,000","-196,600","-302,900"
340421,313,1,קרב לוטם,,"-10,000","-10,000"
340490,313,1,לוטם מקורות שונים,,,
340920,313,1,לוטם-מ.חינוך,"-469,000","-272,000","-275,000"
340921,313,1,לוטם הזנה,"-122,500","-110,900","-97,100"
340922,313,1,לוטם-סייעות,"-1,077,000","-920,900","-1,068,200"
340923,313,1,"לוטם שכ""ד",,,
340924,313,1,לוטם,"-4,500","-4,200","-5,600"
340927,313,1,לוטם,"-2,300","-2,100","-2,900"
350920,313,1,סייעות צמודות,"-312,700","-630,000","-168,200"
350921,313,1,שילוב סייעות,"-2,052,800","-1,209,200","-2,149,100"
356920,313,1,.,,,
700920,313,1,מזכרים/ חוות ומרכזים,"-119,600","-100,100","-118,600"
700923,313,1,אגף לחינוך התישבותי,,,
,"313 סה""כ",,,"-17,222,000","-17,356,300","-18,834,900"
220,314,1,תלמידי חוץ,"-52,600","-96,600","-70,000"
722,314,1,>,,,
920,314,1,.,,,
923,314,1,"המר-הרשאות משה""ח",,,
924,314,1,אגרת שכפול,,,
926,314,1,"סל תלמיד עולה תב""ב",,,
927,314,1,מ.חינוך -חומרים,,,
928,314,1,המר יהדות,,,
929,314,1,מ.חינוך חט דתית סל,,,
,"314 סה""כ",,,"-52,600","-96,600","-70,000"
200220,315,1,תלמידי חוץ,"-166,000","-136,600","-218,800"
200490,315,1,קציר,,"-5,500",
200640,315,1,שכד -דה שליט,"-43,000","-61,400",
200730,315,1,"ב,לאומי דה שליט",,,
200920,315,1,מ.החינוך דה-שליט-ש,"-13,907,800","-14,000,000","-15,000,000"
200921,315,1,מ. החינוך-דה שליט-בג,,-900,
200922,315,1,סייעות כיתתיות,"-231,300","-140,200","-234,800"
200923,315,1,דה שליט-הרשאות,,,
200924,315,1,אגרת שכפול,"-38,900","-35,700","-58,900"
200925,315,1,"ח""מ דה שליט","-69,500","-58,100","-39,000"
200926,315,1,דה שליט עולים,"-1,100","-2,100","-1,800"
200927,315,1,דה שליט חומרים הורים,"-85,600","-82,500","-111,600"
200928,315,1,דה שליט יהדות,,,
200929,315,1,"דה שליט חט""ב","-2,263,600","-2,056,400","-2,200,000"
400220,315,1,תלמידי חוץ,"-46,000","-50,200","-61,200"
400920,315,1,חוגים תורניים,"-2,300","-2,100","-1,500"
400923,315,1,הרשאות,,,
400924,315,1,אגרת שכפול,"-5,500","-5,500","-5,600"
400926,315,1,סל תלמיד אתיופי,,"-2,300","-1,100"
400927,315,1,י.הדרום -חומרים הורים,"-10,000","-13,200","-13,500"
400928,315,1,יהדות-י הדרום,"-228,600","-355,000","-179,900"
400929,315,1,"י.הדרום-חט""ב","-374,400","-479,800","-467,400"
410920,315,1,עמיחי ישיבה,,,
410924,315,1,עמיחי שכפול,"-2,400",-900,"-3,200"
