1612000470,אחזקת מכונות,"2,000","2,000",0,"1,900",0.00
1612000510,כיבוד,"1,000","1,000",0,"1,000",0.00
1612000520,ספרים ועיתונים,"2,000","2,000",0,"1,700",0.00
1612000560,מכשירי כתיבה והדפסות,"2,000","3,000","-1,000","5,000",0.00
1612000740,כלים מכשירים וציוד,"2,000","1,000","1,000",900,0.00
1612000750,עבודות קבלניות,"223,000","223,000",0,"302,900",0.00
1612100110,משכורת ושכר משולבי,"786,000","774,000","12,000","779,900",5.00
1612100120,ביגוד והבראה,"70,000","70,000",0,"70,600",0.00
1612100130,שעות נוספות,"12,000","12,000",0,"14,600",0.00
1612100140,הוצאות רכב,"143,000","143,000",0,"136,700",0.00
1613000110,משכורת ושכר משולבים,"4,785,000","4,868,000","-83,000","4,815,200",28.00
1613000120,ביגוד והבראה,"319,000","319,000",0,"293,100",0.00
1613000130,שעות נוספות,"115,000","115,000",0,"149,800",0.00
1613000131,ש.נוספות קשיח,"5,000","5,000",0,"6,200",0.00
1613000132,שעות כוננות,"46,000","46,000",0,"52,200",0.00
1613000140,הוצאות רכב,"687,000","687,000",0,"667,700",0.00
1613000141,"ליסינג - מנכ""ל","121,000","208,000","-87,000","123,200",0.00
1613000470,מכונות משרד והחזקתן,"38,000","38,000",0,"27,400",0.00
1613000510,הוצאות כיבוד,"40,000","40,000",0,"28,200",0.00
1613000520,ספרים ועתונים,"3,000","3,000",0,"1,100",0.00
1613000560,מכשירי כתיבה והדפסות,"140,000","140,000",0,"109,100",0.00
1613000580,הוצאות שונות,"9,000","9,000",0,"7,000",0.00
1613000750,וועדת ערר,"137,000","150,000","-13,000","145,300",0.00
1613000830,פרוייקטים מיוחדים,"750,000","850,000","-100,000","382,800",0.00
1613000831,שירות עירוני,"406,000",,"406,000",,0.00
1613100110,משכורת ושכר משולבים,"955,000","972,000","-17,000","1,060,800",5.00
1613100120,ביגוד והבראה,"61,000","61,000",0,"70,900",0.00
1613100130,שעות נוספות,"11,000","11,000",0,"13,100",0.00
1613100140,הוצאות רכב,"182,000","182,000",0,"170,600",0.00
1613100470,מכונות משרד והחזקתן,"1,000","1,000",0,600,0.00
1613100510,כיבוד,"5,000","5,000",0,"4,400",0.00
1613100560,מכשירי כתיבה  והדפסות,"8,000","8,000",0,"7,800",0.00
1613100680,הוצ' אחרות,"293,000","266,000","27,000","281,700",0.00
1613100990,"הוצ,ח""פ פ. עיסקי","50,000","50,000",0,"61,500",0.00
1613200110,"שכר מתא""ם","357,000","363,000","-6,000","358,200",2.00
1613200120,ביגוד והבראה,"27,000","27,000",0,"25,600",0.00
1613200130,שעות נוספות,"5,000","5,000",0,"5,700",0.00
1613200140,רכב,"57,000","57,000",0,"53,900",0.00
1613200930,מרכז מידע ומחקר,"55,000","55,000",0,"53,800",0.00
1613300510,כיבוד,"3,000","3,000",0,"2,700",0.00
1613300520,ספרות מיקצועית,"2,000","3,000","-1,000","1,500",0.00
1613300530,רכב - בטיחות בעבודה,"39,000","49,000","-10,000","37,500",0.00
1613300560,מכשירי כתיבה,"5,000","6,000","-1,000",500,0.00
1613300580,הוצ' שונות,"4,000",,"4,000",,0.00
1613300750,קורסים והשתלמויות,"53,000","58,000","-5,000","36,500",0.00
1613300751,ועדת בטיחות,"14,000","12,000","2,000","4,900",0.00
1613300752,פרס בטיחות לע. שדה,"25,000","22,000","3,000","21,800",0.00
1614000110,משכורת ושכר משולבי,"685,000","769,000","-84,000","747,300",4.00
1614000120,ביגוד והבראה,"38,000","13,000","25,000","38,400",0.00
1614000130,שעות נוספות,"13,000","13,000",0,"16,400",0.00
1614000140,הוצאות רכב,"131,000","131,000",0,"137,700",0.00
1614000550,פרסומים עירוניים,"960,000","960,000",0,"997,500",0.00
1614000750,קבלניות ייעוץ,,,0,"59,000",0.00
1615000110,משכורת ושכר משולב,"6,313,000","6,422,000","-109,000","6,637,200",41.00
1615000117,השתלמויות מורים,,,0,"175,700",0.00
1615000118,השתלמויות,"295,000","225,000","70,000","169,800",0.00
1615000119,דמי חבר,"24,000","32,000","-8,000","25,500",0.00
1615000120,בגוד והבראה,"392,000","392,000",0,"381,700",0.00
1615000130,שעות נוספות,"153,000","153,000",0,"183,000",0.00
1615000131,ש. נוספות קשיח,,,0,400,0.00
1615000140,הוצאות רכב,"1,060,000","1,060,000",0,"1,085,700",0.00
1615000141,ליסינג - אמרכלות,"61,000","58,000","3,000","44,500",0.00
1615000300,כח אדם זמניים,,,0,"30,500",0.00
1615000440,בטוח,"866,000","534,000","332,000","517,000",0.00
1615000470,מכונות משרד והחזקתן,"24,000","24,000",0,"21,700",0.00
1615000520,ספרים ועיתונים,"83,000","82,000","1,000","68,500",0.00
1615000521,השתלמויות,"393,000","502,000","-109,000","407,300",0.00
1615000530,רכב - רכש ולוגיסטיקה,"76,000","68,000","8,000","65,900",0.00
1615000550,פרסומים,"350,000","300,000","50,000","291,900",0.00
1615000560,מכשירי כתיבה והדפסות,"60,000","65,000","-5,000","63,000",0.00
1615000561,טפסי עירייה,"32,000","20,000","12,000","20,000",0.00
1615000749,ביגוד כלל עירוני,"1,436,000","1,418,000","18,000","1,344,500",0.00
1615000750,עבודות קבלניות,"308,000","398,000","-90,000","356,100",0.00
1615000751,מגנזה עירונית,"390,000","435,000","-45,000","186,100",0.00
1615000752,עב' קבלנית מיוחדת,"62,000","73,000","-11,000",,0.00
1615000780,הוצ' שונות,"25,000","29,000","-4,000","15,800",0.00
1615000782,שירותי רווחה לעובד,"344,000","349,000","-5,000","323,200",0.00
1615000930,ציוד יסודי מיחשוב,"90,000","96,000","-6,000","87,900",0.00
1617000110,משכורת ושכר משולבי,"4,400,000","1,616,000","2,784,000","1,586,400",7.70
1617000120,ביגוד והבראה,"116,000","116,000",0,"106,500",0.00
1617000130,שעות נוספות,"31,000","31,000",0,"37,700",0.00
1617000140,הוצאות רכב,"139,000","139,000",0,"150,200",0.00
1617000141,ליסינג - יועצת משפטית,"197,000","133,000","64,000","121,900",0.00
1617000470,מכונות משרד והחזקת,"10,000","8,000","2,000","5,800",0.00
1617000520,ספרים ועתונים,"18,000","25,000","-7,000","24,900",0.00
1617000560,מכשירי כתיבה והדפסות,"35,000","14,000","21,000","10,900",0.00
1617000580,הוצאות שונות,"17,000","10,000","7,000","5,900",0.00
1617000750,עבודות קבלניות,"2,200,000","5,000,000","-2,800,000","4,976,900",0.00
1617000990,"הוצ' ח""פ מיוחדות","350,000","350,000",0,"450,000",0.00
1618000110,משכורת ושכר משולב,"2,456,000","2,498,000","-42,000","2,291,900",16.50
1618000120,ביגוד והבראה,"147,000","147,000",0,"124,300",0.00
1618000130,שעות נוספות,"60,000","60,000",0,"79,100",0.00
1618000132,שעות כוננות,"67,000","67,000",0,"80,900",0.00
1618000140,הוצאות רכב,"344,000","344,000",0,"359,900",0.00
1618000141,ליסינג - רשות מחשוב,"57,000","57,000",0,"50,400",0.00
1618000470,מכונות משרד ואחזקתן,"3,000","3,000",0,"1,800",0.00
1618000510,כיבוד,"3,000",,"3,000",,0.00
1618000530,רכב - רשות המחשוב,"8,000","9,000","-1,000","10,500",0.00
1618000540,טלפון ודאר עירוני,"3,459,000","3,591,000","-132,000","3,648,000",0.00
1618000560,מכשירי כתיבה והדפסות,"15,000","15,000",0,"13,700",0.00
1618000580,הוצ' שונות,"2,000","2,000",0,300,0.00
1618000750,עבודות קבלניות,"1,058,000","1,177,000","-119,000","809,200",0.00
1618000759,אוטומציה כלל עירונית,"4,685,000","4,684,000","1,000","4,091,500",0.00
1618000931,י.מיחשוב עירוני,"3,515,000","3,130,000","385,000","2,870,600",0.00
1618000990,סריקת מסמכים הנהלה,,,0,"321,900",0.00
1618000991,"מיחשוב מינהלים ח""פ",,,0,"837,600",0.00
1618000992,"ח""פ אגף תקשוב","470,000","817,000","-347,000","688,100",0.00
1619100110,שכר משרד הרישוי,"206,000","210,000","-4,000","223,800",2.00
1619100120,ביגוד והבראה,"18,000","18,000",0,"15,800",0.00
1619100130,שעות נוספות,"5,000","5,000",0,"6,100",0.00
1619100140,הוצאות רכב,"61,000","61,000",0,"58,000",0.00
1621000110,משכורת ושכר משולבי,"12,741,000","12,961,000","-220,000","12,949,500",70.00
1621000120,ביגוד והבראה,"700,000","813,000","-113,000","778,800",0.00
1621000130,שעות נוספות,"202,000","202,000",0,"237,600",0.00
1621000131,ש. נוספות קשיח,,,0,500,0.00
1621000140,הוצאות רכב,"2,104,000","2,104,000",0,"2,077,300",0.00
1621000141,ליסינג כספים הנהלה,"98,000","83,000","15,000","78,900",0.00
1621000300,שכר זמניים,"78,000","65,000","13,000",,1.00
1621000520,ספרים ועתונים,"4,000","4,000",0,"5,200",0.00
1621000530,רכב - כספים,"88,000","90,000","-2,000","59,700",0.00
1621000750,עבודות קבלניות,"380,000","375,000","5,000","260,100",0.00
1621000751,ייעוץ ביטוח,"91,000","92,000","-1,000","91,100",0.00
1621000752,"שכ""ט תאונות עובדים","60,000","60,000",0,"29,300",0.00
1621000780,הוצאות אחרות,,,0,300,0.00
1623100110,משכורת ושכר משולבי,"9,240,000","9,978,000","-738,000","10,095,000",75.00
1623100120,הבראה וביגוד,"620,000","780,000","-160,000","739,300",0.00
1623100130,שעות נוספות,"190,000","190,000",0,"223,400",0.00
1623100131,ש.נוספות קשיח,"3,000","2,000","1,000",900,0.00
1623100140,הוצאות רכב,"1,400,000","1,577,000","-177,000","1,572,600",0.00
1623100141,עבר ל 2326,,"68,000","-68,000",,0.00
1623100300,שכר זמניים,"78,000",,"78,000",,1.00
1623100470,מכונות משרד והחזקת,"68,000","68,000",0,"66,400",0.00
1623100510,הוצאות כיבוד,"5,000","3,000","2,000","2,000",0.00
1623100550,פרסומים,"46,000","40,000","6,000","99,100",0.00
1623100560,מכשירי כתיבה והדפסות,"300,000","300,000",0,"315,900",0.00
1623100580,הוצאות שונות,"33,000","33,000",0,"24,800",0.00
1623100740,כלים מכשירים וציוד,,"31,000","-31,000","22,600",0.00
1623100750,עבודות קבלניות,"1,125,000","1,364,000","-239,000","1,817,500",0.00
1623100751,חלוקת חשבונות,"774,000","787,000","-13,000","768,100",0.00
1623100752,הוצאות משפט,"420,000","309,000","111,000","490,700",0.00
1623100753,מוקד גבייה טלפוני,"583,000","543,000","40,000",,0.00
1623100754,פעילות אכיפה מנהלית,"300,000","400,000","-100,000",,0.00
1623100864,החזרי הוצאות משפטיות,"20,000","80,000","-60,000",,0.00
1623100865,החזר הכנסות,"5,000","5,000",0,,0.00
1623100990,הוצ' חד פעמיות,,"5,000","-5,000","487,800",0.00
1623200110,משכורות ושכר משולב,"4,224,000","4,168,000","56,000","4,180,800",26.00
1623200120,ביגוד והבראה,"270,000","270,000",0,"261,100",0.00
1623200130,שעות נוספות,"74,000","74,000",0,"76,700",0.00
1623200131,ש.נוספות קשיח,,,0,300,0.00
1623200140,הוצאות רכב,"650,000","593,000","57,000","597,500",0.00
1623200141,"ליסינג לעמ""ת",,,0,"67,400",0.00
1631000000,הוצאות מימון,,,0,-700,0.00
1631000610,עמלות לבנקים,"2,800,000","2,800,000",0,"4,132,900",0.00
1631000611,ע. ניהול תיקים,"700,000","700,000",0,"690,200",0.00
1632000862,הנחת משלם מראש,"380,000","380,000",0,"337,700",0.00
1632000863,הנחת ה. קבע,"2,200,000","2,200,000",0,"2,141,200",0.00
1649100691,מילוות קרן,"28,800,000","29,800,000","-1,000,000","28,340,600",0.00
1649100692,מילוות -ריבית,"8,500,000","9,900,000","-1,400,000","7,237,500",0.00
1649100693,מילוות - הצמדה,"700,000","700,000",0,"813,600",0.00
1711000110,משכורת ושכר משולבי,"4,424,000","4,975,000","-551,000","4,868,900",34.00
1711000120,הבראה וביגוד,"300,000","325,000","-25,000","294,800",0.00
1711000130,שעות נוספות,"396,000","396,000",0,"460,700",0.00
1711000131,ש.נוספות קשיח,"43,000","43,000",0,"54,400",0.00
1711000132,שעות כוננות,"24,000","24,000",0,"27,400",0.00
1711000140,הוצאות רכב,"847,000","847,000",0,"832,800",0.00
1711000141,ליסינג א. הסביבה הנהלה,"149,000","136,000","13,000","110,700",0.00
1711000431,הוצ' חשמל,"142,000","144,000","-2,000","144,100",0.00
1711000432,הוצ' מים,"45,000","48,000","-3,000","53,700",0.00
1711000433,הוצ' נקיון_ד.ניהול,"5,000","5,000",0,"3,900",0.00
1711000450,רהוט והחזקתו,"13,000","13,000",0,"12,800",0.00
1711000470,מכונות משרד והחזקת,"30,000","30,000",0,"30,700",0.00
1711000510,הוצאות כבוד,"17,000","17,000",0,"17,000",0.00
1711000530,רכב - יחידת אכיפה,"177,000","184,000","-7,000","179,700",0.00
1711000560,מכשירי כתיבה והדפסות,"34,000","34,000",0,"33,900",0.00
1711000580,הוצאות שונות,"98,000","87,000","11,000","63,600",0.00
1711000740,כלים מכשירים וציוד,"22,000","22,000",0,"16,000",0.00
1711000750,"עב"" קבל)כבוי אש(","55,000","70,000","-15,000","100,900",0.00
1711000752,פנוי אסב'ופס' בניין,"96,000","57,000","39,000","59,100",0.00
1711000990,"ח""פ מינהל","15,000","13,000","2,000","52,000",0.00
1711100110,שכר מינהלה מ.מערב,"6,852,000","6,607,000","245,000","6,914,700",47.00
1711100120,ביגוד והבראה,"498,000","498,000",0,"464,700",0.00
1711100130,שעות נוספות,"1,109,000","1,109,000",0,"1,354,800",0.00
1711100131,ש.נוספות קשיח,"5,000","12,000","-7,000","14,500",0.00
1711100132,שעות כוננות,"39,000","39,000",0,"48,900",0.00
1711100140,הוצאות רכב,"1,436,000","1,436,000",0,"1,414,600",0.00
1711100141,ליסינג מרחב מערב,"56,000","58,000","-2,000","11,800",0.00
1711100433,חומרי ניקוי,"6,000","6,000",0,"4,700",0.00
1711100450,ריהוט,"5,000","5,000",0,"5,000",0.00
1711100470,מכ' משרד ואחז',"15,000","15,000",0,"10,900",0.00
1711100510,כיבוד,"13,000","13,000",0,"13,000",0.00
1711100530,רכב - מרחב מערב,"1,420,000","1,469,000","-49,000","1,251,400",0.00
1711100560,ציוד משרדי,"12,000","12,000",0,"12,000",0.00
1711100580,הוצ' שונות,"2,000","2,000",0,"2,000",0.00
1711100720,חומרים-תברואה,"10,000","10,000",0,"10,000",0.00
1711100740,כלים וציוד-תברואה,"187,000","187,000",0,"258,000",0.00
1711100752,קבל' טיאוט מערב,"18,307,000","16,956,000","1,351,000","15,412,000",0.00
1711100753,פינוי מכלי אצירה,"3,609,000","4,037,000","-428,000","3,921,700",0.00
1711100754,"פינוי אשפה משהב""ט","1,356,000","1,356,000",0,"1,348,200",0.00
1711100755,פינוי גזם וגרוטאות,"3,446,000","3,500,000","-54,000","2,604,800",0.00
1711100758,עב קבלניות שונות,"42,000","40,000","2,000","38,000",0.00
1711101752,גידולים טיאוט מרחב מערב,"151,000",,"151,000",,0.00
1711101753,גידולי אשפה מערב ומזרח,"134,000",,"134,000",,0.00
1711103753,פינוי מכולות,"5,658,000","6,085,000","-427,000","5,828,700",0.00
1711110110,שכר מערב-אשפה,"10,322,000","10,254,000","68,000","10,178,500",71.00
1711110120,ביגוד והבראה,"607,000","607,000",0,"593,100",0.00
1711110130,שעות נוספות,"400,000","733,000","-333,000","875,000",0.00
1711110131,ש.נוספות קשיח,"40,000","40,000",0,"53,800",0.00
1711110132,שעות כוננות,"53,000","53,000",0,"64,200",0.00
1711110140,רכב מערב-אשפה,"954,000","954,000",0,"932,800",0.00
1711110300,"שכר_כ""א",,"345,000","-345,000","411,400",0.00
1711130110,שכר מערב גינון,"1,590,000","1,617,000","-27,000","1,738,000",14.00
1711130120,ביגוד והבראה,"128,000","128,000",0,"134,700",0.00
1711130130,שעות נוספות,"50,000","62,000","-12,000","45,600",0.00
1711130131,ש.נוספות קשיח,,,0,100,0.00
1711130132,שעות כוננות,"130,000","240,000","-110,000","161,600",0.00
1711130140,רכב מערב גינון,"474,000","474,000",0,"472,800",0.00
1711300110,שכר מ.מזרח,"7,348,000","7,475,000","-127,000","7,656,600",44.00
1711300120,ביגוד והבראה,"554,000","554,000",0,"567,200",0.00
1711300130,שעות נוספות,"1,233,000","1,233,000",0,"1,506,000",0.00
1711300131,ש.נוספות קשיח,"5,000","5,000",0,"17,200",0.00
1711300132,שעות כוננות,"132,000","132,000",0,"160,700",0.00
1711300140,רכב מ.מזרח,"1,461,000","1,461,000",0,"1,485,900",0.00
1711300141,ליסינג מרחב מזרח,"64,000","60,000","4,000","72,600",0.00
1711300433,הוצ' נקיון_ד.ניהול,"10,000","10,000",0,"10,000",0.00
1711300450,ריהוט ואחזקתו,"5,000","5,000",0,700,0.00
1711300470,מכ' משר'ואחזקתם,"6,000","6,000",0,"5,000",0.00
1711300510,הוצ' כיבוד,"14,000","14,000",0,"14,000",0.00
1711300530,רכב - מרחב מזרח,"1,661,000","1,864,000","-203,000","1,712,100",0.00
1711300560,ציוד משרדי,"10,000","10,000",0,"10,000",0.00
1711300580,הוצ' אחרות,"2,000","2,000",0,"2,000",0.00
1711300720,חומרים-תברואה,"10,000","10,000",0,"10,000",0.00
1711300740,ציוד-תברואה,"275,000","275,000",0,"319,900",0.00
1711300750,עב' קבל'-שונות,"29,000","29,000",0,"21,000",0.00
1711300752,קבל' טיאוט מזרח,"14,040,000","11,883,000","2,157,000","11,970,500",0.00
1711300753,פינוי מכלי אצירה,"3,577,000","4,153,000","-576,000","3,869,500",0.00
1711300755,פינוי גזם וגרוטאות,"3,446,000","3,245,000","201,000","2,860,800",0.00
1711300757,נקיון שרותים בגנים,"348,000","321,000","27,000","301,100",0.00
1711301752,הגדלות טיאוט,"172,000","60,000","112,000",,0.00
1711301753,גידולים מכולות,"70,000",,"70,000","24,300",0.00
1711310110,שכר אשפה מזרח,"13,382,000","13,832,000","-450,000","13,553,300",82.00
1711310120,ביגוד והבראה,"838,000","838,000",0,"841,000",0.00
1711310130,שעות נוספות,"948,000","948,000",0,"1,139,700",0.00
1711310131,ש.נוספות קשיח,"39,000","39,000",0,"61,700",0.00
1711310132,שעות נוספות כוננות,"14,000","14,000",0,"15,500",0.00
1711310140,רכב אשפה,"1,614,000","1,614,000",0,"1,574,000",0.00
1711330110,שכר מזרח גינון,"2,274,000","2,313,000","-39,000","2,235,300",18.00
1711330120,ביגוד והבראה,"153,000","153,000",0,"157,400",0.00
1711330130,שעות נוספות,"66,000","66,000",0,"70,500",0.00
1711330131,ש.נוספות קשיח,"2,000","2,000",0,100,0.00
1711330132,שעות כוננות,"147,000","147,000",0,"147,400",0.00
1711330140,רכב מזרח גינון,"557,000","557,000",0,"557,800",0.00
1711400110,שכר תחום גינון,"4,607,000","4,687,000","-80,000","4,760,200",30.00
1711400120,ביגוד והבראה,"362,000","362,000",0,"339,700",0.00
1711400130,שעות נוספות,"96,000","96,000",0,"101,400",0.00
1711400132,שעות כוננות,"190,000","190,000",0,"149,700",0.00
1711400140,אחז' רכב,"847,000","847,000",0,"875,600",0.00
1711400141,ליסינג - אגף פיתוח א.הסביבה,"70,000","79,000","-9,000","86,400",0.00
1711500110,שכר יח תיפעוליות,"2,458,000","2,766,000","-308,000","2,544,800",14.00
1711500120,הבראה וביגוד,"89,000","89,000",0,"165,600",0.00
1711500130,שעות נוספות,"191,000","191,000",0,"246,700",0.00
1711500131,ש.נוספות קשיח,"7,000","7,000",0,"10,900",0.00
1711500132,שעות כוננות,"18,000","18,000",0,"21,800",0.00
1711500140,רכב יח תיפעוליות,"463,000","463,000",0,"455,200",0.00
1711500141,ליסינג אגף התברואה,"70,000","62,000","8,000","67,100",0.00
1711500530,רכב - יחידת הדברה,"106,000","119,000","-13,000","110,700",0.00
1711500742,רכישת מכולות ואחזקתם,"32,000",,"32,000","143,900",0.00
1711500746,פחים כתומים,"2,087,000","2,472,000","-385,000","225,100",0.00
1711500750,פינוי נייר וקרטון,,,0,"36,400",0.00
1711500752,שינוע פסולת לדרום,"44,245,000","44,300,000","-55,000","37,508,700",0.00
1711500753,פינוי טמוני קרקע,"2,084,000","1,233,000","851,000","1,023,400",0.00
1711500930,מחשוב תחנת מעבר,"83,000","73,000","10,000","81,200",0.00
1711510110,שכר יח' מזרקות ואגמי,"1,315,000","1,338,000","-23,000","1,422,100",7.00
1711510120,ביגוד והבראה,"92,000","92,000",0,"87,500",0.00
1711510130,שעות נוספות,"56,000","56,000",0,"67,100",0.00
1711510132,שעות כוננות,"34,000","34,000",0,"40,900",0.00
1711510140,אחז' רכב,"287,000","287,000",0,"280,700",0.00
1711520110,שכר יח' גיזום עירונית,"755,000","768,000","-13,000","825,800",8.00
1711520120,ביגוד והבראה,"54,000","54,000",0,"58,300",0.00
1711520130,שעות נוספות,"20,000","20,000",0,"24,200",0.00
1711520131,ש.נוספות קשיח,,,0,100,0.00
1711520132,שעות כוננות,"9,000","9,000",0,"1,800",0.00
1711520140,אחז' רכב,"129,000","129,000",0,"129,000",0.00
1711530110,שכר יח' גינון מוסדות,"1,438,000","1,463,000","-25,000","1,397,900",9.00
1711530120,ביגוד והבראה,"94,000","94,000",0,"105,900",0.00
1711530130,שעות נוספות,"20,000","20,000",0,"29,200",0.00
1711530132,שעות נוספות כוננות,"27,000","27,000",0,"16,800",0.00
1711530140,אחז' רכב,"306,000","306,000",0,"305,600",0.00
1711540110,שכר יח' מיחזור,"1,464,000","1,489,000","-25,000","1,508,400",9.00
1711540120,הבראה וביגוד,"96,000","96,000",0,"93,800",0.00
1711540130,שעות נוספות,"158,000","158,000",0,"192,700",0.00
1711540131,ש.נוספות קשיח,"1,000","1,000",0,900,0.00
1711540140,הוצאות רכב,"281,000","281,000",0,"281,800",0.00
1711540530,רכב - יחידת מחזור,"83,000","86,000","-3,000","92,400",0.00
1711540720,חומרי מיחזור,"15,000","30,000","-15,000","10,700",0.00
1711540740,כלים וציוד מיחזור,"10,000","10,000",0,"9,500",0.00
1711540750,איסוף נייר וקרטון,"2,570,000","2,642,000","-72,000","541,300",0.00
1711550110,שכר יח' הדברה,"1,072,000","1,091,000","-19,000","1,082,200",7.00
1711550120,הבראה וביגוד,"66,000","66,000",0,"64,100",0.00
1711550130,שעות נוספות,"111,000","111,000",0,"112,300",0.00
1711550132,שעות כוננות,"93,000","93,000",0,"103,300",0.00
1711550140,הוצאות רכב,"202,000","202,000",0,"202,200",0.00
1711550720,חומרים להדברה,"92,000","62,000","30,000","71,100",0.00
1711560431,הוצ חשמל,"29,000","29,000",0,"32,000",0.00
1711560432,מים להשקייה,"12,500,000","14,000,000","-1,500,000","18,342,400",0.00
1711560433,ח. ניקיון,"8,000","8,000",0,"8,000",0.00
1711560450,ריהוט,"5,000","5,000",0,"4,000",0.00
1711560510,כיבוד,"15,000","15,000",0,"15,000",0.00
1711560530,רכב - יחידת גנון ואחזקה,"267,000","324,000","-57,000","304,000",0.00
1711560560,ציוד משרדי,"15,000","15,000",0,"15,000",0.00
1711560721,חומרים גינון,"259,000","259,000",0,"265,500",0.00
1711560740,כלים וציוד גיזום,"19,000","19,000",0,"19,000",0.00
1711560741,כלים וציוד גינון,"14,000","14,000",0,"12,500",0.00
1711560742,רכישת מונים,"80,000","80,000",0,"50,000",0.00
1711560750,עב' קבל' גיזום,"500,000","500,000",0,"457,500",0.00
1711560751,אחזקת מזרקות ואגמים,"1,340,000","550,000","790,000","222,600",0.00
1711560752,משתלה,"52,000","52,000",0,"49,700",0.00
1711560755,"עב,שיפוץ ושיקום מזרקות","280,000","280,000",0,"266,500",0.00
1711560756,עב' קבלניות גינון,"24,388,000","23,813,000","575,000","22,393,100",0.00
1711560758,אחזקת מתקני משחק,"1,181,000","1,156,000","25,000","978,900",0.00
1711560930,מיחשוב ושידרוג השקייה,"1,981,000","1,609,000","372,000","1,918,500",0.00
1711561756,גידולים -גינון,"100,000","343,000","-243,000",,0.00
1713000110,שכר רשוי עסקים,"3,128,000","3,182,000","-54,000","3,080,600",19.00
1713000120,הבראה וביגוד,"226,000","226,000",0,"221,900",0.00
1713000130,שעות נוספות,"90,000","90,000",0,"109,500",0.00
1713000131,ש.נוספות קשיח,"2,000","2,000",0,"3,100",0.00
1713000140,הוצאות רכב,"606,000","606,000",0,"597,200",0.00
1713000470,מכונות משרד ואחזקתן,"6,000","6,000",0,"5,500",0.00
1713000560,מכשירי כתיבה,"26,000","26,000",0,"24,000",0.00
1713000580,הוצאות שונות,"6,000","6,000",0,"3,700",0.00
1713000740,כלים מכשירים,"1,000","1,000",0,"1,000",0.00
1713000750,דגימת מזון,"15,000","15,000",0,"11,800",0.00
1713000751,קבל' ייעוץ,"100,000","100,000",0,"99,800",0.00
1713000990,הוצ' חד פעמיות,"65,000","53,000","12,000","20,900",0.00
1714000110,שכר וטרינריה,"2,957,000","3,008,000","-51,000","2,961,100",15.90
1714000120,הבראה וביגוד,"169,000","169,000",0,"169,700",0.00
1714000130,שעות נוספות,"121,000","121,000",0,"153,700",0.00
1714000131,ש.נוספות קשיח,"5,000","5,000",0,"2,800",0.00
1714000132,שעות כוננות,"140,000","140,000",0,"162,600",0.00
1714000140,הוצאות רכב,"429,000","429,000",0,"415,200",0.00
1714000141,ליסינג - וטרינריה,"68,000","60,000","8,000","68,300",0.00
1714000300,משכר זמניים,,,0,"19,500",0.00
1714000431,הוצאות חשמל,"50,000","50,000",0,"54,900",0.00
1714000450,רהוט משרדי,"3,000","3,000",0,"3,000",0.00
1714000470,מכונות משרד ואחזקתן,"5,000","5,000",0,"3,100",0.00
1714000510,כיבוד,"7,000","7,000",0,"6,700",0.00
1714000530,רכב - וטרינריה,"80,000","82,000","-2,000","67,800",0.00
1714000560,צרכי משרד,"20,000","20,000",0,"18,000",0.00
1714000720,שבב רישיון וחיסון,"275,000","268,000","7,000","228,000",0.00
1714000741,פיקוח מזון מן החי,"10,000","10,000",0,"10,000",0.00
1714000750,עבודות קבלניות -לכידות,"80,000","80,000",0,"110,000",0.00
