1611200750,שרותי הקלטה ותימלול ,11200,"71,000","70,000","69,300"
1611200751,וועדת ערר לארנונה ,11200,"22,114","60,000","59,400"
1611110130,שעות נוספות ,11300,  -   ,  -   ,  -   
1611110181,הפרשות סוציאליות ,11300,  -   ,  -   ,  -   
1611110182,מיסים ועלויות ,11300,  -   ,  -   ,  -   
1614100105,עובדים זמניים ,11300,  -   ,"80,000",  -   
1614100110,שכר קובע ,11300,"406,860","347,924","362,298"
1614100120,תוספות שאינן בשכר קובע ,11300,"58,177","54,942","43,254"
1614100130,שעות נוספות ,11300,"12,946","8,307","8,432"
1614100140,החזר הוצאות ,11300,"49,226","49,309","35,470"
1614100181,הפרשות סוציאליות ,11300,"88,896","78,153","85,901"
1614100182,מיסים ועלויות ,11300,"42,921","37,243","37,791"
1614100410,השכרת אולם לשבת תרבות ,11300,"88,000","104,000","110,167"
1614100511,אירוח וכיבוד ,11300,"6,961","10,000","9,900"
1614100512,"אש""ל ונסיעות ",11300,  -   ,  -   ,  -   
1614100522,ספרות מקצועית ועיתונות ,11300,"11,347","22,000","14,850"
1614100523,דמי חבר בארגונים ,11300,800,"1,000",990
1614100540,הוצאות תקשורת ,11300,"15,532","12,000","6,039"
1614100550,פרסום והדפסות ,11300,"131,473","175,000","168,300"
1614100551,תשדירי רדיו ,11300,"42,480","40,000","39,600"
1614100552,צילום ופיתוח תמונות ,11300,"117,931","135,000","133,650"
1614100561,צילום מסמכים ,11300,"2,216","2,500","2,475"
1614100575,אתר דוברות-אינטרנט ,11300,  -   ,  -   ,  -   
1614100580,הוצאות אירגוניות ,11300,"4,177","3,500","4,455"
1614100731,דלק ,11300,"21,260","23,056","21,631"
1614100735,השכרת רכב ,11300,"43,855","41,127","40,703"
1614100743,רכישת כלים מכשירים וציוד ,11300,  -   ,"4,500","4,455"
1614100751,תמלול ומערכתINFO ,11300,"50,130","50,000","49,500"
1614100769,שירות לאומי ,11300,"13,453","19,200","19,008"
1614100781,שבת תרבות ,11300,"222,193","220,000","217,800"
1614101522,ספרות מקצועית ועיתונות ,11300,"7,765","10,000","9,900"
1614101550,פרסום בעתונות בשפה זרה ,11300,"29,000","32,000","31,680"
1614000105,עובדים זמניים ,11310,  -   ,"80,000",  -   
1614000110,שכר קובע ,11310,"271,133","374,301","78,004"
1614000120,תוספות שאינן בשכר קובע ,11310,"2,534",825,"2,432"
1614000130,שעות נוספות ,11310,  -   ,  -   ,  -   
1614000140,החזר הוצאות ,11310,"17,199","9,110","7,136"
1614000181,הפרשות סוציאליות ,11310,"76,665","103,524","24,185"
1614000182,מיסים ועלויות ,11310,"25,088","33,475","7,400"
1614000510,אירוח רשמי ,11310,"19,969","20,000","19,800"
1614000511,אירוח וכיבוד ,11310,"9,996","13,000","19,800"
1614000514,רכישת מתנות ,11310,"16,876","28,800","31,680"
1614000522,ספרות מקצועית ,11310,"9,673","11,000","10,890"
1614000550,פרסום והסברה ,11310,"94,732","145,000","137,610"
1614000575,אתר אינטרנט עירוני ,11310,  -   ,"217,734",  -   
1614000580,הוצאות ארגוניות ,11310,"73,892","74,000","69,300"
1614000710,הסעות והובלות ,11310,"22,832","20,800","19,800"
1614000731,דלק ,11310,"37,627","23,056","21,631"
1614000735,השכרת רכב ,11310,"33,237","35,386","36,498"
1614000743,רכישת כלים מכשירים וציוד ,11310,  -   ,"9,000","8,910"
1614000750,הסברה ומיתוג ,11310,"1,038,036","1,015,162","753,550"
1614000769,שירות לאומי ,11310,"15,342","19,200","19,008"
1614000780,הוצאות פעולה ,11310,"113,093","241,000","247,500"
1158000490,השתתפות עובדים-מעמד האישה,11400,"-15,000",-100,-100
1158000790,השתת.רשות פיתוח נגב בהכשר,11400,  -   ,  -   ,  -   
1611400105,עובדים זמניים ,11400,127,  -   ,  -   
1611400110,שכר קובע ,11400,"298,868","325,199","313,420"
1611400120,תוספות שאינן בשכר קובע ,11400,"29,064","32,782","29,721"
1611400140,החזר הוצאות ,11400,"72,373","78,696","53,511"
1611400181,הפרשות סוציאליות ,11400,"76,120","81,559","79,369"
1611400182,מיסים ועלויות ,11400,"31,062","33,910","30,769"
1611400511,אירוח וכיבוד ,11400,"6,316","8,000","7,920"
1611400512,"אש""ל ונסיעות ",11400,  -   ,  -   ,  -   
1611400523,דמי חבר בארגונים ,11400,350,500,495
1611400540,הוצאות תקשורת ,11400,"2,820","7,000","2,574"
1611400550,פרסום והדפסות ,11400,"6,655","10,000","8,910"
1611400710,הסעות קבלניות ,11400,"3,076","7,000","6,930"
1611400769,שירות לאומי ,11400,"19,170","19,200","19,008"
1611400780,הוצאות פעולה-מעמד האישה ,11400,"96,172","156,500","154,935"
1611400781,"הוצאות ע""ח הכנסות-מ.האישה",11400,"7,600",100,99
1611500105,עובדים זמניים ,11410,"202,518","230,000",  -   
1611500110,שכר קובע ,11410,"277,561","391,869","455,694"
1611500120,תוספות שאינן בשכר קובע ,11410,"8,929","8,126","22,563"
1611500130,שעות נוספות ,11410,"1,045",805,"1,457"
1611500140,החזר הוצאות ,11410,"52,312","76,115","97,245"
1611500181,הפרשות סוציאליות ,11410,"83,066","117,654","134,832"
1611500182,מיסים ועלויות ,11410,"25,873","36,363","43,739"
1611500580,הוצאות אירגוניות ,11410,  -   ,"4,000","2,475"
1611500743,רכישת כלים מכשירים וציוד ,11410,"9,582","9,500","9,405"
1611500769,שירות לאומי ,11410,"13,933","19,200","19,008"
1619000540,הוצאות תקשורת-בחירות ,12000,  -   ,  -   ,  -   
1619000759,אבטחה ,12000,"83,142",  -   ,  -   
1619000780,הוצאות פעולה-בחירות לרשות,12000,"396,971",  -   ,  -   
1612000110,שכר קובע ,12100,"1,049,453","1,041,936","1,058,069"
1612000120,תוספות שאינן בשכר קובע ,12100,"100,130","99,107","101,536"
1612000130,שעות נוספות ,12100,"6,174","6,014","1,520"
1612000140,החזר הוצאות ,12100,"135,663","130,334","137,333"
1612000181,הפרשות סוציאליות ,12100,"202,007","204,052","210,535"
1612000182,מיסים ועלויות ,12100,"101,695","100,700","102,299"
1612000511,אירוח וכיבוד ,12100,"2,113","3,000","2,970"
1612000512,"אש""ל ונסיעות ",12100,  -   ,  -   ,  -   
1612000521,ימי עיון והשתלמויות ,12100,"2,300","15,000","14,850"
1612000522,ספרות מקצועית ,12100,"3,925","10,000","7,920"
1612000523,דמי חבר ,12100,"2,440","3,000","2,970"
1612000540,הוצאות תקשורת ,12100,"17,014","11,000","9,009"
1612000550,פרסום והדפסות ,12100,"18,510","25,000","22,770"
1612000561,צילום מסמכים ,12100,"1,811","2,500","2,574"
1612000574,תקשורת מחשבים ,12100,"2,451","2,500","2,313"
1612000580,הוצאות אירגוניות ,12100,583,"3,000","2,970"
1612000731,דלק ,12100,"17,449","23,056","21,631"
1612000735,השכרת רכב ,12100,"34,846","36,483","37,963"
1612000743,רכישת כלים מכשירים וציוד ,12100,"4,006","5,000","4,950"
1612000750,עבודות ביקורת ויעוץ ,12100,  -   ,"58,000","60,390"
1612000751,סקר סיכונים ,12100,  -   ,  -   ,  -   
1721000105,עובדים זמניים ,12200,"39,680","105,000",  -   
1721000110,שכר קובע ,12200,"209,984","382,290","435,334"
1721000120,תוספות שאינן בשכר קובע ,12200,"119,644","156,629","160,712"
1721000130,שעות נוספות ,12200,"2,970","3,867","1,704"
1721000140,החזר הוצאות ,12200,"83,984","105,093","100,222"
1721000181,הפרשות סוציאליות ,12200,"84,062","111,131","120,001"
1721000182,מיסים ועלויות ,12200,"37,745","49,144","52,879"
1721000288,השתתפות בשי לחגים ,12200,  -   ,  -   ,"14,850"
1721000420,תחזוקת מבנים ,12200,"9,080",  -   ,  -   
1721000431,חשמל ,12200,"21,436",  -   ,  -   
1721000433,חומרי נקיון ,12200,"4,505",  -   ,  -   
1721000434,שירותי נקיון ,12200,"2,741",  -   ,  -   
1721000440,ביטוח מבנה ותכולה ,12200,"2,808",  -   ,  -   
1721000441,ביטוח קטנועים ,12200,"55,429","58,200","55,836"
1721000470,ציוד משרדי ,12200,"10,616","11,000","14,850"
1721000511,אירוח וכיבוד ,12200,"14,963","14,000","19,800"
1721000512,"אש""ל ונסיעות ",12200,  -   ,  -   ,  -   
1721000522,ספרות מקצועית ,12200,  -   ,500,99
1721000540,הוצאות תקשורת ,12200,"84,610","45,000","48,708"
1721000561,צילום מסמכים ,12200,"8,488","15,000","12,870"
1721000578,"תוכנת קב""ט ",12200,"7,020","8,000","29,700"
1721000580,הוצאות אירגוניות ,12200,"8,228","9,000","11,880"
1721000585,אגרת נשקים ,12200,"10,320","14,000","13,860"
1721000731,דלק ,12200,"32,988","35,280","26,838"
1721000732,תיקון קטנועים ,12200,"15,102","18,000","17,820"
1721000733,אגרת רישוי קטנועים ,12200,"1,648","2,500","1,603"
1721000735,שכירת רכב ,12200,"55,014","57,946","62,745"
1721000742,אחזקת כלים מכשירים וציוד ,12200,"3,514","5,000","2,970"
1721000743,רכישת כלים מכשירים וציוד ,12200,"16,959","17,800","18,810"
1721000744,אחזקת מערכות כריזה ,12200,"2,250","9,000","8,910"
1721000755,בטיחות אש ,12200,"5,000","5,000",  -   
1721000780,פרוייקט מגן ,12200,"413,001","467,000","425,700"
1721000781,הוצ שונות ,12200,"4,546",  -   ,  -   
1721000783,הוצאות אחרות לפעולה ,12200,"5,800","15,000","14,850"
1721000784,דיווח טלפוני נוכחות שומרי,12200,  -   ,"4,000","3,960"
1721001440,"ביטוח שבר מכני-ציוד לשע""ח",12200,"4,352","4,500","4,455"
1721100540,"הוצאות תקשורת-זק""א ",12200,"2,275","3,500","4,356"
1223000540,החזרי ביטוח ,12300,  -   ,  -   ,  -   
1723000410,שכירות מקלט ,12300,"33,611","37,000","37,620"
1723000411,"דמי ניהול-מקלט הג""א ",12300,"21,469","24,000","24,750"
1723000420,תחזוקת מבנים ומקלטים ,12300,"599,683","600,000","594,000"
1723000421,תחזוקת מחסנים ומפקדות ,12300,"15,835","18,000","19,800"
1723000422,חומרים לתחזוקה ,12300,"8,651","10,000","9,900"
1723000431,חשמל ,12300,"13,786","26,800","61,380"
1723000432,מים ,12300,"5,007","3,300","4,455"
1723000440,ביטוח מבנה ותכולה ,12300,"8,594","8,700","9,306"
1723000540,הוצאות תקשורת ,12300,"5,915","11,000","5,544"
1723000550,פרסום והדפסות ,12300,"6,443","20,000","9,900"
1723000580,הוצאות אירגוניות ,12300,  -   ,  -   ,"9,900"
1723000743,רכישת כלים מכשירים וציוד ,12300,"102,566","110,000","99,000"
1723000759,אבטחת מחסני חירום ,12300,"1,416","10,000","7,920"
1223100770,ק.מונטריאול-מערכות פתיחה ,12310,  -   ,  -   ,  -   
1723100110,שכר קובע ,12310,"373,136","387,471","390,455"
1723100120,תוספות שאינן בשכר קובע ,12310,"87,479","92,011","84,775"
1723100130,שעות נוספות ,12310,"52,889","57,898","31,153"
1723100140,החזר הוצאות ,12310,"111,666","129,170","125,027"
1723100181,הפרשות סוציאליות ,12310,"125,837","134,286","134,243"
1723100182,מיסים ועלויות ,12310,"47,518","50,605","49,776"
1723100434,שירותי נקיון ,12310,  -   ,  -   ,  -   
1723100575,תוכנה לניהול מקלטים ,12310,"5,265","8,000","7,920"
1723100731,דלק ,12310,"18,189","24,070","22,942"
1723100735,השכרת רכב ,12310,"63,983","74,400","74,844"
1723100744,מערכות לפתיחה מרחוק ,12310,  -   ,  -   ,  -   
1723100986,הוצאה מותנית מקלטים ,12310,  -   ,  -   ,  -   
1222200490,דמי כניסה למטווח ,12400,"-640,239","-580,000","-496,000"
1222200690,מכירת תחמושת ,12400,"-147,884","-180,000","-154,000"
1722200110,שכר קובע ,12400,"252,219","280,449","279,123"
1722200120,תוספות שאינן בשכר קובע ,12400,"37,211","37,818","46,121"
1722200130,שעות נוספות ,12400,"65,153","65,706","48,877"
1722200140,החזר הוצאות ,12400,"52,476","50,698","74,594"
1722200181,הפרשות סוציאליות ,12400,"71,011","79,151","81,874"
1722200182,מיסים ועלויות ,12400,"30,938","33,021","37,036"
1722200420,תחזוקת מטווח ,12400,  -   ,"9,000","8,910"
1722200431,חשמל ,12400,"15,124","20,900","14,850"
1722200434,שירותי נקיון ,12400,"48,531","60,473","59,400"
1722200440,ביטוח-מטווח עירוני ,12400,"12,326","12,500","13,365"
1722200540,הוצאות תקשורת ,12400,"10,879","9,000","8,019"
1722200550,פרסום והדפסות ,12400,"1,709","3,000","2,970"
1722200555,פרסום בשלטים ,12400,  -   ,"2,000",495
1722200579,תוכנת מטווח ,12400,"3,321","2,000","1,980"
1722200582,אגרות מטווח ,12400,375,"12,000","11,880"
1722200720,חומרים ,12400,"3,647","12,000","14,850"
1722200742,אחזקת כלים מכשירים וציוד ,12400,"2,023","3,000","2,970"
1722200743,רכישת כלים מכשירים וציוד ,12400,"10,133","14,000","15,840"
1722200746,קניית תחמושת ,12400,"45,312","90,000","74,250"
1722200750,עבודות קבלניות ,12400,"17,933","15,000","16,830"
1722200751,אחזקת גינון ,12400,"5,761","7,000","6,930"
1722200780,הוצאות שונות ,12400,  -   ,"2,000","1,980"
1722201440,ביטוח אחריות מקצועית-מדרי,12400,"8,407","8,700","8,514"
1222100910,השתתפות משרד הפנים ,12500,"-19,476","-42,646","-17,057"
1722100420,תחזוקת בסיסי הפעלה ,12500,"9,958","12,000","11,880"
1722100431,חשמל ,12500,"20,395","25,700","19,800"
1722100432,מים ,12500,"4,931","5,000","4,455"
1722100433,חומרי נקיון ,12500,  -   ,"2,000","1,980"
1722100440,ביטוח מבנה ותכולה ,12500,"3,424","3,500","3,762"
1722100470,ציוד משרדי ,12500,"2,262","5,000",  -   
1722100511,אירוח וכיבוד ,12500,"11,639","15,000","14,850"
1722100561,צילום מסמכים ,12500,"2,140","2,000","2,970"
1722100580,הוצאות אירגוניות ,12500,737,"4,000","3,960"
1722100743,רכישת כלים מכשירים וציוד ,12500,  -   ,"7,500","7,425"
1722100769,שירות לאומי ,12500,"15,542","19,200","19,008"
1722100780,הוצאות-לבסיסי הפעלה ,12500,"2,714","4,500","4,455"
1722100781,טיפוח המתנדב-ארועים ,12500,"21,121","25,000","24,750"
1226000770,קהילת מונטריאול-השתתפות ב,12600,  -   ,  -   ,  -   
1226000912,מענק מ.הפנים-חירום ובטחון,12600,  -   ,"-2,980,000",  -   
1226000913,רציפות תפקודית ,12600,  -   ,  -   ,  -   
1226000990,מס רכוש-שיפוי נזקי עמוד ע,12600,"-325,485",  -   ,  -   
1726000110,שכר קובע ,12600,"149,300","96,537","152,192"
1726000120,תוספות שאינן בשכר קובע ,12600,"67,632","64,635","18,569"
1726000130,שעות נוספות-חירום ,12600,"40,076","39,345","6,456"
1726000140,החזר הוצאות ,12600,"29,247","20,497","34,109"
1726000181,הפרשות סוציאליות ,12600,"47,503","30,417","50,868"
1726000182,מיסים ועלויות ,12600,"15,570","10,034","16,434"
1726000441,ביטוח רכב ,12600,"7,420","7,800","11,880"
1726000511,אירוח וכיבוד ,12600,"1,729","1,500","1,485"
1726000512,"אש""ל ונסיעות ",12600,  -   ,  -   ,  -   
1726000521,"השתלמויות ע""ח משרד הפנים",12600,  -   ,  -   ,  -   
1726000579,"תוכנת מל""ח ",12600,"16,571","18,000","24,750"
1726000710,הסעות והובלות ,12600,  -   ,"10,000","2,970"
1726000733,אגרת רישוי רכב ,12600,727,"1,000","1,386"
1726000743,רכישת כלים מכשירים וציוד ,12600,"3,023","5,000","4,950"
1726000750,עבודות קבלניות ,12600,"6,715","7,000","4,950"
1726000780,הוצאות חירום ,12600,"227,953","1,710,000",  -   
1726000781,הוצאות אחרות לפעולה ,12600,  -   ,  -   ,"9,900"
1726000782,"הוצאות רכב זק""א ",12600,"13,449","15,000","14,850"
1726000783,רציפות תפקודית ,12600,  -   ,  -   ,  -   
1726000784,תרגיל חירום ,12600,"16,974",  -   ,  -   
1726100110,שכר קובע-חירום ,12600,  -   ,  -   ,  -   
1726100120,תוספות שאינן בשכר קובע ,12600,  -   ,  -   ,  -   
1726100130,שעות נוספות-חירום ,12600,"2,854","1,280,000",  -   
1726100181,הפרשות סוציאליות ,12600,"16,156",  -   ,  -   
1726100182,מיסים ועלויות ,12600,"6,369",  -   ,  -   
1123000290,אגרת בקשה למידע ,13100,"-3,804","-1,000","-1,000"
1123000292,אגרת הפקת מידע ,13100,-252,"-1,000","-1,000"
1196000915,השתת.משרד הפנים בשכר צוער,13100,  -   ,  -   ,"-112,125"
1613000110,שכר קובע ,13100,"1,240,826","1,229,711","1,465,764"
1613000120,תוספות שאינן בשכר קובע ,13100,"73,889","76,008","85,069"
1613000130,שעות נוספות ,13100,"29,857","32,740","21,207"
1613000140,החזר הוצאות ,13100,"157,397","159,379","184,301"
1613000181,הפרשות סוציאליות ,13100,"253,122","253,283","298,917"
1613000182,מיסים ועלויות ,13100,"118,490","117,924","139,930"
1613000511,אירוח וכיבוד ,13100,"3,904","4,000","5,940"
1613000512,"אש""ל ונסיעות ",13100,  -   ,  -   ,  -   
1613000522,ספרות מקצועית ,13100,"4,644","6,000","5,940"
1613000523,דמי חבר בארגונים ,13100,"1,850","2,500","2,475"
1613000540,הוצאות תקשורת ,13100,"36,479","24,000","25,938"
1613000550,פרסום והדפסות ,13100,  -   ,"2,000","1,980"
1613000561,צילום מסמכים ,13100,"6,535","7,000","9,900"
1613000580,הוצאות אירגוניות ,13100,"2,937","4,500","4,455"
1613000582,כרטיסי איזי פארק ,13100,"1,000","3,500","3,465"
1613000731,דלק ,13100,"8,694","23,056","20,429"
1613000735,שכירת רכב ,13100,"60,962","61,697","61,267"
1613000743,רכישת כלים מכשירים וציוד ,13100,"9,062","8,500","8,415"
1613000750,עבודות קבלניות ,13100,"3,233","10,000","9,900"
1613000751,עבודות ייעוץ ,13100,"21,594","50,000","49,500"
1613000752,בקרה בין אגפית ,13100,"350,072","340,000","336,600"
1613000769,שירות לאומי ,13100,  -   ,  -   ,  -   
1611300105,עובדים זמניים ,13200,"103,030","105,000",  -   
1611300110,שכר קובע ,13200,"878,505","1,566,471","1,059,309"
1611300120,תוספות שאינן בשכר קובע ,13200,"75,557","113,243","99,730"
1611300130,שעות נוספות ,13200,"21,335","40,033","11,175"
1611300140,החזר הוצאות ,13200,"140,730","218,516","153,007"
1611300181,הפרשות סוציאליות ,13200,"201,740","360,329","243,764"
1611300182,מיסים ועלויות ,13200,"88,274","157,221","105,688"
1611300288,השתתפות בשי לחגים ,13200,"159,136","187,000","93,060"
1611300470,ציוד משרדי ,13200,"2,841","5,000","153,450"
1611300511,אירוח וכיבוד ,13200,"5,999","7,000","11,880"
1611300512,נסיעות ואשל ,13200,798,  -   ,  -   
1611300521,השתלמויות ,13200,"19,488","36,000","27,720"
1611300522,ספרות מקצועית ,13200,977,"1,000","1,485"
1611300540,הוצאות תקשורת ,13200,"21,535","14,000","12,870"
1611300550,פרסום והדפסות ,13200,"4,975","6,500","6,435"
1611300561,צילום מסמכים ,13200,"6,692","8,200","8,118"
1611300574,תקשורת מחשבים ,13200,"29,760","30,700","28,510"
1611300575,אתר אינטרנט עירוני ,13200,"80,009",  -   ,  -   
1611300576,מערכת לניהול מעקב משימות ,13200,  -   ,  -   ,  -   
1611300579,קישור לרשת המיחשוב ,13200,"12,309","10,000","10,890"
1611300580,הוצאות אירגוניות ,13200,"3,871","6,000","4,950"
1611300731,דלק ,13200,"21,290","23,056","46,147"
1611300735,השכרת רכב ,13200,"39,871","54,805","97,182"
1611300743,רכישת כלים מכשירים וציוד ,13200,"8,613","9,000","8,910"
1611300750,עבודות קבלניות ,13200,"4,805","8,000","7,920"
1611300751,משלוחי דאר מסירות אישיות ,13200,"4,531","10,000","9,900"
1611300753,שירותי יעוץ ,13200,"13,005","30,000","29,700"
1611300769,שירות לאומי ,13200,"19,319","19,200","19,008"
1611300780,הוצאות אחרות לפעולה ,13200,"9,450","9,500","5,445"
1611300930,שיפור סביבת העבודה לעובד ,13200,  -   ,  -   ,  -   
1611300986,ה.מ.-הטמעת תהליך אירגוני ,13200,  -   ,  -   ,  -   
1611310540,שדרוג מכשירי סלולר ,13200,  -   ,  -   ,  -   
1381000990,השתת.משרד בטחון פנים ,13205,"-1,037,954","-1,039,106","-1,037,112"
1381000991,"משמר שכונתי-משרד בט""פ ",13205,  -   ,"-70,000",  -   
1881000105,עובדים זמניים ,13205,  -   ,  -   ,  -   
1881000110,שכר קובע ,13205,"525,566","589,636","534,529"
1881000120,תוספות שאינן בשכר קובע ,13205,"14,873","11,330","23,018"
1881000130,שעות נוספות ,13205,234,  -   ,"2,221"
1881000140,החזר הוצאות ,13205,"127,126","144,297","133,993"
1881000181,הפרשות סוציאליות ,13205,"139,432","145,091","141,495"
1881000182,מיסים ועלויות ,13205,"50,829","56,623","52,635"
1881000288,השתתפות בשי לחגים ,13205,  -   ,  -   ,"6,930"
1881000540,הוצאות תקשורת ,13205,"14,916","21,000","12,771"
1881000769,שירות לאומי ,13205,"17,166","19,000","19,008"
1881000780,חינוך ,13205,"40,000","9,072","4,950"
1881000781,רווחה ,13205,"67,985","170,350","76,583"
1881000782,אכיפה ,13205,"281,442","83,304","211,860"
1881000783,פנאי ,13205,"365,891","434,388","396,000"
1881000784,הקשר רחב ,13205,"71,898","105,207","118,800"
1881000785,משמר שכונתי ,13205,  -   ,"70,000",  -   
1613100750,עבודות גניזה בקבלנות ,13220,"432,890","482,420","445,500"
1762000110,שכר קובע ,13300,"146,602","138,791","145,822"
1762000120,תוספות שאינן בשכר קובע ,13300,"31,727","30,032","30,899"
1762000130,שעות נוספות ,13300,  -   ,  -   ,  -   
1762000140,החזר הוצאות ,13300,"24,289","27,970","27,719"
1762000181,הפרשות סוציאליות ,13300,"29,644","28,825","30,320"
1762000182,מיסים ועלויות ,13300,"15,411","15,000","15,450"
1762000410,שכר דירה ,13300,"18,976","21,000","20,790"
1762000420,תחזוקת מבנים ,13300,  -   ,"7,000","6,930"
1762000431,חשמל ,13300,"4,754","6,100","4,950"
1762000432,מים ,13300,394,600,396
1762000433,חומרי נקיון ,13300,"1,289","1,000",990
1762000434,שרותי נקיון ,13300,"15,311","19,719","18,810"
1762000440,ביטוח מבנה ותכולה ,13300,"1,763","1,800","1,881"
1762000470,ציוד משרדי ,13300,"1,085","1,500",  -   
1762000511,אירוח וכיבוד ,13300,273,"1,000",990
1762000512,"אש""ל ונסיעות ",13300,  -   ,  -   ,  -   
1762000523,דמי חבר בארגונים ,13300,  -   ,600,594
1762000540,הוצאות תקשורת ,13300,"3,481","8,000","3,366"
1762000550,פרסום והדפסות ,13300,  -   ,"2,000","1,980"
1762000561,צילום מסמכים ,13300,"3,337","4,500","3,960"
1762000580,הוצאות אירגוניות ,13300,148,"1,100","1,089"
1762000743,רכישת כלים מכשירים וציוד ,13300,"1,536","3,000","2,970"
1261000490,הכנסות-מוקד ,13400,"-30,000","-30,000","-30,000"
1261000491,עמלה מהתאגיד-שירותי מוקד ,13400,"-269,745","-277,000","-278,000"
1623111105,עובדים זמניים ,13400,"14,588","521,000",  -   
1623111110,שכר קובע(מענה טלפוני-גביה,13400,"389,566","332,311","424,632"
1623111120,תוספות שאינן בשכר קובע ,13400,"23,565","22,673","22,598"
1623111130,שעות נוספות ,13400,712,996,322
1623111140,החזר הוצאות ,13400,"13,469","11,056","15,657"
1623111181,הפרשות סוציאליות ,13400,"104,719","87,406","112,096"
1623111182,מיסים ועלויות ,13400,"32,864","28,239","35,295"
1623111578,קופות חיוב כרטיסי אשראי ,13400,  -   ,"6,000",  -   
1623111743,רכישת כלים מכשירים וציוד ,13400,"14,368","14,500","14,355"
1724100760,שירותי כיבוי אש ,13400,  -   ,  -   ,  -   
1761000105,עובדים זמניים ,13400,"384,876","344,000",  -   
1761000110,שכר קובע ,13400,"2,466,822","2,626,196","3,269,334"
1761000120,תוספות שאינן בשכר קובע ,13400,"508,509","566,602","552,081"
1761000130,שעות נוספות ,13400,"78,350","71,569","58,334"
1761000140,החזר הוצאות ,13400,"197,468","196,038","223,489"
1761000181,הפרשות סוציאליות ,13400,"626,494","668,595","874,246"
1761000182,מיסים ועלויות ,13400,"246,805","261,986","314,878"
1761000288,השתתפות בשי לחגים ,13400,  -   ,  -   ,"38,610"
1761000511,אירוח וכיבוד ,13400,"10,010","11,100","14,949"
1761000512,"אש""ל ונסיעות ",13400,  -   ,  -   ,  -   
1761000522,ספרות מקצועית ,13400,  -   ,500,495
1761000523,דמי חבר באירגונים ,13400,  -   ,350,495
1761000540,הוצאות תקשורת ,13400,"83,570","90,000","57,816"
1761000550,פרסום והדפסות ,13400,"1,294","6,400","6,336"
1761000561,צילום מסמכים ,13400,"27,349","30,000","29,700"
1761000576,תוכנה לתכנון וניהול משמרו,13400,  -   ,"3,540","3,564"
1761000580,הוצאות אירגוניות ,13400,"8,894","6,650","6,435"
1761000731,דלק ,13400,"130,311","144,921","112,254"
1761000735,שכירת רכב תפעולי ,13400,"184,643","100,927","101,515"
1761000743,רכישת מכשירים כלים וציוד ,13400,"39,156","32,400","32,076"
1761000744,כלים למערכות אזעקה ,13400,"36,176","34,200","33,858"
1761000747,ביגוד לצרכי עבודה ,13400,"6,857","8,000","7,920"
1761000750,עבודות קבלניות ,13400,"18,491","24,460","23,760"
