59202,כלי רכב בליסינג תפעולי,16141-424-4
75000,שירותי תרגום,16141-750-8
678640,מחשוב עירוני - העמסה,16141-755-3
55000,צילום ושידור ועדות מועצה,16141-756-0
,ניוזלטר עירוני,16141-758-4
150000,תגבור פעולות - אינטרנט,16141-950-0
253648,משכורת ושכר משולכים,16142-111-6
210163,תוספות,16142-112-3
32974,החזר הוצאות,16142-113-0
108202,הפרשות סוציאליות,16142-116-1
50407,מסים והיטלים על השכר,16142-117-8
52844,החזקת רכם,16142-118-5
55082,שעות נוספות,16142-119-2
,קניית שירות,16142-211-7
59202,כלי רכם כליסינג תפעולי,16142-424-3
4114,תקשורת סלולרית,16142-448-7
3211,כיכודים,16142-610-4
55000,הארכיון העירוני,16142-780-6
1650000,גניזה,16142-785-1
20000,הארכיון העירוני,16142-950-9
285994,משכורת ושכר משולבים,16145-111-3
152063,תוספות,16145-112-0
39331,החזר הוצאות,16145-113-7
125293,הפרשות סוציאליות,16145-116-8
51582,מסים והיטלים על השכר,16145-117-5
43807,החזקת רכב,16145-118-2
115222,שעות נוספות,16145-119-9
59202,כלי רכב בליסינג תפעולי,16145-424-0
4956,תקשורת סלולרית,16145-448-4
40000,פורום כלכלי לירושלים,16145-463-5
20000,הוצאות ארגוניות ושונות,16145-682-6
600000,טקסים ואירועים,16145-780-3
190000,טקסי שמות רחובות,16145-781-0
400000,טקס יקיר ירושלים,16145-784-1
300000,טקסים ואירועים,16145-953-7
218766,משכורת ושכר משולבים,16150-111-5
128636,תוספות,16150-112-2
21948,החזר הוצאות,16150-113-9
89852,הפרשות סוציאליות,16150-116-0
36373,מסים והיטלים על השכר,16150-117-7
52304,החזקת רכב,16150-118-4
36491,שעות נוספות,16150-119-1
958798,קריית העירייה - העמסה,16150-400-8
,כלי רכב בליסינג תפעולי,16150-424-2
77220,תקשורת סלולרית,16150-448-6
21580,רכש ואספקה - העמסה,16150-490-5
110385,טלפונים - העמסה,16150-541-8
1193428,מחשוב עירוני - העמסה,16150-755-1
,חברת הגיחוך - הפחתת העמסה,16150-789-8
,מרכז הדרכה ארצי,16150-950-8
,מפעם פרויקטים שונים,16150-955-3
500000,תגבור פעולות ושונות,16150-958-4
,תגבור פעולות,16150-959-1
1427256,משכורת ושכר משולבים,16151-111-4
735257,תוספות,16151-112-1
116603,החזר הוצאות,16151-113-8
616783,הפרשות סוציאליות,16151-116-9
297532,מסים והיטלים על השכר,16151-117-6
1275431,החזקת רכב,16151-118-3
199482,שעות נוספות,16151-119-0
4900000,אגודות מקצועיות - דמי חבר,16151-211-5
1000000,קניית שירותי כ״א - כללי,16151-214-6
59202,כלי רכב בליסינג תפעולי,16151-424-1
15000,ספרות מקצועית,16151-480-1
220000,בקרת הסכמי שכר,16151-757-4
160000,סקר אפליה,16151-765-3
80000,קידום מעמד האישה,16151-787-3
105000,יועץ לניהול הסדרי פנסיה,16151-791-4
185000,הערכת ביצועי עובדים,16151-802-5
80000,ועדות רפואיות,16151-803-2
50000,תכנית לאתיקה אפקטיבית,16151-812-8
406353,משכורת ושכר משולבים,16152-111-3
542163,תוספות,16152-112-0
50218,החזר הוצאות,16152-113-7
247282,הפרשות סוציאליות,16152-116-8
119097,מסים והיטלים על השכר,16152-117-5
68840,החזקת רכב,16152-118-2
287937,שעות נוספות,16152-119-9
114054,קריית העירייה - העמסה,16152-400-6
177606,כלי רכב בליסינג תפעולי,16152-424-0
10867,תקשורת סלולרית,16152-448-4
8423010,פעולות רווחת עובדים,16152-785-8
419956,משכורת ושכר משולבים,16153-111-2
172312,תוספות,16153-112-9
22535,החזר הוצאות,16153-113-6
183320,הפרשות סוציאליות,16153-116-7
75999,מסים והיטלים על השכר,16153-117-4
199502,החזקת רכב,16153-118-1
98724,שעות נוספות,16153-119-8
118404,כלי רכב בליסינג תפעולי,16153-424-9
30000,ניתוח עיסוקים,16153-449-0
1000000,יועץ לתחום ארגון ושיטות,16153-770-9
20000,ניהול טפסים עירוניים,16153-805-4
350412,משכורת ושכר משולבים,16154-111-1
70529,תוספות,16154-112-8
13946,החזר הוצאות,16154-113-5
130400,הפרשות סוציאליות,16154-116-6
54037,מסים והיטלים על השכר,16154-117-3
94114,החזקת רכב,16154-118-0
63434,שעות נוספות,16154-119-7
1200000,מועדון שלך,16154-212-9
59202,כלי רכב בליסינג תפעולי,16154-424-8
904000,ביטוח רווחת העובדים,16154-799-7
185000,"אירוע ""שלום כיתה א""",16154-801-5
550000,"פעולות ספורט, פנאי ותרבות",16154-804-6
135000,שי למתגייס,16154-807-7
50000,קייטנות לילדי עובדים,16154-809-1
,פעולות בריאות,16154-813-2
70000,דמי חבר שלוש הערים הגדולות,16154-814-9
463555,משכורת ושכר משולבים,16155-111-0
64129,תוספות,16155-112-7
21390,החזר הוצאות,16155-113-4
153877,הפרשות סוציאליות,16155-116-5
65830,מיסים והיטלים על השכר,16155-117-2
237276,החזקת רכב,16155-118-9
54778,שעות נוספות,16155-119-6
3500000,מועדון לרווחת הגמלאים,16155-213-5
59202,כלי רכב בליסינג תפעולי,16155-424-7
40000,פרסום והטמעת חוק הטרדה מינית,16155-631-1
10000,גביית חובות עובדים,16155-727-1
195000,ליווי פרישת עובדים,16155-763-5
389767,משכורת ושכר משולבים,16156-111-9
12966,תוספות,16156-112-6
20643,החזר הוצאות,16156-113-3
80088,הפרשות סוציאליות,16156-116-4
39061,מסים והיטלים על השכר,16156-117-1
65344,החזקת רכב,16156-118-8
15991,שעות נוספות,16156-119-5
142000,ליווי ממשקי עירייה ותאגידים,16156-796-4
243587,משכורת ושכר משולבים,16157-111-8
181307,תוספות,16157-112-5
18012,החזר הוצאות,16157-113-2
129564,הפרשות סוציאליות,16157-116-3
60195,מסים והיטלים על השכר,16157-117-0
285712,החזקת רכב,16157-118-7
35515,שעות נוספות,16157-119-4
500000,פעולות הדרכה לבטיחות ותעבורה,16157-792-5
1500000,פעולות הדרכה-משאבי אנוש,16157-793-2
500000,מלגות להשכלה גבוהה,16157-794-9
47000,השלמת השכלה תיכונית,16157-795-6
330000,קורסים והשתלמויות פרטניות,16157-796-3
45000,פעולות להעשרה,16157-797-0
232660,משכורת ושכר משולבים,16158-111-7
175144,תוספות,16158-112-4
23049,החזר הוצאות,16158-113-1
113201,הפרשות סוציאליות,16158-116-2
61474,מסים והיטלים על השכר,16158-117-9
285545,החזקת רכב,16158-118-6
35470,שעות נוספות,16158-119-3
59202,כלי רכב בליסינג תפעולי,16158-424-4
110000,"עיבודי מל""מ וציוד מחשוב",16158-783-8
266059,משכורת ושכר משולבים,16159-111-6
200287,תוספות,16159-112-3
26358,החזר הוצאות,16159-113-0
129451,הפרשות סוציאליות,16159-116-1
70299,מסים והיטלים על השכר,16159-117-8
326535,החזקת רכב,16159-118-5
40562,שעות נוספות,16159-119-2
59202,כלי רכב בליסינג תפעולי,16159-424-3
1800000,פיתוח ארגוני,16159-779-6
3358025,הפעלת מטה המפעמים,16159-951-6
300000,פיתוח ארגוני,16159-956-1
10768139,משכורת ושכר משולבים,16170-111-9
2655675,תוספות,16170-112-6
967982,החזר הוצאות,16170-113-3
3968464,הפרשות סוציאליות,16170-116-4
1364131,מסים והיטלים על השכר,16170-117-1
1831361,החזקת רכב,16170-118-8
1207399,שעות נוספות,16170-119-5
,קניית שירותי כ״א,16170-200-0
722924,קריית העירייה - העמסה,16170-400-2
355212,כלי רכב בליסינג תפעולי,16170-424-6
75549,תקשורת סלולרית,16170-448-0
100000,דמי חבר ותשלום למנויים,16170-450-7
180000,הדפסות ונייר רציף,16170-462-4
108000,עיתונות וספרות,16170-480-6
2354,רכש ואספקה - העמסה,16170-490-9
20000,נסיעות,16170-510-6
64666,טלפונים - העמסה,16170-541-2
30000,כיבודים,16170-610-7
200000,תשלום לעו״ד חיצוניים - פינויים,16170-727-0
1213602,מחשוב עירוני - העמסה,16170-755-5
,הדפסת חוקי עזר,16170-781-6
930000,אגרות והוצאות פסקי דין,16170-782-3
4190000,תשלום לעורכי דין חיצוניים,16170-783-0
400000,הוצאות משפטיות שונות,16170-784-7
1339393,משכורת ושכר משולבים,16180-111-6
711972,תוספות,16180-112-3
115810,החזר הוצאות,16180-113-0
498637,הפרשות סוציאליות,16180-116-1
219594,מסים והיטלים על השכר,16180-117-8
281246,החזקת רכב,16180-118-5
248367,שעות נוספות,16180-119-2
18960,קניית שירותי כ״א,16180-211-7
1109486,קריית העירייה - העמסה,16180-400-9
236808,כלי רכב בליסינג תפעולי,16180-424-3
25089,תקשורת סלולרית,16180-448-7
-3804990,טלפונים - הפחתה,16180-541-9
3804990,טלפונים־ראשי,16180-543-3
14111,כיבודים,16180-610-4
65600,הוצאות ארגוניות ושונות,16180-682-9
24206824,החזקת מערכות מחשוב,16180-754-5
2863868,שינויים ושיפורים במערכות מחשוב,16180-756-9
1445000,פיתוח מערכות מחשוב,16180-758-3
10000,החזקת תכנות אגפיות,16180-759-0
3900000,"הסכם ""מייקרוסופט""",16180-780-6
160000,חיבור לאינטרנט,16180-781-3
375000,DRP תחזוקת אתר,16180-785-1
350000,תחזוקת חדר מחשב,16180-786-8
250000,ליווי פרויקטים מחשובים,16180-796-1
180000,יועץ תשתיות טלפוניה,16180-797-8
,תפעול והחזקת מסופונים,16180-798-5
1000000,שאילתות חניה,16180-799-2
10000,פעולות מחשוב,16180-951-6
100000,מחשוב כללי,16180-952-3
50000,חיבור לרשת,16180-954-7
50000,גבייה מתאגידים עירוניים,16180-955-4
100000,מערכת מידע גיאוגרפית,16180-956-1
798539,משכורת ושכר משולבים,16181-111-5
215871,תוספות,16181-112-2
64855,החזר הוצאות,16181-113-9
264664,הפרשות סוציאליות,16181-116-0
103353,מסים והיטלים על השכר,16181-117-7
190548,החזקת רכב,16181-118-4
61578,שעות נוספות,16181-119-1
388636,תקשורת סלולרית,16181-448-6
15000,הדפסות,16181-462-0
5000,עיתונות וספרות,16181-480-2
93776,רכש ואספקה - העמסה,16181-490-5
7000,כיבודים,16181-610-3
5000,פרסום,16181-630-9
,פיקוח ובקרה,16181-632-3
10000,הוצאות ארגוניות ושונות,16181-682-8
145632,מחשוב עירוני - העמסה,16181-755-1
300000,בקרת חשבונות חשמל ומים,16181-782-9
45000,בדיקת בטיחות לתורן העירייה,16181-783-6
380000,"בקרה, פיקוח וליווי",16181-796-0
711682,משכורת ושכר משולבים,16182-111-4
180345,תוספות,16182-112-1
78459,החזר הוצאות,16182-113-8
270351,הפרשות סוציאליות,16182-116-9
108847,מסים והיטלים על השכר,16182-117-6
201868,החזקת רכב,16182-118-3
137548,שעות נוספות,16182-119-0
40000,העסקת חניכים,16182-416-2
6400000,חשמל,16182-430-6
550000,מים,16182-431-3
561229,הסקה,16182-432-0
40000,גז,16182-438-2
765629,ביטוח - העמסה,16182-440-9
15000,מכשירי כתיבה והדפסות,16182-460-5
15000,החזקת מכונות משרד,16182-470-8
4000,ספרות מקצועית,16182-480-1
37100,טלפונים - העמסה,16182-541-7
13727,כיבודים,16182-610-2
25750,אמנות,16182-782-8
300000,החזר הוצאות חשמל,16182-951-4
1900000,קניית שירותי כ״א - תחזוקה,16183-210-7
490000,חומרים וציוד עזר לעבודה,16183-720-5
5660000,קבלן ניקיון,16183-749-4
305000,קבלן מעליות,16183-752-8
389000,קבלנים לפי קריאה,16183-753-5
215500,קבלן גינון,16183-754-2
3900000,קבלן תחזוקה,16183-756-6
180000,שינויים והתאמות בכיכר ספרא,16183-757-3
87451,תשלומי ארנונה - מסעדת העובדים,16183-763-8
254880,חניונים,16183-766-9
50000,אגרות כיבוי אש,16183-767-6
500000,דמי ניהול - מסחר בכיכר,16183-952-0
360000,חניית עובדים,16183-953-7
463061,משכורת ושכר משולבים,16184-111-2
100659,תוספות,16184-112-9
33396,החזר הוצאות,16184-113-6
95534,הפרשות סוציאליות,16184-116-7
55014,מסים והיטלים על השכר,16184-117-4
49680,החזקת רכב,16184-118-1
27205,שעות נוספות,16184-119-8
,כלי רכב בליסינג תפעולי,16184-424-9
-23588366,קריית העירייה - הפחתת העמסה,16199-400-7
-39625765,מחשוב עירוני - הפחתת העמסה,16199-755-0
1391249,משכורת ושכר משולבים,16211-111-9
772548,תוספות,16211-112-6
112025,החזר הוצאות,16211-113-3
512917,הפרשות סוציאליות,16211-116-4
209209,מסים והיטלים על השכר,16211-117-1
156167,החזקת רכב,16211-118-8
140718,שעות נוספות,16211-119-5
774585,קריית העירייה - העמסה,16211-400-2
177606,כלי רכב בליסינג תפעולי,16211-424-6
766198,ביטוח - העמסה,16211-440-4
73429,תקשורת סלולרית,16211-448-0
48000,מכשירי כתיבה וציוד משרדי,16211-460-0
100000,הדפסות,16211-462-4
6000,החזקת מכונות משרד,16211-470-3
40000,עיתונות וספרות,16211-480-6
5886,רכש ואספקה - העמסה,16211-490-9
7000,נסיעות,16211-510-6
6000,טלפונים,16211-540-5
230597,טלפונים - העמסה,16211-541-2
2499,דואר,16211-545-0
35500,כיבודים,16211-610-7
30000,שליחויות,16211-712-2
1078795,מחשוב עירוני - העמסה,16211-755-5
,הפחתת העמסת שכר - חברת הגיחון,16211-789-2
500000,ליווי פיננסי,16211-791-9
500000,תגבור פעולות ושונות,16211-951-9
1702190,משכורת ושכר משולבים,16213-111-7
780638,תוספות,16213-112-4
156469,החזר הוצאות,16213-113-1
645536,הפרשות סוציאליות,16213-116-2
262505,מסים והיטלים על השכר,16213-117-9
408657,החזקת רכב,16213-118-6
252318,שעות נוספות,16213-119-3
177606,כלי רכב בליסינג תפעולי,16213-424-4
2158415,משכורת ושכר משולבים,16214-111-6
155635,תוספות,16214-112-3
127602,החזר הוצאות,16214-113-0
690246,הפרשות סוציאליות,16214-116-1
231837,מסים והיטלים על השכר,16214-117-8
255440,החזקת רכב,16214-118-5
129546,שעות נוספות,16214-119-2
296010,כלי רכב בליסינג תפעולי,16214-424-3
27013,תקשורת סלולרית,16214-448-7
709030,משכורת ושכר משולבים,16215-111-5
587998,תוספות,16215-112-2
136657,החזר הוצאות,16215-113-9
475463,הפרשות סוציאליות,16215-116-0
170025,מסים והיטלים על השכר,16215-117-7
345952,החזקת רכב,16215-118-4
207005,שעות נוספות,16215-119-1
,כלי רכב בליסינג תפעולי,16215-424-2
3060000,עיבוד והפקה של תלושי שכר,16215-783-6
8908558,משכורת ושכר משולבים,16220-111-7
9238449,תוספות,16220-112-4
1578191,החזר הוצאות,16220-113-1
4447775,הפרשות סוציאליות,16220-116-2
1768309,מסים והיטלים על השכר,16220-117-9
1819179,החזקת רכב,16220-118-6
1230408,שעות נוספות,16220-119-3
450000,קניית שירותי כ״א,16220-211-8
130000,בגדי עבודה,16220-215-6
1549169,קריית העירייה - העמסה,16220-400-0
177606,כלי רכב בליסינג תפעולי,16220-424-4
83370,תקשורת סלולרית,16220-448-8
100000,כיבוס מדים,16220-451-2
400000,ציוד משרדי,16220-460-8
1600000,הדפסות ונייר רציף,16220-462-2
14390,ספרות מקצועית,16220-480-4
392,רכש ואספקה - העמסה,16220-490-7
180000,שירותי מידע וגבייה,16220-540-3
4500000,דואר,16220-545-8
80000,כיבודים,16220-610-5
250000,פרסומים,16220-630-1
140000,הוצאות ארגוניות ושונות,16220-682-0
120000,הובלה ברכב שכור,16220-712-0
2000000,גביית חובות חנייה,16220-727-8
14000000,סקר נכסים,16220-753-9
2868884,מחשוב עירוני - העמסה,16220-755-3
500000,סקר נכסים־פרויקטים מיוחדים,16220-756-0
200000,בקרה על תשלום לעו״ד חיצוניים,16220-782-1
850000,שכר טרחה-פרויקטים מיוחדים,16220-784-5
2000000,בדיקות כלכליות,16220-786-9
6000000,עמלות עיקולים,16220-787-6
8700000,אגרות תביעות ארנונה,16220-789-0
100000,מדידות,16220-790-0
,שמירה וסדרנות,16220-792-4
8200000,הנחה לגבייה - הוראות קבע,16310-780-3
800000,הנחה לגבייה מרוכזת,16310-781-0
1800000,הוצאות בנק וריבית,16320-780-0
7600000,החזקת חשבונות - מסים,16320-781-7
2000000,הנחה למקדימים בתשלום,16330-780-7
163000000,תשלומים על חשבון הקרן,16340-991-6
45000000,תשלומים על חשבון הריבית,16340-992-3
22000000,תשלומים על חשבון ההצמדה,16340-993-0
1111768,משכורת ושכר משולבים,17010-111-5
458970,תוספות,17010-112-2
95999,החזר הוצאות,17010-113-9
398534,הפרשות סוציאליות,17010-116-0
161524,מסים והיטלים על השכר,17010-117-7
131771,החזקת רכב,17010-118-4
134807,שעות נוספות,17010-119-1
236808,כלי רכב בליסינג תפעולי,17010-424-2
15837,תקשורת סלולרית,17010-448-6
18000,מכשירי כתיבה וציוד משרדי,17010-460-6
300000,פיקוח ובקרת קבלנים,17010-477-8
5000,עיתונות ספרות,17010-480-2
8600,כיבודים,17010-610-3
35000,הוצאות ארגוניות ושונות,17010-682-8
25000,הפעלת מודל מצוינות,17010-688-0
121360,מחשוב עירוני - העמסה,17010-755-1
3000000,תגבור פעולות,17010-959-1
1605155,משכורת ושכר משולבים,17110-111-8
1108219,תוספות,17110-112-5
173441,החזר הוצאות,17110-113-2
687739,הפרשות סוציאליות,17110-116-3
286824,מסים והיטלים על השכר,17110-117-0
396298,החזקת רכב,17110-118-7
321799,שעות נוספות,17110-119-4
1144216,בגדי עבודה,17110-215-7
355422,קריית העירייה - העמסה,17110-400-1
177606,כלי רכב בליסינג תפעולי,17110-424-5
1031879,ביטוח - העמסה,17110-440-3
404015,תקשורת סלולרית,17110-448-9
98330,ציוד משרדי והדפסות,17110-460-9
3053,עיתונות וספרות,17110-480-5
802004,רכש ואספקה - העמסה,17110-490-8
37592,טלפונים - העמסה,17110-541-1
1940,דואר,17110-545-9
30845,כיבודים,17110-610-6
40000,הפעלת מודל מצוינות,17110-688-3
350000,תשלום אגרות כיבוי אש,17110-689-0
13992277,דלק,17110-735-8
203500,חינוך והדרכה לאיכות הסביבה,17110-745-1
498765,פעולות מחזור במינהלים קהילתיים,17110-746-8
1219419,מחשוב עירוני - העמסה,17110-755-4
100000,ביצוע עבודות לגורמים משלמים,17110-954-9
150000,הוצאות שונות,17110-956-3
1000000,מיגון כלי רכב,17110-957-0
