500000,"תגכור פעולות",6140-959-4
240140,"משכורת ושכר משולכים",6142-111-6
236487,תוספות,6142-112-3
41162,"החזר הוצאות",6142-113-0
115462,"הפרשות סוציאליות",6142-116-1
46585,"מסים והיטלים על השכר",6142-117-8
30643,"החזקת רכם",6142-118-5
43789,"שעות נוספות",6142-119-2
60000,"קניית שירות",6142-211-7
60168,"כלי רכם כליסינג תפעולי",6142-424-3
4149,"תקשורת סלולרית",6142-448-7
3211,כיכודים,6142-610-4
58360,"הארכיון העירוני",6142-780-6
1508000,גניזה,6142-785-1
20000,"הארכיון העירוני",6142-950-9
168967,"משכורת ושכר משולבים",6145-111-3
248870,תוספות,6145-112-0
34655,"החזר הוצאות",6145-113-7
109836,"הפרשות סוציאליות",6145-116-8
53710,"מסים והיטלים על השכר",6145-117-5
58059,"החזקת רכב",6145-118-2
128246,"שעות נוספות",6145-119-9
60168,"כלי רכב בליסינג תפעולי",6145-424-0
3512,"תקשורת סלולרית",6145-448-4
140000,"פורום כלכלי לירושלים",6145-463-5
20000,"הוצאות ארגוניות ושונות",6145-682-6
540000,"טקסים ואירועים",6145-780-3
300000,"טקסי שמות רחובות",6145-781-0
400000,"טקס יקיר ירושלים",6145-784-1
300000,"טקסים ואירועים",6145-953-7
901816,"משכורת ושכר משולבים",6132-111-9
984663,תוספות,6132-112-6
166104,"החזר הוצאות",6132-113-3
521496,"הפרשות סוציאליות",6132-116-4
198326,"מסים והיטלים על השכר",6132-117-1
293009,"החזקת רכב",6132-118-8
247773,"שעות נוספות",6132-119-5
,"קניית שירות איכות השירות",6132-200-0
1194822,"העסקת עובדים עם מוגבלויות",6132-215-8
120337,"כלי רכב בליסינג תפעולי",6132-424-6
16482,"תקשורת סלולרית",6132-448-0
,"תפעול אפליקציה עירונית",6132-450-7
,"תהליכי הוקרה לעובדים",6132-451-4
2861,"רכש ואספקה - העמסה",6132-490-9
18000,כיבודים,6132-610-7
400000,"פרסום והסברה",6132-630-3
50639,"הוצאות ארגוניות ושונות",6132-682-2
30000,"פרס תושבים מעורבים",6132-781-6
300000,"תגבור פעולות איכות השירות",6132-782-3
,"ערב הוקרה לעובדים",6132-783-0
325740,"הפעלת המרכז לאיכות השירות",6132-790-2
363000,"תרבות ארגונית ממוקדת תושב",6132-791-9
400000,"תפעול כרטיס תושב",6132-794-0
500000,"הטבות עירוניות לכרטיס תושב",6132-796-4
56160,"הפעלת מרכז מבקרים",6132-797-1
50000,"דורות ירושלים",6132-798-8
160000,יועצים,6132-799-5
25000,"שי למתנדבים",6132-800-6
20000,"סיורים בקריית העירייה",6132-957-1
500000,"תגבור פעולות",6132-959-5
327278,"משכורת ושכר משולבים",6141-111-7
242756,תוספות,6141-112-4
71447,"החזר הוצאות",6141-113-1
195017,"הפרשות סוציאליות",6141-116-2
65746,"מסים והיטלים על השכר",6141-117-9
170019,"החזקת רכב",6141-118-6
57892,"שעות נוספות",6141-119-3
18840,"קניית שירותי כ״א",6141-211-8
,"כלי רכב בליסינג תפעולי",6141-424-4
60000,"שירותי תרגום",6141-750-8
663593,"מחשוב עירוני - העמסה",6141-755-3
70000,"צילום ושידור ועדות מועצה",6141-756-0
95000,"ניוזלטר עירוני",6141-758-4
150000,"תגבור פעולות - אינטרנט",6141-950-0
3386826,"משכורת ושכר משולבים",6111-111-6
"1 13,21",תוספות,6111-112-3
271004,"החזר הוצאות",6111-113-0
1027766,"הפרשות סוציאליות",6111-116-1
318189,"מסים והיטלים על השכר",6111-117-8
323343,"החזקת רכב",6111-118-5
300842,"כלי רכב בליסינג תפעולי",6111-424-3
2695308,"משכורת ושכר משולבים",6112-111-5
1631215,תוספות,6112-112-2
430952,"החזר הוצאות",6112-113-9
1197107,"הפרשות סוציאליות",6112-116-0
443122,"מסים והיטלים על השכר",6112-117-7
888708,"החזקת רכב",6112-118-4
179367,"שעות נוספות",6112-119-1
,"כלי רכב בליסינג תפעולי",6112-424-2
2637411,"משכורת ושכר משולבים",6113-111-4
396130,תוספות,6113-112-1
185571,"החזר הוצאות",6113-113-8
944312,"הפרשות סוציאליות",6113-116-9
296063,"מסים והיטלים על השכר",6113-117-6
497288,"החזקת רכב",6113-118-3
81288,"שעות נוספות",6113-119-0
18840,"קניית שירותי כ״א",6113-212-2
180505,"כלי רכב בליסינג תפעולי",6113-424-1
140000,"הוצאות ארגוניות שונות",6113-682-7
637200,יועצים,6113-791-4
70000,"קרן ראש העיר",6113-945-9
1606237,"משכורת ושכר משולבים",6130-111-1
1306875,תוספות,6130-112-8
237487,"החזר הוצאות",6130-113-5
731584,"הפרשות סוציאליות",6130-116-6
315899,"מסים והיטלים על השכר",6130-117-3
560345,"החזקת רכב",6130-118-0
344877,"שעות נוספות",6130-119-7
195000,"קניית שירותי כ״א",6130-221-5
3091906,"קריית העירייה - העמסה",6130-400-4
57000,"תיקונים, שיפוצים ושונות",6130-420-0
120337,"כלי רכב בליסינג תפעולי",6130-424-8
824708,"ביטוח - העמסה",6130-440-6
121450,"תקשורת סלולרית",6130-448-2
249200,"מכשירי כתיבה והדפסות",6130-460-2
365000,"תמלול ועדות",6130-470-5
10000,"עיתונות וספרות",6130-480-8
79392,"רכש ואספקה - העמסה",6130-490-1
6168,נסיעות,6130-510-8
432400,"דמי ייצוג נבחרים",6130-511-5
25000,"כרטיסי רשת אלחוטיים",6130-512-2
1461161,"טלפונים - העמסה",6130-541-4
231353,דואר,6130-545-2
84348,כיבודים,6130-610-9
74600,"ועדות מועצה",6130-620-2
90000,"פרסום הקצבות לתמיכות ושונות",6130-630-5
6000,"פרסום חוק חופש המידע",6130-631-2
271015,"מוסך ותחבורה - העמסה",6130-710-0
20534,דלק,6130-735-1
1608852,"מחשוב עירוני - העמסה",6130-755-7
54000,"טיפול באוכלוסייה הערבית",6130-780-1
340000,"פעולות שונות, השתלמויות ונסיעות",6130-786-3
25000,צילומים,6130-787-0
74875,"היחידה ליחסי חוץ",6130-788-7
140000,"ועדות ערר",6130-791-1
1310381,"משכורת ושכר משולבים",7480-111-6
1221974,תוספות,7480-112-3
211526,"החזר הוצאות",7480-113-0
556995,"הפרשות סוציאליות",7480-116-1
242679,"מסים והיטלים על השכר",7480-117-8
176300,"החזקת רכב",7480-118-5
254588,"שעות נוספות",7480-119-2
18960,"קניית שירותי כ״א",7480-210-0
60168,"כלי רכב בליסינג תפעולי",7480-424-3
23576,"תקשורת סלולרית",7480-448-7
1073,"רכש ואספקה - העמסה",7480-490-6
123449,"טלפונים - העמסה",7480-541-9
19068,כיבודים,7480-610-4
33419,"הוצאות ארגוניות ושונות",7480-682-9
379742,"מחשוב עירוני - העמסה",7480-755-2
1040587,"משכורת ושכר משולבים",6125-111-9
261819,תוספות,6125-112-6
84524,"החזר הוצאות",6125-113-3
379768,"הפרשות סוציאליות",6125-116-4
135017,"מסים והיטלים על השכר",6125-117-1
159494,"החזקת רכב",6125-118-8
92687,"שעות נוספות",6125-119-5
120337,"כלי רכב בליסינג תפעולי",6125-424-6
48000,"קרן מנכ״ל",6125-945-4
432055,"משכורת ושכר משולבים",6152-111-3
510187,תוספות,6152-112-0
56789,"החזר הוצאות",6152-113-7
231184,"הפרשות סוציאליות",6152-116-8
110997,"מסים והיטלים על השכר",6152-117-5
70366,"החזקת רכב",6152-118-2
272946,"שעות נוספות",6152-119-9
114184,"קריית העירייה - העמסה",6152-400-6
180505,"כלי רכב בליסינג תפעולי",6152-424-0
9473,"תקשורת סלולרית",6152-448-4
8199318,"פעולות רווחת עובדים",6152-785-8
10946678,"משכורת ושכר משולבים",6170-111-9
2305748,תוספות,6170-112-6
967068,"החזר הוצאות",6170-113-3
3703018,"הפרשות סוציאליות",6170-116-4
1339856,"מסים והיטלים על השכר",6170-117-1
2137883,"החזקת רכב",6170-118-8
1134389,"שעות נוספות",6170-119-5
10000,"קניית שירותי כ״א",6170-200-0
723751,"קריית העירייה - העמסה",6170-400-2
240674,"כלי רכב בליסינג תפעולי",6170-424-6
70871,"תקשורת סלולרית",6170-448-0
100000,"דמי חבר ותשלום למנויים",6170-450-7
180000,"הדפסות ונייר רציף",6170-462-4
108000,"עיתונות וספרות",6170-480-6
2146,"רכש ואספקה - העמסה",6170-490-9
20000,נסיעות,6170-510-6
64666,"טלפונים - העמסה",6170-541-2
27755,כיבודים,6170-610-7
200000,"תשלום לעו״ד חיצוניים - פינויים",6170-727-0
1186693,"מחשוב עירוני - העמסה",6170-755-5
2000,"הדפסת חוקי עזר",6170-781-6
930000,"אגרות והוצאות פסקי דין",6170-782-3
4190000,"תשלום לעורכי דין חיצוניים",6170-783-0
400000,"הוצאות משפטיות שונות",6170-784-7
1968744,"משכורת ושכר משולבים",6121-111-3
1289260,תוספות,6121-112-0
153363,"החזר הוצאות",6121-113-7
740728,"הפרשות סוציאליות",6121-116-8
333302,"מסים והיטלים על השכר",6121-117-5
414779,"החזקת רכב",6121-118-2
202097,"שעות נוספות",6121-119-9
300555,"קריית העירייה - העמסה",6121-400-6
421179,"כלי רכב בליסינג תפעולי",6121-424-0
49971,"תקשורת סלולרית",6121-448-4
27000,"מכשירי כתיבה וציוד משרדי",6121-460-4
45000,הדפסות,6121-462-8
9000,"ספרות מקצועית",6121-480-0
715,"רכש ואספקה - העמסה",6121-490-3
26108,"טלפונים - העמסה",6121-541-6
616,דואר,6121-545-4
7764,כיבודים,6121-610-1
54000,"הוצאות שונות",6121-682-6
272939,"מחשוב עירוני - העמסה",6121-755-9
770000,"סיוע מגורמים חוץ־עירוניים",6121-791-3
207107,"משכורת ושכר משולבים",6122-111-2
219812,תוספות,6122-112-9
26528,"החזר הוצאות",6122-113-6
94650,"הפרשות סוציאליות",6122-116-7
41919,"מסים והיטלים על השכר",6122-117-4
43576,"החזקת רכב",6122-118-1
29157,"שעות נוספות",6122-119-8
,"כלי רכב בליסינג תפעולי",6122-424-9
30000,"דוח שנתי",6122-931-6
551356,"משכורת ושכר משולבים",6101-111-9
161587,תוספות,6101-112-6
42061,"החזר הוצאות",6101-113-3
213700,"הפרשות סוציאליות",6101-116-4
74411,"מסים והיטלים על השכר",6101-117-1
75695,"החזקת רכב",6101-118-8
45892,"שעות נוספות",6101-119-5
10000,"קניית שירותי כ״א-תמלול ועדות",6101-213-4
,"כלי רכב בליסינג תפעולי",6101-424-6
23900,כיבודים,6101-610-7
397000,"פרסום מודעות",6101-630-3
132000,"הוצאות ארגוניות ושונות",6101-682-2
100000,"מיון והערכה של עובדים",6101-782-3
66700,"בטיחות וגיהות",6101-798-8
25165,"סריקת מסמכים",6101-808-2
663588,"משכורת ושכר משולבים",6181-111-5
175947,תוספות,6181-112-2
61394,"החזר הוצאות",6181-113-9
224443,"הפרשות סוציאליות",6181-116-0
86744,"מסים והיטלים על השכר",6181-117-7
181803,"החזקת רכב",6181-118-4
53520,"שעות נוספות",6181-119-1
420583,"תקשורת סלולרית",6181-448-6
15000,הדפסות,6181-462-0
5000,"עיתונות וספרות",6181-480-2
85471,"רכש ואספקה - העמסה",6181-490-5
7000,כיבודים,6181-610-3
5000,פרסום,6181-630-9
100000,"פיקוח ובקרה",6181-632-3
10000,"הוצאות ארגוניות ושונות",6181-682-8
142403,"מחשוב עירוני - העמסה",6181-755-1
250000,"בקרת חשבונות חשמל ומים",6181-782-9
85000,"בדיקת בטיחות לתורן העירייה",6181-783-6
320000,"בקרה, פיקוח וליווי",6181-796-0
536721,"משכורת ושכר משולבים",6182-111-4
268021,תוספות,6182-112-1
75187,"החזר הוצאות",6182-113-8
165200,"הפרשות סוציאליות",6182-116-9
84824,"מסים והיטלים על השכר",6182-117-6
149107,"החזקת רכב",6182-118-3
98868,"שעות נוספות",6182-119-0
51750,"העסקת חניכים",6182-416-2
7164491,חשמל,6182-430-6
499600,מים,6182-431-3
461229,הסקה,6182-432-0
40000,גז,6182-438-2
654555,"ביטוח - העמסה",6182-440-9
18000,"מכשירי כתיבה והדפסות",6182-460-5
12000,"החזקת מכונות משרד",6182-470-8
2000,"ספרות מקצועית",6182-480-1
37100,"טלפונים - העמסה",6182-541-7
13727,כיבודים,6182-610-2
14000,אמנות,6182-782-8
300000,"החזר הוצאות חשמל",6182-951-4
2000000,"קניית שירותי כ״א - תחזוקה",6183-210-7
510000,"חומרים וציוד עזר לעבודה",6183-720-5
5408393,"קבלן ניקיון",6183-749-4
390701,"קבלן מעליות",6183-752-8
371000,"קבלנים לפי קריאה",6183-753-5
215500,"קבלן גינון",6183-754-2
3550718,"קבלן תחזוקה",6183-756-6
180000,"שינויים והתאמות בכיכר ספרא",6183-757-3
87750,"תשלומי ארנונה - מסעדת העובדים",6183-763-8
254880,חניונים,6183-766-9
,"אגרות כיבוי אש",6183-767-6
500000,"דמי ניהול - מסחר בכיכר",6183-952-0
360000,"חניית עובדים",6183-953-7
478858,"משכורת ושכר משולבים",6184-111-2
90565,תוספות,6184-112-9
32046,"החזר הוצאות",6184-113-6
91569,"הפרשות סוציאליות",6184-116-7
54402,"מסים והיטלים על השכר",6184-117-4
45940,"החזקת רכב",6184-118-1
22079,"שעות נוספות",6184-119-8
60168,"כלי רכב בליסינג תפעולי",6184-424-9
749911,"משכורת ושכר משולבים",6131-111-0
850486,תוספות,6131-112-7
152321,"החזר הוצאות",6131-113-4
444965,"הפרשות סוציאליות",6131-116-5
158278,"מסים והיטלים על השכר",6131-117-2
146899,"החזקת רכב",6131-118-9
131466,"שעות נוספות",6131-119-6
1350000,"קניית שירותי כ״א - שופטים",6131-211-1
361710,"קניית שירותי כ״א",6131-212-8
150000,"אבטחה ושמירה",6131-417-5
120337,"כלי רכב בליסינג תפעולי",6131-424-7
6174,"תקשורת סלולרית",6131-448-1
1788,"רכש ואספקה - העמסה",6131-490-0
700000,דואר,6131-545-1
22855,כיבודים,6131-610-8
60000,"סריקת אישורי מסירה",6131-750-1
301824,"מחשוב עירוני - העמסה",6131-755-6
303000,"הוצאות בית משפט",6131-782-4
400000,"החזר הוצאות משפט ודמי עיקול",6131-783-1
300000,"קנסות ועדה מחוזית",6131-784-8
160000,"מסירת הזמנות בית המשפט",6131-785-5
100000,"גביית חובות בית המשפט",6131-786-2
4553755,"משכורת ושכר משולבים",6150-111-5
2663000,תוספות,6150-112-2
441144,"החזר הוצאות",6150-113-9
1773908,"הפרשות סוציאליות",6150-116-0
757912,"מסים והיטלים על השכר",6150-117-7
1196137,"החזקת רכב",6150-118-4
712650,"שעות נוספות",6150-119-1
959893,"קריית העירייה - העמסה",6150-400-8
661853,"כלי רכב בליסינג תפעולי",6150-424-2
67133,"תקשורת סלולרית",6150-448-6
19669,"רכש ואספקה - העמסה",6150-490-5
110385,"טלפונים - העמסה",6150-541-8
1166966,"מחשוב עירוני - העמסה",6150-755-1
-85102,"חברת הגיחוך - הפחתת העמסה",6150-789-8
700000,"מרכז הדרכה ארצי",6150-950-8
500000,"מפעם פרויקטים שונים",6150-955-3
500000,"תגבור פעולות ושונות",6150-958-4
2000000,"תגבור פעולות",6150-959-1
,"משכורת ושכר משולבים",6151-111-4
,תוספות,6151-112-1
,"החזר הוצאות",6151-113-8
,"הפרשות סוציאליות",6151-116-9
,"מסים והיטלים על השכר",6151-117-6
,"החזקת רכב",6151-118-3
,"שעות נוספות",6151-119-0
4650000,"אגודות מקצועיות - דמי חבר",6151-211-5
1195000,"קניית שירותי כ״א - כללי",6151-214-6
,"כלי רכב בליסינג תפעולי",6151-424-1
15000,"ספרות מקצועית",6151-480-1
50000,"בקרת הסכמי שכר",6151-757-4
10000,"סקר אפליה",6151-765-3
80000,"קידום מעמד האישה",6151-787-3
122000,"יועץ לניהול הסדרי פנסיה",6151-791-4
190000,"הערכת ביצועי עובדים",6151-802-5
63000,"ועדות רפואיות",6151-803-2
65000,"תכנית לאתיקה אפקטיבית",6151-812-8
,"משכורת ושכר משולבים",6153-111-2
,תוספות,6153-112-9
,"החזר הוצאות",6153-113-6
,"הפרשות סוציאליות",6153-116-7
,"מסים והיטלים על השכר",6153-117-4
,"החזקת רכב",6153-118-1
,"שעות נוספות",6153-119-8
,"כלי רכב בליסינג תפעולי",6153-424-9
30000,"ניתוח עיסוקים",6153-449-0
650000,"יועץ לתחום ארגון ושיטות",6153-770-9
,"ניהול טפסים עירוניים",6153-805-4
,"משכורת ושכר משולבים",6154-111-1
,תוספות,6154-112-8
,"החזר הוצאות",6154-113-5
,"הפרשות סוציאליות",6154-116-6
,"מסים והיטלים על השכר",6154-117-3
,"החזקת רכב",6154-118-0
,"שעות נוספות",6154-119-7
1080000,"מועדון שלך",6154-212-9
,"כלי רכב בליסינג תפעולי",6154-424-8
884000,"ביטוח רווחת העובדים",6154-799-7
140000,"אירוע ""שלום כיתה א""",6154-801-5
,"פעולות ספורט, פנאי ותרבות",6154-804-6
105000,"שי למתגייס",6154-807-7
50000,"קייטנות לילדי עובדים",6154-809-1
140500,"פעולות בריאות",6154-813-2
,"דמי חבר שלוש הערים הגדולות",6154-814-9
,"משכורת ושכר משולבים",6155-111-0
,תוספות,6155-112-7
,"החזר הוצאות",6155-113-4
,"הפרשות סוציאליות",6155-116-5
,"מיסים והיטלים על השכר",6155-117-2
,"החזקת רכב",6155-118-9
,"שעות נוספות",6155-119-6
3100000,"מועדון לרווחת הגמלאים",6155-213-5
,"כלי רכב בליסינג תפעולי",6155-424-7
40000,"פרסום והטמעת חוק הטרדה מינית",6155-631-1
,"גביית חובות עובדים",6155-727-1
195000,"ליווי פרישת עובדים",6155-763-5
,"משכורת ושכר משולבים",6157-111-8
,תוספות,6157-112-5
,"החזר הוצאות",6157-113-2
,"הפרשות סוציאליות",6157-116-3
,"מסים והיטלים על השכר",6157-117-0
,"החזקת רכב",6157-118-7
,"שעות נוספות",6157-119-4
475000,"פעולות הדרכה לבטיחות ותעבורה",6157-792-5
1149800,"פעולות הדרכה-משאבי אנוש",6157-793-2
454300,"מלגות להשכלה גבוהה",6157-794-9
50000,"השלמת השכלה תיכונית",6157-795-6
330000,"קורסים והשתלמויות פרטניות",6157-796-3
175000,"פעולות להעשרה",6157-797-0
,"משכורת ושכר משולבים",6158-111-7
,תוספות,6158-112-4
,"החזר הוצאות",6158-113-1
,"הפרשות סוציאליות",6158-116-2
,"מסים והיטלים על השכר",6158-117-9
,"החזקת רכב",6158-118-6
,"שעות נוספות",6158-119-3
,"כלי רכב בליסינג תפעולי",6158-424-4
110000,"עיבודי מל""מ וציוד מחשוב",6158-783-8
,"משכורת ושכר משולבים",6159-111-6
,תוספות,6159-112-3
,"החזר הוצאות",6159-113-0
,"הפרשות סוציאליות",6159-116-1
,"מסים והיטלים על השכר",6159-117-8
,"החזקת רכב",6159-118-5
,"שעות נוספות",6159-119-2
,"כלי רכב בליסינג תפעולי",6159-424-3
1460000,"פיתוח ארגוני",6159-779-6
3358025,"הפעלת מטה המפעמים",6159-951-6
300000,"פיתוח ארגוני",6159-956-1
1390212,"משכורת ושכר משולבים",6211-111-9
772730,תוספות,6211-112-6
117701,"החזר הוצאות",6211-113-3
497004,"הפרשות סוציאליות",6211-116-4
207644,"מסים והיטלים על השכר",6211-117-1
167318,"החזקת רכב",6211-118-8
131603,"שעות נוספות",6211-119-5
775470,"קריית העירייה - העמסה",6211-400-2
180505,"כלי רכב בליסינג תפעולי",6211-424-6
683578,"ביטוח - העמסה",6211-440-4
46416,"תקשורת סלולרית",6211-448-0
48000,"מכשירי כתיבה וציוד משרדי",6211-460-0
100000,הדפסות,6211-462-4
6000,"החזקת מכונות משרד",6211-470-3
39748,"עיתונות וספרות",6211-480-6
5364,"רכש ואספקה - העמסה",6211-490-9
7688,נסיעות,6211-510-6
15000,טלפונים,6211-540-5
230597,"טלפונים - העמסה",6211-541-2
2858,דואר,6211-545-0
32476,כיבודים,6211-610-7
,שליחויות,6211-712-2
1054875,"מחשוב עירוני - העמסה",6211-755-5
-16397,"הפחתת העמסת שכר - חברת הגיחון",6211-789-2
585675,"ליווי פיננסי",6211-791-9
200000,"תגבור פעולות ושונות",6211-951-9
8725591,"משכורת ושכר משולבים",6220-111-7
9292280,תוספות,6220-112-4
1541336,"החזר הוצאות",6220-113-1
4253825,"הפרשות סוציאליות",6220-116-2
1734666,"מסים והיטלים על השכר",6220-117-9
2021362,"החזקת רכב",6220-118-6
1227772,"שעות נוספות",6220-119-3
350000,"קניית שירותי כ״א",6220-211-8
11500,"בגדי עבודה",6220-215-6
1550940,"קריית העירייה - העמסה",6220-400-0
240674,"כלי רכב בליסינג תפעולי",6220-424-4
83586,"תקשורת סלולרית",6220-448-8
110000,"כיבוס מדים",6220-451-2
400000,"ציוד משרדי",6220-460-8
1010000,"הדפסות ונייר רציף",6220-462-2
14390,"ספרות מקצועית",6220-480-4
358,"רכש ואספקה - העמסה",6220-490-7
299200,"שירותי מידע וגבייה",6220-540-3
4980000,דואר,6220-545-8
80000,כיבודים,6220-610-5
150000,פרסומים,6220-630-1
170000,"הוצאות ארגוניות ושונות",6220-682-0
400000,"הובלה ברכב שכור",6220-712-0
1900000,"גביית חובות חנייה",6220-727-8
9520000,"סקר נכסים",6220-753-9
2805273,"מחשוב עירוני - העמסה",6220-755-3
300000,"סקר נכסים־פרויקטים מיוחדים",6220-756-0
,"בקרה על תשלום לעו״ד חיצוניים",6220-782-1
450000,"שכר טרחה-פרויקטים מיוחדים",6220-784-5
2000000,"בדיקות כלכליות",6220-786-9
5900000,"עמלות עיקולים",6220-787-6
9040000,"אגרות תביעות ארנונה",6220-789-0
50000,מדידות,6220-790-0
120000,"שמירה וסדרנות",6220-792-4
1419547,"משכורת ושכר משולבים",6213-111-7
927286,תוספות,6213-112-4
148388,"החזר הוצאות",6213-113-1
591758,"הפרשות סוציאליות",6213-116-2
248953,"מסים והיטלים על השכר",6213-117-9
448595,"החזקת רכב",6213-118-6
214706,"שעות נוספות",6213-119-3
180505,"כלי רכב בליסינג תפעולי",6213-424-4
723655,"משכורת ושכר משולבים",6215-111-5
639004,תוספות,6215-112-2
125694,"החזר הוצאות",6215-113-9
373160,"הפרשות סוציאליות",6215-116-0
167107,"מסים והיטלים על השכר",6215-117-7
398256,"החזקת רכב",6215-118-4
196675,"שעות נוספות",6215-119-1
120337,"כלי רכב בליסינג תפעולי",6215-424-2
2410000,"עיבוד והפקה של תלושי שכר",6215-783-6
362418,"משכורת ושכר משולבים",9610-111-5
106214,תוספות,9610-112-2
27648,"החזר הוצאות",9610-113-9
140470,"הפרשות סוציאליות",9610-116-0
48912,"מיסים והיטלים על השכר",9610-117-7
49756,"החזקת רכב",9610-118-4
30166,"שעות נוספות",9610-119-1
17000000,"ביטוח אחריות כלפי צד ג'",9610-441-7
3860000,"ביטוח מבנים ורכוש",9610-442-4
4200000,"ביטוח צי רכב",9610-443-1
1185000,"ביטוח חבות מעבידים",9610-444-8
220000,"ביטוח חבויות שונות",9610-445-5
,"יועץ ביטוחים",9610-791-5
700000,"ביטוח גג קבלנים",9610-954-6
2110034,"משכורת ושכר משולבים",6214-111-6
123947,תוספות,6214-112-3
134967,"החזר הוצאות",6214-113-0
646311,"הפרשות סוציאליות",6214-116-1
227046,"מסים והיטלים על השכר",6214-117-8
255042,"החזקת רכב",6214-118-5
159686,"שעות נוספות",6214-119-2
300842,"כלי רכב בליסינג תפעולי",6214-424-3
33573,"תקשורת סלולרית",6214-448-7
427626,"משכורת ושכר משולבים",9440-111-0
"1,981 41",תוספות,9440-112-7
61994,"החזר הוצאות",9440-113-4
194222,"הפרשות סוציאליות",9440-116-5
91776,"מסים והיטלים על השכר",9440-117-2
211046,"החזקת רכב",9440-118-9
91199,"שעות נוספות",9440-119-6
3000,"בגדי עבודה",9440-215-9
3000,"החזקת מבנים, ציוד ומכשירים",9440-420-9
303835,"ביטוח - העמסה",9440-440-5
2500,"מכשירי כתיבה והדפסות",9440-460-1
3624,נסיעות,9440-510-7
10284,"טלפונים - העמסה",9440-541-3
4775,כיבודים,9440-610-8
64414,"מוסך ותחבורה - העמסה",9440-710-9
123000,"הובלה וסבלות",9440-712-3
800,"אחזקת ריהוט וציוד מחסן מרכזי",9440-931-4
"1,690 31","משכורת ושכר משולבים",9441-111-9
306433,תוספות,9441-112-6
54419,"החזר הוצאות",9441-113-3
164556,"הפרשות סוציאליות",9441-116-4
71243,"מסים והיטלים על השכר",9441-117-1
126208,"החזקת רכב",9441-118-8
107929,"שעות נוספות",9441-119-5
137403,"קריית העירייה - העמסה",9441-400-2
,"כלי רכב בליסינג תפעולי",9441-424-6
12532,"תקשורת סלולרית",9441-448-0
3000,"מכשירי כתיבה וציוד",9441-460-0
10000,"הדפסות ונייר רציף",9441-462-4
5500,"עיתונות וספרות",9441-480-6
40000,"תשלום למנויים",9441-570-4
26140,דלק,9441-735-9
181067,"מחשום עירוני - העמסה",9441-755-5
9000,"כדיקות וייעוץ",9441-791-9
300000,"עמלת מחסן",9441-950-2
8000000,"הנחה לגבייה - הוראות קבע",6310-780-3
807335,"הנחה לגבייה מרוכזת",6310-781-0
300000,"הוצאות בנק וריבית",6320-780-0
7100000,"החזקת חשבונות - מסים",6320-781-7
1972500,"הנחה למקדימים בתשלום",6330-780-7
,"שיפוץ נכסים",7610-422-6
