מס. חשבון ,שם חשבון ,תקציב 
1281001294,מכירת כרטיסי חניה ,"25,000.00"
1281001295,איזי פארק ,"25,000.00"
1281001296,הכנסה בגין אכיפה מנהלית ,"3,510,000.00"
1311000650,שכירות ,"100,000.00"
1312100420,סל תרבות ,"3,470,000.00"
1312100421,פעילות גנים מדעיים ,"90,000.00"
1312200920,גיל חובה-שיפוצים ,"77,000.00"
1312200921,גיל חובה/חומרים ,"140,340.00"
1312200922,גיל חובה/שכר סייעות ,"9,250,000.00"
1312300420,ט.חובה/תשלומי הורים ,"14,000,000.00"
1312300920,גנ'י/ילדי סטיה והשלמ'מ ,"7,000,000.00"
1312500420,צהרונים /יול'ה ,"9,641,000.00"
1312500421,גני מועד'וצהר'/דמי רישום ,"387,000.00"
1312501420,פנימיות יום-גנ'י ,"66,000.00"
1312501920,פנמיות יום -גנ'י ,"70,000.00"
1312800420,קייטנה חודש לימודים ,"1,045,000.00"
1313200421,"בהס שז""ר-מדעי ואומנויות ",0
1313200440,הכנסות מתקשורת סלולרית ,"19,800.00"
1313200920,שרתים/מזכירים/סייעות ,"22,000,000.00"
1313201420,פנימיות יום-הורים ,"118,000.00"
1313201920,פנימיות יום-משרד החינוך ,"50,000.00"
1313202420,קרב-תשלומי ההורים ,"2,780,000.00"
1313204920,ניהול עצמי ,"1,820,000.00"
1313205920,שיפוצים ,"495,000.00"
1313206920,שיכפולים/חומרים ,"1,140,000.00"
1313500420,השתתפויות במימון מזגנים ו,"100,000.00"
1313500920,שרתים מזכירים סייעות/חרדי,"4,600,000.00"
1313500921,ישיבות קטנות/שיפוצים/מ.ח.,"485,000.00"
1313505920,רווחה חינוכית ,"200,000.00"
1313600920,מועדוניות בית ספריות ,"720,000.00"
1313700920,חוו חקלאיות/שרתים מזכירים,"100,000.00"
1315201420,בתי'ס עי'ס/פ.יום הורים ,"49,700.00"
1315202920,בתי'ס עי'ס/שכפ'חומר'עו ,"1,026,000.00"
1315203920,בתי'ס עי'ס/שיפוצים מ.ח ,"403,305.00"
1315204920,מנ'ע תגבורים ,"500,000.00"
1315206920,פרוייקט מניפה ,"200,000.00"
1315501921,חט'ב/מקיף א' ,"550,000.00"
1315502921,חט'ב/מקיף ב' ,"570,000.00"
1315503921,עי'ס/חט'ב/מקיף ג' ,"1,351,000.00"
1315504921,עי'ס/חט'ב/מקיף ד' ,"1,016,000.00"
1315505921,ע'ס/חט'ב/מקיף ה' ,"1,103,000.00"
1315506921,בתי'ס עי'ס/מקיף ו' ,"1,054,000.00"
1315507921,עי'ס/חט'ב/מקיף ז' ,"1,530,000.00"
1315508921,עי'ס/חט'ב/מקיף ח' ,"1,480,000.00"
1315509921,בתי'ס עי'ס/חט'ב ט' ,"1,200,000.00"
1315510921,עי'ס/חט'ב/מקיף י' ,"1,050,000.00"
1315511921,בתי'ס עי'ס/אולפנא ,"510,000.00"
1315700920,"שחיקת שכר-הכנסה עי""ס ","1,000,000.00"
1315701920,בתי'ס עי'ס/מקיף א' ,"7,000,000.00"
1315702920,בת'ס עי'ס/מקיף ב' ,"7,350,000.00"
1315703920,בתי'ס עי'ס/מקיף ג' ,"14,200,000.00"
1315704420,בגרויות מקיף ד ,0
1315704920,בתי'ס עי'ס/מקיף ד' ,"12,200,000.00"
1315705920,בתי'ס עי'ס/מקיף ה' ,"12,200,000.00"
1315706920,בתי'ס עי'ס/מקיף ו' ,"11,800,000.00"
1315707920,בתי'ס עי'ס/מקיף ז' ,"13,000,000.00"
1315708920,בתי'ס עי'ס/מקיף ח' ,"12,000,000.00"
1315709920,מקיף ט' ,"8,400,000.00"
1315710920,מקיף יוד חט'ע ,"7,500,000.00"
1315711920,בתי'ס עי'ס/אולפנא ,"5,500,000.00"
1315712920,בתי'ס עי'ס/ימי/שרת'+מז ,"142,603.00"
1315713920,בתי'ס עי'ס/אשכולות פיס ,"365,000.00"
1315714430,בתי'ס עי'ס/נ.הרצוג ,"500,000.00"
1316800420,חונכות-הכנסות מתלמידים ,"30,000.00"
1316802922,מלגות הכנסה מ. השיכון ,"500,000.00"
1317100920,קבטי'ם-שכר ,"550,000.00"
1317100992,שמירה-השתת' משטרת ישראל ,"4,128,823.00"
1317200420,מרפ'ד הכנסות עצמיות ,"106,500.00"
1317300920,פסיכולוג חנוכי/שכר ,"3,050,000.00"
1317300921,פסיכולוג חנוכי/השתלמויות ,"90,000.00"
1317500420,ביטוח תלמידים ,"1,000,000.00"
1317600920,רווחה חינוכית ,"1,289,137.00"
1317700920,קב'סים__שכר ,"788,500.00"
1317701920,קבס'ים -קידום נוער ,"385,000.00"
1317800920,הסעות ילדים -מ.ת.מ ,"5,700,000.00"
1317800921,לווי הסעות ,"2,300,000.00"
1317903430,שרותים אחרים/תלמידי חוץ ,"1,500,000.00"
1317904420,פרויקטים משותפים עם בתה'ס,"500,000.00"
1317906920,הצטיידות שונות הכנסות משר,"2,000,000.00"
1317909920,הזנה ונלוות/ח.מיוחד ,"1,050,000.00"
1318000410,ח.מבוגרים/הכנסות עצמיות ,"130,000.00"
1318000640,ח.מבוגרים/שכירות ,"45,000.00"
1318000920,ח.מבוגרים/מת'מ/תהל'ה ,"50,000.00"
1318000921,ח.מבוגרים/קתדרה ,"20,000.00"
1318000990,ח.מבוגרים/מ.הקליטה ,"130,000.00"
1321000790,השתתפות בשכר חב' עירונית ,0
1327010921,תרבות תורנית ,"1,000,000.00"
1329200791,השתתפות בשכר ,0
1329201650,דמי שימוש -איצטדיונים ,"283,000.00"
1329300921,סל הספורט-משרד החינוך ,"1,040,000.00"
1332200940,משרד הבריאות - סל שיקום ,"100,000.00"
1332300420,בריאות השן-השתתפות הורים ,"760,500.00"
1332300940,השתתפות בגין בריאות השן ,"1,785,000.00"
1335001410,בריאות בקהילה - גביה עצמי,"5,000.00"
1335003990,השתתפות משרדי ממשלה ,"2,230,000.00"
1341000930,תכנית מחשוב רווחה - תמר ,"171,659.00"
1341001790,הרשות לשיקום האסיר ,0
1341001930,שכר עובדי המחלקה 0143101 ,"13,428,966.00"
1341001990,שיפוץ וציוד מ.רווחה השתתפ,"403,669.00"
1341002990,רכזות משפחתונים-תמ'ת ,0
1341003930,כ'א לחינוך מיוחד 0053101 ,"223,836.00"
1341005790,תרומות ,"2,000.00"
1341005930,פעולות ארגוניות 0244101 ,"8,000.00"
1341006930,הפגות לעובדים 3110110 ,"115,000.00"
1341007930,בטחון עובדים מאבטחים 4244,"53,530.00"
1342200410,עזרה ביתית ,"3,817.00"
1342201930,מקלטים לנשים מוכות 001520,"552,131.00"
1342202930,סיוע להחלמה ליולדות ,0
1342203930,משפחות במצוקה בקהילה 0145,"574,594.00"
1342204930,בטוח רפואי ואשפוז 6145201,"4,215.00"
1342205930,טיפול בדרי רחוב 0155201 ,"601,531.00"
1342206930,מס.ארציות לדרי רחוב 11552,"163,633.00"
1342207930,סיוע למשפחות עם ילדים 024,"464,647.00"
1342208930,סיוע לאספקת אמצעי חימום71,"31,200.00"
1342210930,תכנית הפגה יישובית - חיבו,"224,625.00"
1342211930,צרכים מיוחדים שעת חרום 11,"205,521.00"
1342212930,דרי רחוב רב בעייתי 215520,"5,009.00"
1342400410,בית הויס ,"8,628.00"
1342401930,סדנאות למשפחה 0406201 ,"54,783.00"
1342403930,מרכזי טיפול באלימות 09062,"440,410.00"
1342404930,דירות קלט ,0
1342405930,בית נועם ,0
1342407930,תכנית למניעת אלימות 03693,"19,171.00"
1342408930,תחנות לטיפול במשפחה 24062,"20,625.00"
1343500410,מועדוניות ,"114,908.00"
1343501410,מועדוניות משותפות ,"25,249.00"
1343501930,טיפול במשפחות אומנה 31483,"547,486.00"
1343502930,מרכזי הורים -ילדים 244930,"414,383.00"
1343503930,יצירת קשר הורים -ילדים 41,"97,473.00"
1343504930,טיפול בילד בקהילה 0449301,"591,225.00"
1343505930,מועדוניות משותפות 1449301,"259,223.00"
1343507930,טיפול בפגיעות מיניות 3849,"9,705.00"
1343508930,בדיקות פסיכולוגיות 284930,"51,650.00"
1343800930,אחזקת ילדים בפנימיות 0148,"13,256,344.00"
1343801930,תוכנית עם הפנים לקהילה_71,"1,157,812.00"
1343811410,אחזקת ילדים בפנימיות ,"203,636.00"
1343900930,ילדים במעונות יום 0414301,"6,826,767.00"
1343900990,מעונות יום-תמ'ת ,"2,100,000.00"
1344300930,אחזקת זקנים במעונות 01424,"6,207,919.00"
1344301930,נופשון לזקן 0342401 ,"13,639.00"
1344311410,בתי אבות ,"655,094.00"
1344324410,ארוחות לקשיש ,"71,591.00"
1344400790,אמצעי חימום לקשישים נזקקי,"425,000.00"
1344400930,מועדונים לזקנים 0343401 ,"355,000.00"
1344401930,טיפול בזקן בקהילה 0443401,"375,265.00"
1344403930,מרכזי ועדות חוק סיעוד 099,"832,682.00"
1344406930,שכונה תומכת 0153401 ,"120,000.00"
1344407930,תעסוקת זקנים במועדון 2343,"100,000.00"
1344408930,טיפול שיניים לקשיש ,0
1344500410,מרכז יום ,"150,639.00"
1344500930,מסגרות יומיות לזקן 014340,"622,443.00"
1345100410,שיקום מסגרות כללי ,"59,902.00"
1345100930,סדור מפגרים במוסדות 01465,"16,094,306.00"
1345101930,מפגרים במוסד ממשלתי 02917,"2,599,500.00"
1345102930,החזקת אוטיסטים במסגרות 05,"1,507,465.00"
1345103410,טיפול אישי לילד האוטיסט ,"5,194.00"
1345103930,טיפול בהורים ובילדיהם 040,"192,522.00"
1345104930,מ.יום שיקומי לאוטיסט 2112,"72,532.00"
1345105930,נופשונים וקייטנות 0111880,"41,702.00"
1345106930,משפחות אומנה למפגר 004658,"44,720.00"
1345107930,משפחות אומנה לשיקום 10465,"39,464.00"
1345108930,מועדונים לילדים 0601880 ,"68,994.00"
1345109930,סביבה תומכת 1146580 ,"282,747.00"
1345110930,הסעות לאוטיסטים ,"3,939.00"
1345200410,מעון לילך ,"47,000.00"
1345200411,מעון לילך הכנסות עצמיות ,"7,100.00"
1345200930,מסגרות יום ארוך ,0
1345201410,מעון יובלים ,"75,306.00"
1345201930,מפגרים במעון אמוני 014558,"46,244.00"
1345202410,בית ספר ניר ,"18,369.00"
1345202930,מפגרים במעון טפולי 024558,"2,406,084.00"
1345203790,מעון יובלים-טיפולים פרא-ר,"340,000.00"
1345203930,מ.יום שיקומי למפגר 111226,"278,521.00"
1345204930,"מעש""ים 0745580 ","546,142.00"
1345300410,נופשונים ,"50,436.00"
1345300930,שרותים תומכים למפגר 03455,"30,000.00"
1345301930,נופשונים למפגר 0295580 ,"242,206.00"
1345302930,מועדונים חברתיים למפגר 33,"44,100.00"
1345303930,הסעות למ.יום למפגר 134558,"428,400.00"
1345527410,מע'ש ,"128,580.00"
1346100930,ילדים עוורים במוסדות 0142,"94,614.00"
1346300930,שיקום העיוור בקהילה 38026,"77,410.00"
1346301930,דמי לווי לעוור ,0
1346302930,הדרכת עוור ובני ביתו 0342,"95,823.00"
1346400930,מפעלי שיקום לעוור 0802660,"24,000.00"
1346402930,מפעלי תעסוקה ומועדון 2802,"351,933.00"
1346500930,אחזקת נכים בפנימיות 04012,"3,319,809.00"
1346501930,נכים במשפחות אומנה 140126,"253,000.00"
1346600930,תעסוקה מוגנת למוגבל 01022,"321,814.00"
1346601930,מס.יום לילד המוגבל 090226,"244,048.00"
1346700410,הסעות נכים ,"34,924.00"
1346700930,תוכניות לילד החריג 020226,"245,871.00"
1346701930,מרכזים להיתפתחות הילד 340,"31,969.00"
1346702930,הסעות נכים 0012260 ,"173,479.00"
1346703930,מרכז יום שיקומי לנכים 011,"650,569.00"
1346704930,נופשונים להבראה 0412260 ,"199,566.00"
1346705930,הסעות למעון יום שיקומי 31,"201,600.00"
1346706930,ליווי למעון יום שיקומי 41,"23,841.00"
1346707930,מסיכון לסיכוי 1202260 ,"284,847.00"
1346708930,תכנית מעבר לחירשים 060226,"10,621.00"
1346709930,תעסוקה נתמכת לחרשים 05322,"50,000.00"
1346710930,תעסוקה נתמכת לנכים ,"23,802.00"
1346711930,חלופה למ.יום שיקומיים 511,"26,933.00"
1346800930,מרכזי אבחון ושיקום 010816,"156,923.00"
1346801930,שיקום נכים בקהילה 0409160,"89,307.00"
1346802930,נכים קשים בקהילה 0901260 ,"137,434.00"
1346803930,דמי תקשורת לחירשים ,0
1346804930,מועדונים לעיוור 0212660 ,"127,352.00"
1347100930,טפול בנוער ובצעירים 32046,"249,633.00"
1347101930,נוער חרדי מנותק 0514611 ,"355,000.00"
1347103930,טפול בנערות במצוקה 024561,"223,465.00"
1347104930,שהות במקלט לנערות ,0
1347105930,בית נועם 0624211 ,"46,895.00"
1347107930,מקלטים לנערות 6245611 ,"3,168.00"
1347108930,"פרוייקט עד""י 7245611 ","5,214.00"
1347109930,פרוייקט וינגייט 0204611 ,"52,644.00"
1347200930,מעונות חסות -ממשלתיים 030,"195,851.00"
1347300930,סמים - טיפול בקהילה 16052,"369,508.00"
1347301930,בדיקות למשתמשי סמים 07052,"27,000.00"
1347302930,טיפול באלכוהוליסטים 05252,"513,798.00"
1347303930,פרויקטים לנגמלים 7605211 ,"110,000.00"
1347304930,טיפ.בנפג.סמים-פרוייקט 461,"147,170.00"
1347305930,מ.יום לנוער סמים 1615211 ,"52,339.00"
1347400930,"מפת""ן ממשלתי 0382311 ","12,219.00"
1347401930,"מפת""ן מקומי -החזקה 014431","342,170.00"
1347402930,פעול משלימות למפתנים 0244,"60,000.00"
1347405930,"ת.למניעת אלימות במפת""ן 03","142,501.00"
1347406930,סיוע למטופלים 0125211 ,750
1348200930,עבודה קהילתית 0142701 ,"15,897.00"
1348202930,פיתוח גישה קהילתית 614270,"20,997.00"
1348300930,פע' התנדבות בקהילה 050431,"15,000.00"
1348400930,לשכות ייעוץ לאזרח 0502310,"14,738.00"
1348500930,שיקום שכונות - פעולות 060,"54,896.00"
1349000930,נכים בפנימיות - עולים ,0
1349002930,טיפול בעיוורים עולים 2409,"122,903.00"
1349003930,נכים עולים כ'א ,0
1349004930,מפגרים בקהילה - עולים ,0
1349005930,מ.יום טפולי עולים 1245580,"44,511.00"
1349006930,"מעש""ים עולים 1745580 ","20,000.00"
1349007930,מפגר בפנימיה - עולים 2146,"1,179,089.00"
1349008930,משפחות עולים במצוקה ,"140,222.00"
1349009930,מעונות יום - עולים 341430,"200,230.00"
1349010930,ילדים בפנימיות - עולים 11,"632,812.00"
1349011930,ילדים במצוקה - עולים 0649,"267,634.00"
1349012930,טיפול בזקנים - עולים 0063,"414,528.00"
1349013930,התכנית הביתית 2223701 ,"135,855.00"
1349014930,תכנית מגשרים 1223701 ,"61,728.00"
1349015930,תוכ.קבוצתיות לעולים 02237,"25,000.00"
1349016930,עובדי שכונה - עולים 02137,"248,000.00"
1349017930,אבחון ושיקום נכים-עולים09,"209,605.00"
1349018930,טיפול בצעירים-עולים ,0
1349019930,נערות במצוקה -עולים ,0
1349021930,מ.יום אמוני-עולים ,0
1349022930,טיפול בעולים נפגעי סמים66,"71,967.00"
1349023930,מ.טיפול באלימות עולים 024,"61,854.00"
1360000420,הכנסות עצמיות-קליטה ,"170,000.00"
1360000951,הכנ' מ. הקליטה פעולות חדש,"1,200,000.00"
1360001950,מוקד שכונתי-אתיופים ,"676,000.00"
1360002420,עולי צרפת - הכנ' עצמיות ,"70,000.00"
1360002950,קליטת עולי צרפת ,"449,758.00"
1360003420,הכנ' עצמיות-עולים על הגל ,"25,000.00"
1360004420,אמריקה הלטינית-הכנ' עצמיו,"40,000.00"
1360004950,עליה-אמריקה הלטינית ,"117,000.00"
1360005950,כנס קליטה ,"400,000.00"
1413100210,אגרת מים )צריכה שוטפת( ,"12,000,000.00"
1413101210,מים מוסדות עריה ,0
1413102210,מים-חברה עירונית ,"2,161,170.00"
1413200210,אגרות מים אחרות )מוני מים,0
1413300663,דמי ניהול תאגיד ,"3,500,000.00"
1413301690,"החזר הוצאות שכ""ע ורכב-תאג","4,250,000.00"
1437000420,שווקים ,"2,500,000.00"
1438000650,דמ'ש - חברות עירוניות ,"120,000.00"
1439000640,השכרת נכסים ,"2,500,000.00"
1441000620,מכירת רכב משומש ,"300,000.00"
1472000210,ביוב עירוני ,"3,500,000.00"
1472001210,ביוב-מוסדות עירייה ,0
1520000610,תקבולים משנים קודמות ,"3,000,000.00"
1591900590,החזרות מקרנות הפרשה ,"32,636,719.00"
1594000690,הכנסות חד פעמיות ,0
1594000730,"החזר בגין דמי פגיעה -ב""ל ",0
1594000910,אבטחת ראשי רשויות ,0
1599200510,יתרה מתקציבים רגילים קוד,"5,433,286.00"
1610002310,פנסיה ,0
1611100110,השכר הקובע ,"1,774,000.00"
1611100120,תוספות שלא נכללות בשכר ,"44,000.00"
1611100140,החזר הוצאות רכב ,"54,000.00"
1611100141,החזר הוצאות אחר ,"122,000.00"
1611100181,הפרשות סוציאליות ,"411,000.00"
1611100182,מיסים ועליות ,"284,000.00"
1611101110,השכר הקובע ,"587,000.00"
1611101120,תוסםות שלא נכללות בשכר ,"252,000.00"
1611101130,שעות נוספות ,0
1611101140,החזר הוצאות רכב ,"120,000.00"
1611101141,החזר הוצאות אחר ,"46,000.00"
1611101181,הפרשות סוציאליות ,"95,000.00"
1611101182,מיסים ועלויות ,"157,000.00"
1611101210,שכר זמניים ,"265,000.00"
1611101212,"ביגוד נהג רה""ע ",0
1611101470,ציוד משרדי מתכלה ,"38,000.00"
1611101471,מכונות צילום ,"2,862.00"
1611101510,אש'ל וכבודים ,"6,000.00"
1611101514,רכישת מתנות ,"12,000.00"
1611101522,ספרות מקצועית ועתונות ,"12,000.00"
1611101530,9544046,"29,000.00"
1611101531,2601534,"30,000.00"
1611101532,8668094,"15,000.00"
1611101540,דואר וטלפון ,"30,000.00"
1611101542,"רט""ן-תקשורת סלולרית ","41,000.00"
1611101780,הוצאות שונות ,"26,000.00"
1611102110,השכר הקובע ,"39,000.00"
1611102120,תוספות שלא נכללות בשכר ,"102,000.00"
1611102130,שעות נוספות ,"14,000.00"
1611102140,החזר הוצאות רכב ,"40,000.00"
1611102141,החזר הוצאות אחר ,"6,000.00"
1611102181,הפרשות סוציאליות ,"20,000.00"
1611102182,מיסים ועליות ,"24,000.00"
1611102210,שכר זמניים ,"37,000.00"
1611102470,ציוד משרדי מתכלה ,"10,000.00"
1611102471,מ. צילום ופקס ,"2,700.00"
1611102510,אש'ל וכבודים ,"2,000.00"
1611102514,רכישת מתנות ,"6,000.00"
1611102522,ספרות מקצועיות ועתונים ,"3,500.00"
1611102530,רכב 41-141-47-צמוד ,"17,000.00"
1611102531,1644858,"25,000.00"
1611102540,דואר וטלפון ,"10,000.00"
1611102542,"רט""ן-תקשורת סלולרית ","13,000.00"
1611102780,הוצאות שונות ,"8,000.00"
1611103110,השכר הקובע ,"149,000.00"
1611103120,תוספות שלא נכללות בשכר ,"40,000.00"
1611103130,שעות נוספות ,"12,000.00"
1611103140,החזר הוצאות רכב ,"30,000.00"
1611103141,החזר הוצאות אחר ,"6,000.00"
1611103181,הפרשות סוציאליות ,"39,000.00"
1611103182,מיסים ועלויות ,"28,000.00"
1611103470,ציוד משרדי מתכלה ,"6,000.00"
1611103471,מ. צילום ופקס ,"2,700.00"
1611103510,אש'ל וכבודים ,"2,000.00"
1611103514,רכישת מתנות ,"6,000.00"
1611103522,ספרות מקצועית ועתונות ,"3,500.00"
1611103530,רכב צמוד ,"34,000.00"
1611103540,דואר וטלפון ,"10,000.00"
1611103542,"רט""ן-תקשורת סלולרית ","10,000.00"
1611103780,הוצאות שונות ,"8,000.00"
1611104110,השכר הקובע ,"128,000.00"
1611104120,תוספות שלא נכללות בשכר ,"55,000.00"
1611104140,החזר הוצאות רכב ,"24,000.00"
1611104141,החזר הוצאות אחר ,"7,000.00"
1611104181,הפרשות סוציאליות ,"28,000.00"
1611104182,מיסים ועלויות ,"26,000.00"
1611104470,ציוד משרדי מתכלה ,"6,000.00"
1611104471,אחז' מכונת צילום ,"2,700.00"
1611104510,אש'ל וכבודים ,"2,000.00"
1611104514,רכישת מתנות ,"6,000.00"
1611104522,ספרות מקצועית ועתונות ,"3,000.00"
1611104530,7670022,"44,000.00"
1611104540,דואר וטלפון ,"8,000.00"
1611104542,"רט""ן-תקשורת סלולרית ","12,000.00"
1611104780,הוצאות שונות ,"8,000.00"
1611105110,השכר הקובע ,"54,000.00"
1611105120,תוספות שלא נכללות בשכר ,"16,000.00"
1611105130,שעות נוספות ,"12,000.00"
1611105140,החזר הוצאות רכב ,"23,000.00"
1611105141,החזר הוצאות אחר ,"4,000.00"
1611105181,הפרשות סוציאליות ,"17,000.00"
1611105182,מיסים ועלויות ,"14,000.00"
1611105470,ציוד משרדי מתכלה ,"6,000.00"
1611105471,מ. צילום ופקס ,"2,700.00"
1611105510,אש'ל וכבודים ,"2,000.00"
1611105514,רכישת מתנות ,"6,000.00"
1611105522,ספרות מקצועית ועתונות ,"3,000.00"
1611105530,רכב 41-331-11 צמוד ,"10,000.00"
1611105540,דואר וטלפון ,"8,000.00"
1611105542,"רט""ן- תקשורת סלולרית ","12,000.00"
1611105780,הוצאות שונות ,"8,000.00"
1611106110,השכר הקובע ,0
1611106120,תוספות שלא נכללות בשכר ,0
1611106130,שעות נוספות ,0
1611106140,החזר הוצאות רכב ,0
1611106141,החזר הוצאות אחרות ,0
1611106181,הפרשות סוציאליות ,0
1611106182,מיסים ועלויות ,0
1611106470,ציוד משרדי מתכלה ,0
1611106510,אשל וכיבודים ,0
1611106522,ספרות מקצועית ועיתונות ,0
1611106540,דואר וטלפונים ,0
1611106542,"רט""ן-רשת טלפונים נייד ",0
1611106780,הוצאות שונות ,0
1611301110,השכר הקבוע ,"572,000.00"
1611301120,תוספות שלא נכללות בשכר ,"105,000.00"
1611301130,שעות נוספות ,"3,000.00"
1611301140,החזר הוצאות רכב ,"49,000.00"
1611301141,החזר הוצאות אחר ,"24,000.00"
1611301181,הפרשות סוציאליות ,"123,000.00"
1611301182,מיסים ועלויות ,"100,000.00"
1611301210,שכר זמניים ,"120,000.00"
1611301470,ציוד משרדי מתכלה ,"7,000.00"
1611301471,הוצאות מ. צילום ,"2,000.00"
1611301510,אש'ל וכבודים ,"3,000.00"
1611301522,ספרות מקצועית ועתונים ,"4,000.00"
1611301530,רכב 76-602-28-צמוד ,"50,000.00"
1611301540,דואר וטלפון ,"13,000.00"
1611301542,"רט""ן-תקשורת סלולרית ","11,000.00"
1611301550,פרסומים ,0
1611301580,יועצים ,"450,000.00"
1611301581,ייעוץ אירגוני ,"100,000.00"
1611301750,עבודות קבלניות ,"100,000.00"
1611301760,קנית שרותים מרשויות ומוסד,"17,000.00"
1611301930,רכישת ציוד יסודי ,"15,000.00"
1611301981,קרן הצטיידות ,"1,354,500.00"
1611302110,השכר הקבוע ,"487,000.00"
1611302120,תוספות שלא נכללות בשכר ,"89,000.00"
1611302130,שעות נוספות ,0
1611302140,החזרהוצאות רכב ,"79,000.00"
1611302141,החזר הוצאות אחר ,"20,000.00"
1611302181,הפרשות סוציאליות ,"70,000.00"
1611302182,מיסים ועלויות ,"103,000.00"
1611302210,שכר זמניים ,"189,000.00"
1611302470,ציודמשרדי מתכלה ,"9,000.00"
1611302471,אחז' מכונת צילום ,"1,500.00"
1611302510,אש'ל וכבודים ,"2,000.00"
1611302511,אירוח ,"20,000.00"
1611302521,השתלמויות - מינהל כללי ,"10,000.00"
1611302522,ספרות מקצועית ועתונות ,"17,000.00"
1611302530,רכב 26-996-96 - צמוד ,"44,000.00"
1611302540,דואר וטלפון ,"17,000.00"
1611302542,"רט""ן-תקשורת סלולרית ","64,000.00"
1611302580,הוצאות ארגוניות ,"100,000.00"
1611302930,רכישת ציוד יסודי ,0
1611304110,השכר הקבוע ,"198,000.00"
1611304120,תוספות שלא נכללות בשכר ,"109,000.00"
1611304140,החזר הוצאות רכב ,"59,000.00"
1611304141,החזר הוצאות אחר ,"6,000.00"
1611304181,הפרשות סוציאליות ,"36,000.00"
1611304182,מיסים ועלויות ,"52,000.00"
1611304210,עובדים זמניים ,0
1611304470,צ. משרדי ,"8,000.00"
1611304522,ס. מקצועית ועיתונים ,"1,500.00"
1611304540,הוצ' טלפון ,0
1611304542,"רט""ן-תקשורת סלולרית ","2,000.00"
1611304570,מיחשוב - תוכנת מיכרזים ,"2,000.00"
1611304750,יועץ מכרזים ,"12,000.00"
1611305110,השכר הקובע ,"878,000.00"
1611305120,תוספות שלא נכללות בשכר ,"323,000.00"
1611305130,שעות נוספות ,"22,000.00"
1611305140,החזרהוצאות רכב ,"270,000.00"
1611305141,החזר הוצאות אחר ,"47,000.00"
1611305181,הפרשות סוציאליות ,"204,000.00"
1611305182,מיסים ועלויות ,"225,000.00"
1611305470,ציוד משרדי מתכלה ,"4,000.00"
1611305471,מכונות צילום ,"1,000.00"
1611305522,ספרות מקצועית ,"10,000.00"
1611305540,דואר וטלפון ,"16,000.00"
1611305542,"רט""ן-תקשורת סלולרית ","7,000.00"
1611305545,הוצאות תקשורת ,"164,000.00"
1611305571,מינהל ,"185,000.00"
1611305572,שכירות תוכנה ,"155,500.00"
1611305573,תחזוקת תוכנה ,"74,000.00"
