מס. חשבון ,שם חשבון ,תקציב 
1312200920,גיל חובה-שיפוצים ,"65,000.00"
1312200921,גיל חובה/חומרים ,"115,000.00"
1312200922,גיל חובה/שכר סייעות ,"8,650,000.00"
1312300420,ט.חובה/תשלומי הורים ,"12,500,000.00"
1312300920,גנ'י/ילדי סטיה והשלמ'מ ,"6,800,000.00"
1312500420,צהרונים /יול'ה ,"7,200,000.00"
1312500421,גני מועד'וצהר'/דמי רישום ,"180,000.00"
1312501420,פנימיות יום-גנ'י ,"70,000.00"
1312501920,פנמיות יום -גנ'י ,"40,000.00"
1312800420,קייטנה חודש לימודים ,"1,000,000.00"
1313200421,"בהס שז""ר-מדעי ואומנויות ","250,000.00"
1313200920,שרתים/מזכירים/סייעות ,"20,500,000.00"
1313201420,פנימיות יום-הורים ,"100,000.00"
1313201920,פנימיות יום-משרד החינוך ,"180,000.00"
1313202420,קרב-תשלומי ההורים ,"2,200,000.00"
1313203920,מועדוניות ,0
1313204920,ניהול עצמי ,"1,610,000.00"
1313205920,שיפוצים ,"300,000.00"
1313206920,שיכפולים/חומרים ,"1,250,000.00"
1313500420,השתתפויות במימון מזגנים ו,"200,000.00"
1313500920,שרתים מזכירים סייעות/חרדי,"6,000,000.00"
1313500921,ישיבות קטנות/שיפוצים/מ.ח.,"320,000.00"
1313505920,רווחה חינוכית ,"500,000.00"
1313600920,מועדוניות בית ספריות ,"475,000.00"
1313700920,חוו חקלאיות/שרתים מזכירים,"100,000.00"
1315201420,בתי'ס עי'ס/פ.יום הורים ,"87,000.00"
1315202920,בתי'ס עי'ס/שכפ'חומר'עו ,"830,000.00"
1315203920,בתי'ס עי'ס/שיפוצים מ.ח ,"280,000.00"
1315204920,מנ'ע תגבורים ,"560,000.00"
1315501921,חט'ב/מקיף א' ,"525,000.00"
1315502921,חט'ב/מקיף ב' ,"510,000.00"
1315503921,עי'ס/חט'ב/מקיף ג' ,"1,400,000.00"
1315504921,עי'ס/חט'ב/מקיף ד' ,"1,060,000.00"
1315505921,ע'ס/חט'ב/מקיף ה' ,"1,150,000.00"
1315506921,בתי'ס עי'ס/מקיף ו' ,"1,220,000.00"
1315507921,עי'ס/חט'ב/מקיף ז' ,"1,462,000.00"
1315508921,עי'ס/חט'ב/מקיף ח' ,"1,470,000.00"
1315509921,בתי'ס עי'ס/חט'ב ט' ,"1,100,000.00"
1315510921,עי'ס/חט'ב/מקיף י' ,"1,100,000.00"
1315511921,בתי'ס עי'ס/אולפנא ,"498,000.00"
1315700920,"שחיקת שכר-הכנסה עי""ס ",0
1315701920,בתי'ס עי'ס/מקיף א' ,"6,750,000.00"
1315702920,בת'ס עי'ס/מקיף ב' ,"6,900,000.00"
1315703920,בתי'ס עי'ס/מקיף ג' ,"12,200,000.00"
1315704420,בגרויות מקיף ד ,0
1315704920,בתי'ס עי'ס/מקיף ד' ,"12,000,000.00"
1315705920,בתי'ס עי'ס/מקיף ה' ,"11,200,000.00"
1315706920,בתי'ס עי'ס/מקיף ו' ,"10,000,000.00"
1315707920,בתי'ס עי'ס/מקיף ז' ,"11,500,000.00"
1315708920,בתי'ס עי'ס/מקיף ח' ,"10,400,000.00"
1315709920,מקיף ט' ,"6,000,000.00"
1315710920,מקיף יוד חט'ע ,"5,000,000.00"
1315711920,בתי'ס עי'ס/אולפנא ,"5,100,000.00"
1315712920,בתי'ס עי'ס/ימי/שרת'+מז ,"90,000.00"
1315713920,בתי'ס עי'ס/אשכולות פיס ,"350,000.00"
1315714430,בתי'ס עי'ס/נ.הרצוג ,"320,000.00"
1316802922,מלגות הכנסה מ. השיכון ,"500,000.00"
1317100920,קבטי'ם-שכר ,"450,000.00"
1317100992,שמירה-השתת' משטרת ישראל ,"3,800,000.00"
1317200420,מרפ'ד הכנסות עצמיות ,"60,000.00"
1317300920,פסיכולוג חנוכי/שכר ,"3,000,000.00"
1317300921,פסיכולוג חנוכי/השתלמויות ,"80,000.00"
1317500420,ביטוח תלמידים ,"1,000,000.00"
1317600920,רווחה חינוכית ,"1,100,000.00"
1317700920,קב'סים__שכר ,"740,000.00"
1317701920,קבס'ים -קידום נוער ,"330,000.00"
1317800920,הסעות ילדים -מ.ת.מ ,"2,700,000.00"
1317800921,לווי הסעות ,"1,750,000.00"
1317903430,שרותים אחרים/תלמידי חוץ ,"1,400,000.00"
1317904420,פרויקטים משותפים עם בתה'ס,"500,000.00"
1317906920,הצטיידות שונות הכנסות משר,"1,100,000.00"
1317906921,פרוייקטים תורניים ,0
1317909920,הזנה ונלוות/ח.מיוחד ,"1,000,000.00"
1318000410,ח.מבוגרים/הכנסות עצמיות ,"130,000.00"
1318000640,ח.מבוגרים/שכירות ,"45,000.00"
1318000920,ח.מבוגרים/מת'מ/תהל'ה ,"80,000.00"
1318000921,ח.מבוגרים/קתדרה ,"20,000.00"
1318000990,ח.מבוגרים/מ.הקליטה ,"180,000.00"
1321000790,השתתפות בשכר חב' עירונית ,0
1327010921,תרבות תורנית ,0
1329200791,השתתפות בשכר ,0
1329201650,דמי שימוש -איצטדיונים ,"283,000.00"
1329300921,סל הספורט-משרד החינוך ,"540,000.00"
1332300420,בריאות השן-השתתפות הורים ,"200,100.00"
1332300940,השתתפות בגין בריאות השן ,"902,100.00"
1335001410,בריאות בקהילה - גביה עצמי,"5,000.00"
1335003990,השתתפות משרדי ממשלה ,"565,000.00"
1341000930,תכנית מחשוב רווחה - תמר ,0
1341001790,הרשות לשיקום האסיר ,"100,000.00"
1341001930,שכר עובדי המחלקה ,"12,021,000.00"
1341001990,שיפוץ וציוד מ.רווחה השתתפ,"400,000.00"
1341002990,רכזות משפחתונים-תמ'ת ,"440,000.00"
1341003930,כ'א לחינוך מיוחד ,"181,000.00"
1341004930,הוצאות מנהליות ,"5,300.00"
1341005790,תרומות ,"27,000.00"
1341005930,פעולות ארגוניות ,"4,500.00"
1342200410,עזרה ביתית ,"10,000.00"
1342201930,מקלטים לנשים מוכות ,"300,000.00"
1342202930,סיוע להחלמה ליולדות ,"15,000.00"
1342203930,משפחות במצוקה בקהילה ,"302,500.00"
1342204930,בטוח רפואי ואשפוז ,"2,500.00"
1342205930,טיפול בדרי רחוב ,"450,000.00"
1342206930,מס.ארציות לדרי רחוב ,"170,000.00"
1342207930,סיוע למשפחות עם ילדים ,"420,200.00"
1342208930,סיוע לאספקת אמצעי חימום ,0
1342400410,בית הויס ,"25,000.00"
1342401930,סדנאות למשפחה ,"159,400.00"
1342402930,טיפול בפרט ובמשפחה ,"3,500.00"
1342403930,מרכזי טיפול באלימות ,"310,400.00"
1342404930,דירות קלט ,0
1342405930,בית נועם ,0
1342407930,תכנית למניעת אלימות ,"15,000.00"
1343500410,מועדוניות ,"40,000.00"
1343501410,מועדוניות משותפות ,0
1343501930,טיפול במשפחות אומנה ,"248,000.00"
1343502930,מרכזי הורים - ילדים ,"405,900.00"
1343503930,יצירת קשר הורים - ילדים ,"100,000.00"
1343504930,טיפול בילד בקהילה ,"503,100.00"
1343505930,מועדוניות משותפות ,"317,000.00"
1343506930,טיפול בילדים בסיכון ,"5,000.00"
1343507930,טיפול בפגיעות מיניות ,0
1343508930,בדיקות פסיכולוגיות ,0
1343800930,אחזקת ילדים בפנימיות ,"10,120,400.00"
1343801930,תוכנית עם הפנים לקהילה ,"993,000.00"
1343811410,אחזקת ילדים בפנימיות ,"300,000.00"
1343900930,אחזקת ילדים במעונות יום ,"4,776,000.00"
1343900990,מעונות יום-תמ'ת ,"1,000,000.00"
1344300930,אחזקת זקנים במעונות ,"6,837,000.00"
1344301930,נופשון לזקן ,"3,000.00"
1344311410,בתי אבות ,"760,000.00"
1344324410,ארוחות לקשיש ,"120,000.00"
1344400790,אמצעי חימום לקשישים נזקקי,0
1344400930,מועדונים לזקנים ,"250,000.00"
1344401930,טיפול בזקן בקהילה ,"377,000.00"
1344403930,מרכזי ועדות חוק סיעוד ,"1,040,000.00"
1344406930,שכונה תומכת ,"89,000.00"
1344407930,תעסוקת זקנים במועדון ,"60,000.00"
1344408930,טיפול שיניים לקשיש ,0
1344500410,מרכז יום ,"120,000.00"
1344500930,מסגרות יומיות לזקן ,"710,000.00"
1345100930,סדור מפגרים במוסדות ,"11,626,000.00"
1345101930,מפגרים במוסד ממשלתי ,"2,650,000.00"
1345102930,החזקת אוטיסטים במסגר ,"990,000.00"
1345103930,טיפול בהורים ובילדיהם ,"154,000.00"
1345104930,מעונות יום שיקומיים ,"415,000.00"
1345105930,נופשונים וקייטנות ,"10,000.00"
1345106930,משפחות אומנה למפגר ,"18,000.00"
1345107930,משפחות אומנה לשיקום ,"21,000.00"
1345108930,מועדונים לילדים ,"88,700.00"
1345109930,סביבה תומכת ,"217,000.00"
1345110930,הסעות לאוטיסטים ,0
1345200410,לילך וניר ,"300,000.00"
1345200930,מסגרות יום ארוך ,"838,800.00"
1345201410,מעון יובלים ,0
1345201930,מפגרים במעון אמוני ,"6,500.00"
1345202930,מפגרים במעון טפולי ,"652,000.00"
1345203790,מעון שיקומי ,"324,000.00"
1345203930,מ.יום שיקומי למפגר ,"453,000.00"
1345204930,מעש'ים ,"471,500.00"
1345300410,נופשונים ,"22,000.00"
1345300930,שרותים תומכים למפגר ,"167,000.00"
1345301930,נופשונים למפגר ,"150,000.00"
1345302930,מועדונים חברתיים למפגר ,"20,000.00"
1345303930,שיפוץ וציוד בית אלמוג ,0
1345527410,מע'ש ,"140,000.00"
1346100930,ילדים עוורים במוסדות ,"79,500.00"
1346300930,שיקום העיוור בקהילה ,"80,000.00"
1346301930,דמי לווי לעוור ,"1,653,000.00"
1346302930,הדרכת עוור ובני ביתו ,"132,000.00"
1346400930,מפעלי שיקום לעוור ,"6,000.00"
1346402930,מפעלי תעסוקה ומועדון ,"442,000.00"
1346500930,אחזקת נכים בפנימיות ,"2,890,000.00"
1346501930,נכים במשפחות אומנה ,"220,000.00"
1346600930,תעסוקה מוגנת למוגבל ,"345,000.00"
1346601930,מס.יום לילד המוגבל ,"276,000.00"
1346700410,הסעות נכים ,"15,000.00"
1346700930,תוכניות לילד החריג ,"133,000.00"
1346701930,מרכזים להיתפתחות הילד ,"35,000.00"
1346702930,הסעות נכים ,"75,000.00"
1346703930,מרכז יום שיקומי לנכים ,"397,000.00"
1346704930,נופשונים להבראה ,"95,000.00"
1346705930,הסעות למעון יום שיקומי ,"250,000.00"
1346706930,ליווי למעון יום שיקומי ,"100,000.00"
1346707930,מסיכון לסיכוי ,"243,000.00"
1346800930,מרכזי אבחון ושיקום ,"168,000.00"
1346801930,שיקום נכים בקהילה ,"8,000.00"
1346802930,נכים קשים בקהילה ,"180,000.00"
1346803930,דמי תקשורת לחירשים ,"571,000.00"
1346804930,מועדונים לעיוור ,"100,000.00"
1347100930,טפול בנוער ובצעירים ,"185,000.00"
1347101930,נוער חרדי מנותק ,"233,200.00"
1347102930,טפול בחבורות רחוב ,"4,300.00"
1347103930,טפול בנערות במצוקה ,"63,000.00"
1347104930,שהות במקלט לנערות ,"26,000.00"
1347105930,בית נועם ,"91,000.00"
1347106930,שיפוץ בית חם לנערה ,0
1347200930,מעונות חסות - ממשלתיים ,"92,300.00"
1347300930,סמים - טיפול בקהילה ,"375,800.00"
1347301930,בדיקות למשתמשי סמים ,"24,000.00"
1347302930,טיפול באלכוהוליסטים ,"292,500.00"
1347400930,מפת'ן ממשלתי ,"31,900.00"
1347401930,מפת'ן מקומי -החזקה ,"371,000.00"
1347402930,פעול משלימות למפתנים ,"105,000.00"
1347404930,טיפ.בנפג.סמים-פרו'קט ,"30,000.00"
1347405930,"תכנית למניעת אלימות במפת""",0
1348200930,עבודה קהילתית ,"15,000.00"
1348202930,פיתוח גישה קהילתית ,"27,000.00"
1348300930,פע' התנדבות בקהילה ,"7,000.00"
1348400930,לשכות ייעוץ לאזרח ,"4,000.00"
1348500930,שיקום שכונות - פעולות ,"49,500.00"
1349000930,נכים בפנימיות - עולים ,"127,800.00"
1349001930,נכים בקהילה - עולים ,"70,000.00"
1349002930,טיפול בעיוורים עולים ,"35,000.00"
1349003930,נכים עולים כ'א ,0
1349004930,מפגרים בקהילה - עולים ,"30,000.00"
1349005930,מ.יום טפולי עולים ,"24,500.00"
1349006930,מעש'ים עולים ,"16,100.00"
1349007930,מפגר בפנימיה - עולים ,"568,400.00"
1349008930,משפחות עולים במצוקה ,"149,600.00"
1349009930,מעונות יום - עולים ,"585,500.00"
1349010930,ילדים בפנימיות - עולים ,"540,000.00"
1349011930,ילדים במצוקה - עולים ,"362,800.00"
1349012930,טיפול בזקנים - עולים ,"270,000.00"
1349013930,התכנית הביתית ,0
1349014930,תכנית מגשרים ,"62,000.00"
1349015930,תוכ.קבוצתיות לעולים ,"25,000.00"
1349016930,עובדי שכונה - עולים ,"260,300.00"
1349017930,אבחון ושיקום נכים-עולים ,"178,000.00"
1349018930,טיפול בצעירים-עולים ,"7,000.00"
1349019930,נערות במצוקה -עולים ,"30,000.00"
1349021930,מ.יום אמוני-עולים ,0
1349022930,טיפול בעולים נפגעי סמים ,"35,000.00"
1349023930,מ.טיפול באלימות עולים ,"112,000.00"
1360000420,הכנסות עצמיות-קליטה ,"163,600.00"
1360000950,קליטת עלייה ,0
1360000951,הכנ' מ. הקליטה פעולות חדש,"1,200,000.00"
1360001950,מוקד שכונתי-אתיופים ,"541,000.00"
1360002420,עולי צרפת - הכנ' עצמיות ,"135,000.00"
1360002950,קליטת עולי צרפת ,"860,000.00"
1360003420,הכנ' עצמיות-עולים על הגל ,0
1360003950,מ.הקליטה - עולים על הגל ,0
1360004420,אמריקה הלטינית-הכנ' עצמיו,"70,000.00"
1360004950,עליה-אמריקה הלטינית ,"350,000.00"
1360005950,כנס קליטה ,"550,000.00"
1413100210,אגרת מים )צריכה שוטפת( ,"29,000,000.00"
1413101210,מים מוסדות עריה ,"4,600,000.00"
1413200210,אגרות מים אחרות )מוני מים,0
1413300663,דמי ניהול תאגיד ,"3,200,000.00"
1413301690,"החזר הוצאות שכ""ע ורכב -תא",0
1437000420,שווקים ,"2,500,000.00"
1438000650,דמ'ש - חברות עירוניות ,"120,000.00"
1439000640,השכרת נכסים ,"3,043,000.00"
1441000620,מכירת רכב משומש ,"300,000.00"
1472000210,ביוב עירוני ,"11,000,000.00"
1472001210,ביוב-מוסדות עירייה ,0
1520000610,תקבולים משנים קודמות ,0
1591900590,החזרות מקרנות הפרשה ,0
1599200510,יתרה מתקציבים רגילים קוד,0
1610002182,מיסים ועלויות ,0
1610002310,פנסיה ,"4,584,144.00"
1611100110,השכר הקובע ,"1,774,353.00"
1611100120,תוספות שלא נכללות בשכר ,"48,707.00"
1611100140,החזר הוצאות רכב ,"70,576.00"
1611100141,החזר הוצאות אחר ,"144,135.00"
1611100181,הפרשות סוציאליות ,"404,892.00"
1611100182,מיסים ועליות ,"344,719.00"
1611101110,השכר הקובע ,"786,461.00"
1611101120,תוסםות שלא נכללות בשכר ,"257,455.00"
1611101130,שעות נוספות ,0
1611101140,החזר הוצאות רכב ,"204,771.00"
1611101141,החזר הוצאות אחר ,"41,749.00"
1611101181,הפרשות סוציאליות ,"134,668.00"
1611101182,מיסים ועלויות ,"203,000.00"
1611101210,שכר זמניים ,"60,000.00"
1611101212,"ביגוד נהג רה""ע ","1,200.00"
1611101470,ציוד משרדי מתכלה ,"30,000.00"
1611101471,מכונות צילום ,"5,900.00"
1611101510,אש'ל וכבודים ,"6,000.00"
1611101514,רכישת מתנות ,"13,000.00"
1611101522,ספרות מקצועית ועתונות ,"12,000.00"
1611101530,רכב 95-440-46-מנהלי ,"52,000.00"
1611101531,רכב 65-890-27-צמוד ,"35,000.00"
1611101540,דואר וטלפון ,900
1611101542,"רט""ן-רשת טלפונים נייד ","7,200.00"
1611101760,קנית שרותים מרשויות ומוסד,"17,000.00"
1611101780,הוצאות שונות ,"22,000.00"
1611102110,השכר הקובע ,"58,648.00"
1611102120,תוספות שלא נכללות בשכר ,"110,337.00"
1611102130,שעות נוספות ,"53,677.00"
1611102140,החזר הוצאות רכב ,"55,666.00"
1611102141,החזר הוצאות אחר ,"6,958.00"
1611102181,הפרשות סוציאליות ,"33,656.00"
1611102182,מיסים ועליות ,"40,795.00"
1611102210,שכר זמניים ,"30,000.00"
1611102470,ציוד משרדי מתכלה ,"15,000.00"
1611102471,מ. צילום ופקס ,"2,700.00"
1611102510,אש'ל וכבודים ,"2,000.00"
1611102514,רכישת מתנות ,"6,000.00"
1611102522,ספרות מקצועיות ועתונים ,"3,500.00"
1611102530,רכב 41-141-47-צמוד ,"44,000.00"
1611102540,דואר וטלפון ,0
1611102542,"רט""ן-רשת טלפונים נייד ","2,200.00"
1611102760,בנות שירות לאומי ,0
1611102780,הוצאות שונות ,"8,000.00"
1611103110,השכר הקובע ,"141,153.00"
1611103120,תוספות שלא נכללות בשכר ,"41,749.00"
1611103130,שעות נוספות ,"3,976.00"
1611103140,החזר הוצאות רכב ,"26,838.00"
1611103141,החזר הוצאות אחר ,"3,976.00"
1611103181,הפרשות סוציאליות ,"20,397.00"
1611103182,מיסים ועלויות ,"35,695.00"
1611103470,ציוד משרדי מתכלה ,"6,000.00"
1611103471,מ. צילום ופקס ,"2,700.00"
1611103510,אש'ל וכבודים ,"2,000.00"
1611103514,רכישת מתנות ,"6,000.00"
1611103522,ספרות מקצועית ועתונות ,"3,500.00"
1611103540,דואר וטלפון ,800
1611103780,הוצאות שונות ,"8,000.00"
1611104110,השכר הקובע ,0
1611104140,החזר הוצאות רכב ,0
1611104141,החזר הוצאות אחר ,0
1611104182,מיסים ועלויות ,0
1611104540,דואר וטלפון ,0
1611105110,השכר הקובע ,"51,689.00"
1611105120,תוספות שלא נכללות בשכר ,"16,898.00"
1611105130,שעות נוספות ,"15,904.00"
1611105140,החזר הוצאות רכב ,"47,713.00"
1611105141,החזר הוצאות אחר ,"7,952.00"
1611105181,הפרשות סוציאליות ,"17,337.00"
1611105182,מיסים ועלויות ,"19,377.00"
1611105470,ציוד משרדי מתכלה ,"5,000.00"
1611105471,מ. צילום ופקס ,"1,600.00"
1611105510,אש'ל וכבודים ,"2,000.00"
1611105514,רכישת מתנות ,"6,000.00"
1611105522,ספרות מקצועית ועתונות ,"3,000.00"
1611105530,רכב 41-331-11 צמוד ,"50,000.00"
1611105540,דואר וטלפון ,"1,000.00"
1611105780,הוצאות שונות ,"8,000.00"
1611106110,השכר הקובע ,"45,725.00"
1611106120,תוספות שלא נכללות בשכר ,"119,284.00"
1611106130,שעות נוספות ,0
1611106140,החזר הוצאות רכב ,"48,707.00"
1611106141,החזר הוצאות אחרות ,"2,982.00"
1611106181,הפרשות סוציאליות ,"25,497.00"
1611106182,מיסים ועלויות ,"34,675.00"
1611106470,ציוד משרדי מתכלה ,"5,000.00"
1611106471,פעימות מונה מ.צילום ופקס ,"2,600.00"
1611106510,אשל וכיבודים ,"2,000.00"
1611106514,רכישת מתנות ,"6,000.00"
1611106522,ספרות מקצועית ועיתונות ,"3,000.00"
1611106540,דואר וטלפונים ,400
1611106542,"רט""ן-רשת טלפונים נייד ","1,600.00"
1611106780,הוצאות שונות ,"8,000.00"
1611201530,רכב - אופיר לסרי ,0
1611301110,השכר הקבוע ,"858,767.00"
1611301120,תוספות שלא נכללות בשכר ,"129,343.00"
1611301130,שעות נוספות ,0
1611301140,החזר הוצאות רכב ,"131,451.00"
1611301141,החזר הוצאות אחר ,"22,862.00"
1611301181,הפרשות סוציאליות ,"211,272.00"
1611301182,מיסים ועלויות ,"202,425.00"
1611301210,שכר זמניים ,"120,000.00"
1611301470,ציוד משרדי מתכלה ,"7,000.00"
1611301471,מנכ'ל-צילומים ,"3,200.00"
1611301510,אש'ל וכבודים ,"3,000.00"
1611301522,ספרות מקצועית ועתונים ,"4,000.00"
1611301530,רכב 16-555-78-צמוד ,"64,000.00"
1611301540,דואר וטלפון ,"1,300.00"
1611301542,"רט""ן-רשת טלפונים נייד ","10,400.00"
1611301550,פרסומים ,0
1611301580,ייעוץ וליווי ועדת תמיכות ,0
1611301750,עבודות קבלניות ,"100,000.00"
1611301760,קנית שרותים מרשויות ומוסד,0
1611301930,רכישת ציוד יסודי ,"15,000.00"
1611302110,השכר הקבוע ,"596,779.00"
1611302120,תוספות שלא נכללות בשכר ,"79,522.00"
1611302130,שעות נוספות ,0
1611302140,החזרהוצאות רכב ,"124,254.00"
1611302141,החזר הוצאות אחר ,"24,850.00"
1611302181,הפרשות סוציאליות ,"77,027.00"
1611302182,מיסים ועלויות ,"129,542.00"
1611302210,שכר זמניים ,"35,000.00"
1611302470,ציודמשרדי מתכלה ,"6,000.00"
1611302471,אחז' מכונת צילום ,"3,500.00"
1611302510,אש'ל וכבודים ,"1,000.00"
1611302511,אירוח ,"20,000.00"
1611302521,השתלמויות - מינהל כללי ,"10,000.00"
1611302522,ספרות מקצועית ועתונות ,"16,000.00"
1611302530,רכב 26-996-96 - צמוד ,"40,000.00"
1611302540,דואר וטלפון ,400
1611302542,"רט""ן-רשת טלפונים נייד ","15,400.00"
1611302580,הוצאות ארגוניות ,"140,000.00"
1611302760,קנית שרותים מרשויות מוסדת,0
1611302780,הגברות ,"10,000.00"
1611302930,רכישת ציוד יסודי ,"100,000.00"
1611304110,השכר הקבוע ,"279,890.00"
1611304120,תוספות שלא נכללות בשכר ,"124,254.00"
1611304140,החזר הוצאות רכב ,"96,570.00"
1611304141,החזר הוצאות אחר ,"6,958.00"
1611304181,הפרשות סוציאליות ,"52,528.00"
1611304182,מיסים ועלויות ,"86,206.00"
1611304210,עובדים זמניים ,0
1611304470,צ. משרדי ,"8,000.00"
1611304522,ס. מקצועית ועיתונים ,"1,500.00"
1611304542,"רט""ן-רשת טלפונים נייד ","1,800.00"
1611304570,מיחשוב - תוכנת מיכרזים ,"2,500.00"
1611304750,יועץ מכרזים ,"12,000.00"
1611304777,פרסומים ,0
1611305110,השכר הקובע ,"695,825.00"
1611305120,תוספות שלא נכללות בשכר ,"329,025.00"
1611305130,שעות נוספות ,"25,844.00"
1611305140,החזרהוצאות רכב ,"229,622.00"
1611305141,החזר הוצאות אחר ,"39,761.00"
1611305181,הפרשות סוציאליות ,"173,379.00"
1611305182,מיסים ועלויות ,"213,155.00"
1611305470,ציוד משרדי מתכלה ,"4,000.00"
1611305471,מכונות צילום ,"1,500.00"
1611305540,דואר וטלפון ,"3,100.00"
1611305542,"רט""ן-רשת טלפונים נייד ","5,000.00"
1611305571,מינהל ,"146,000.00"
1611305572,שכירות תוכנה ,"161,000.00"
1611305573,תחזוקת תוכנה ,"51,000.00"
1611305574,כ'א חיצוני ,"442,000.00"
1611305575,רכית שירותים ,"270,000.00"
1611305576,יפורים במערכות מיחשוב ,"150,000.00"
1611305720,חומרים ,"8,000.00"
1611305740,כלים מכשירים וציוד ,"2,000.00"
1611305920,העברה מת. פיתוח לת. רגיל ,"450,000.00"
1612000110,השכר הקובע ,"703,777.00"
1612000120,תוספות שלא נכללות בשכר ,"72,564.00"
1612000140,החזר הוצאות רכב ,"111,332.00"
1612000141,החזר הוצאות אחר ,"29,821.00"
1612000181,הפרשות סוציאליות ,"159,101.00"
1612000182,מיסים ועלויות ,"158,081.00"
1612000470,ציוד משרדי מתכלה ,"2,000.00"
1612000471,מכונות צילום ,"3,300.00"
1612000522,ספרות מקצועית ועתנות ,"1,000.00"
1612000530,רכב 15-582-15-צמוד ,"46,000.00"
1612000540,דואר וטלפון ,400
1612000541,משלוחים ,300
1612000542,"רט""ן-רשת טלפונים נייד ","3,000.00"
1612000560,"הוצאות דו""ח בקורת ","8,000.00"
1612000750,עבודות קבלניות ,"120,000.00"
1612000751,בדיקות מיוחדות ,"50,000.00"
1613000110,השכר הקובע ,"448,310.00"
1613000120,תוספות שלא נכללות בשכר ,"226,640.00"
1613000130,שעות נוספות ,"10,934.00"
1613000140,החזרהוצאות רכב ,"99,403.00"
1613000141,החזר הוצאות אחר ,"29,821.00"
1613000181,הפרשות סוציאליות ,"74,451.00"
1613000182,מיסים ועלויות ,"132,584.00"
1613000470,ציוד משרדי מתכלה ,"40,000.00"
1613000471,מכונות צילום ,"38,000.00"
1613000510,אש'ל וכבודים ,"1,000,000.00"
1613000522,ספרות מקצועית ועתונות ,600
1613000540,דואר וטלפון ,"1,000,000.00"
1613000541,דואר ושליחויות ,"450,000.00"
1613000542,"רט""ן-רשת טלפונים נייד ","3,000.00"
1613000730,רכב 06-261-35-תפעולי ,"40,000.00"
1613000750,ארכיב ,"75,000.00"
1613000751,עבודות קבלניות ,"10,000.00"
1614000110,השכר הקובע ,"466,202.00"
1614000120,תוספות שלא נכללות בשכר ,"138,170.00"
1614000130,שעות נוספות ,"34,791.00"
1614000140,החזר הוצאות רכב ,"71,570.00"
1614000141,החזר הוצאות אחר ,"16,898.00"
1614000181,הפרשות סוציאליות ,"87,709.00"
1614000182,מיסים ועלויות ,"124,425.00"
1614000470,ציוד משרדי מתכלה ,"10,000.00"
1614000471,אחזקת מכונת צילום ,"4,300.00"
